item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,official_size,material_main,season,length_type,total_length_cm,bust_width_cm,waist_width_cm
04_womens_clothing-demo-000023,04_womens_clothing,04,96ceff4ab8b67ea7,v2,11111,maje,,,,,,,
04_womens_clothing-demo-000024,04_womens_clothing,04,ef2db46bc2391868,v2,89000,쥬시쥬디,,,,,,,
04_womens_clothing-demo-000025,04_womens_clothing,04,4436f1fb311f6635,v2,120001,잇미샤,,,,,,,
04_womens_clothing-demo-000026,04_womens_clothing,04,906761d71a02966b,v2,15000,에고이스트,,,,,,,
04_womens_clothing-demo-000027,04_womens_clothing,04,bc2e03df924b7564,v2,80000,럭키슈에뜨,,,,,,,
04_womens_clothing-demo-000028,04_womens_clothing,04,bc2e03df924b7564,v2,80000,리본타이,,,,,,,
04_womens_clothing-demo-000029,04_womens_clothing,04,f230295af1efeb93,v2,120000,it MICHAA,,,,,,,
04_womens_clothing-demo-000030,04_womens_clothing,04,270d680cbac093ce,v2,290000,코젯,,,,,,,
04_womens_clothing-demo-000031,04_womens_clothing,04,a3cb05ce59c58fe9,v2,50000,언더아머,,,,,,,
04_womens_clothing-demo-000032,04_womens_clothing,04,363acbe3367e013b,v2,103000,치유의 옷장,,,,,,,
04_womens_clothing-demo-000033,04_womens_clothing,04,08852690adee3193,v2,190000,이원재패션,,,,,,,
04_womens_clothing-demo-000034,04_womens_clothing,04,ef2db46bc2391868,v2,75000,쥬시쥬디,,,,,,,
04_womens_clothing-demo-000035,04_womens_clothing,04,a0d40d804e15b7a2,v2,60000,유아부미,,,,,,,
04_womens_clothing-demo-000036,04_womens_clothing,04,7dd0ab051caaa62e,v2,48000,레니본(RENEEVON),,,,,,,
04_womens_clothing-demo-000037,04_womens_clothing,04,c05b590e8f667682,v2,290000,생로랑 SAINT LAURENT,,,,,,,
04_womens_clothing-demo-000038,04_womens_clothing,04,d2befe0c4c5ec8e6,v2,200000,aa스튜디오,,,,,,,
04_womens_clothing-demo-000039,04_womens_clothing,04,ab5cb18cc5b4adc1,v2,240000,YSL 생로랑 SAINT LAURENT,,,,,,,
04_womens_clothing-demo-000040,04_womens_clothing,04,e4b29ed53f6ee9cc,v2,90000,라코스테,,,,,,,
04_womens_clothing-demo-000041,04_womens_clothing,04,1fb48d40a25155ca,v2,165000,아비에무아,,,,,,,
04_womens_clothing-demo-000042,04_womens_clothing,04,77d006aed4e39446,v2,70000,레니본,,,,,,,
04_womens_clothing-demo-000043,04_womens_clothing,04,4feea01e8cf80763,v2,250000,산드로,,,,,,,
04_womens_clothing-demo-000044,04_womens_clothing,04,4867e4f264d2e02c,v2,34000,쥬시쥬디,,,,,,,
04_womens_clothing-demo-000045,04_womens_clothing,04,3803587d287f2707,v2,170000,유노이아,,,,,,,
04_womens_clothing-demo-000046,04_womens_clothing,04,3d440e1b82519739,v2,59000,LINE,,,,,,,
04_womens_clothing-demo-000047,04_womens_clothing,04,4f6f2a04011c0b1e,v2,50000,로엠,,,,,,,
04_womens_clothing-demo-000048,04_womens_clothing,04,4f6f2a04011c0b1e,v2,58000,로엠,,,,,,,
04_womens_clothing-demo-000049,04_womens_clothing,04,f25f3a7bdab84dc2,v2,15000,탑텐,,,,,,,
04_womens_clothing-demo-000050,04_womens_clothing,04,4feea01e8cf80763,v2,90871,산드로,,,,,,,
04_womens_clothing-demo-000051,04_womens_clothing,04,31257c227efe1091,v2,95000,SJSJ,,,,,,,
04_womens_clothing-demo-000052,04_womens_clothing,04,e7d1113f6cbcc78d,v2,43000,ZARA,,,,,,,
04_womens_clothing-demo-000053,04_womens_clothing,04,b883c7e21c25a412,v2,25000,h커넥트,,,,,,,
04_womens_clothing-demo-000054,04_womens_clothing,04,790177844aa538f1,v2,120000,바이씨니,,,,,,,
04_womens_clothing-demo-000055,04_womens_clothing,04,4a97a97fe0216351,v2,150000,디스커버리익스페디션,,,,,,,
04_womens_clothing-demo-000056,04_womens_clothing,04,7dd0ab051caaa62e,v2,48000,레니본(RENEEVON),,,,,,,
04_womens_clothing-demo-000057,04_womens_clothing,04,4a97a97fe0216351,v2,150000,디스커버리익스페디션,,,,,,,
04_womens_clothing-demo-000058,04_womens_clothing,04,12faf7d4ed06f42e,v2,259000,보브(VOV),,,,,,,
04_womens_clothing-demo-000059,04_womens_clothing,04,75f689a82cf637c3,v2,30000,메이썸,,,,,,,
04_womens_clothing-demo-000060,04_womens_clothing,04,a3cb05ce59c58fe9,v2,50000,언더아머,,,,,,,
04_womens_clothing-demo-000061,04_womens_clothing,04,08852690adee3193,v2,190000,이원재패션,,,,,,,
04_womens_clothing-demo-000062,04_womens_clothing,04,87c39970436e3cb7,v2,70000,플레이그라운드,,,,,,,
04_womens_clothing-demo-000063,04_womens_clothing,04,453a41efb3be7457,v2,39000,써스데이 아일랜드,,,,,,,
04_womens_clothing-demo-000064,04_womens_clothing,04,492ee46da0c85513,v2,80000,소미타,,,,,,,
04_womens_clothing-demo-000065,04_womens_clothing,04,01bf2e5ba4235415,v2,69000,듀엘,,,,,,,
04_womens_clothing-demo-000066,04_womens_clothing,04,978d2b668b8637e3,v2,170000,브라운야드,,,,,,,
04_womens_clothing-demo-000067,04_womens_clothing,04,8c036fd2d9ae8b79,v2,55000,노스페이스,,,,,,,
04_womens_clothing-demo-000068,04_womens_clothing,04,08b06835b9cc990d,v2,300000,메르비시앙,,,,,,,
04_womens_clothing-demo-000069,04_womens_clothing,04,027e3b18dc34b9a1,v2,145000,보브 (VOV),,,,,,,
04_womens_clothing-demo-000070,04_womens_clothing,04,c61ae1275b3e8a46,v2,350000,제이프레스,,,,,,,
04_womens_clothing-demo-000071,04_womens_clothing,04,e3f60613577f1444,v2,100000,위드아웃썸머,,,,,,,
04_womens_clothing-demo-000072,04_womens_clothing,04,d897ecea1f38bbce,v2,20000,꼼빠니아,,,,,,,
04_womens_clothing-demo-000073,04_womens_clothing,04,6721b29c4027c71e,v2,460000,Theory,,,,,,,
04_womens_clothing-demo-000074,04_womens_clothing,04,6721b29c4027c71e,v2,460000,Theory,,,,,,,
04_womens_clothing-demo-000075,04_womens_clothing,04,98be830cddf85a44,v2,39000,로엠,,,,,,,
04_womens_clothing-demo-000076,04_womens_clothing,04,93fc3bdc3bdbd23b,v2,50000,미샤,,,,,,,
04_womens_clothing-demo-000077,04_womens_clothing,04,4feea01e8cf80763,v2,237243,산드로,,,,,,,
04_womens_clothing-demo-000078,04_womens_clothing,04,4f6f2a04011c0b1e,v2,50000,로엠,,,,,,,
04_womens_clothing-demo-000079,04_womens_clothing,04,959f7b9d78ee595c,v2,35000,LINE,,,,,,,
04_womens_clothing-demo-000080,04_womens_clothing,04,f25f3a7bdab84dc2,v2,15000,탑텐,,,,,,,
04_womens_clothing-demo-000081,04_womens_clothing,04,0ecf05861042f123,v2,220000,유앤진,,,,,,,
04_womens_clothing-demo-000082,04_womens_clothing,04,eeb0ce479601a3e8,v2,25000,무누,,,,,,,
04_womens_clothing-demo-000083,04_womens_clothing,04,77d006aed4e39446,v2,70000,레니본,,,,,,,
04_womens_clothing-demo-000084,04_womens_clothing,04,bc0c875ad5e9cd28,v2,900000,막스마라,,,,,,,
04_womens_clothing-demo-000085,04_womens_clothing,04,b883c7e21c25a412,v2,25000,H커넥트,,,,,,,
04_womens_clothing-demo-000086,04_womens_clothing,04,017b2fc30a7d264c,v2,13000,클로비스,,,,,,,
04_womens_clothing-demo-000087,04_womens_clothing,04,027e3b18dc34b9a1,v2,145000,토리버치,,,,,,,
04_womens_clothing-demo-000088,04_womens_clothing,04,4436f1fb311f6635,v2,120000,잇미샤,,,,,,,
04_womens_clothing-demo-000089,04_womens_clothing,04,081081b77aa12939,v2,135000,폴로 랄프로렌,,,,,,,
04_womens_clothing-demo-000090,04_womens_clothing,04,a8ca74ada0bf08f1,v2,290000,르에떼,,,,,,,
04_womens_clothing-demo-000091,04_womens_clothing,04,b0216271e3defef6,v2,25000,시슬리,,,,,,,
04_womens_clothing-demo-000092,04_womens_clothing,04,4436f1fb311f6635,v2,120000,잇미샤,,,,,,,
04_womens_clothing-demo-000093,04_womens_clothing,04,5219d946f18354fb,v2,65000,막스마라 스튜디오,,,,,,,
04_womens_clothing-demo-000094,04_womens_clothing,04,b2a172b3c8adcb8c,v2,150000,아떼바네사브루노,,,,,,,
04_womens_clothing-demo-000095,04_womens_clothing,04,31257c227efe1091,v2,520000,미니봉봉,,,,,,,
04_womens_clothing-demo-000096,04_womens_clothing,04,31257c227efe1091,v2,30000,SJSJ,,,,,,,
04_womens_clothing-demo-000097,04_womens_clothing,04,b883c7e21c25a412,v2,11342,어뉴골프,,,,,,,
04_womens_clothing-demo-000098,04_womens_clothing,04,eaa3b524b5a498ff,v2,430000,준지,,,,,,,
04_womens_clothing-demo-000099,04_womens_clothing,04,982ab24b1efa741c,v2,60000,리본타이,,,,,,,
04_womens_clothing-demo-000100,04_womens_clothing,04,a8ca74ada0bf08f1,v2,290000,르에떼,,,,,,,
04_womens_clothing-demo-000101,04_womens_clothing,04,1e1d61d0cd765876,v2,28000,자라,,,,,,,
04_womens_clothing-demo-000102,04_womens_clothing,04,da053fba2577d5da,v2,450000,쎄모먼,,,,,,,
04_womens_clothing-demo-000103,04_womens_clothing,04,ed3cadbc6477f453,v2,27000,MAX&CO,,,,,,,
04_womens_clothing-demo-000104,04_womens_clothing,04,2d2fc0a61b345a9c,v2,210000,바이미나,,,,,,,
04_womens_clothing-demo-000105,04_womens_clothing,04,77d006aed4e39446,v2,70000,레니본,,,,,,,
04_womens_clothing-demo-000106,04_womens_clothing,04,6d532a5353e2804c,v2,15000,보보쇼즈,,,,,,,
04_womens_clothing-demo-000107,04_womens_clothing,04,d40fd2ac1c5e0e73,v2,78000,메르비시앙,,,,,,,
04_womens_clothing-demo-000108,04_womens_clothing,04,453a41efb3be7457,v2,39000,비꼴리끄,,,,,,,
04_womens_clothing-demo-000109,04_womens_clothing,04,31257c227efe1091,v2,95000,SJSJ,,,,,,,
04_womens_clothing-demo-000110,04_womens_clothing,04,1e1d61d0cd765876,v2,28000,자라,,,,,,,
04_womens_clothing-demo-000111,04_womens_clothing,04,340c8121a91860ff,v2,15000,아뜨랑스,,,,,,,
04_womens_clothing-demo-000112,04_womens_clothing,04,959f7b9d78ee595c,v2,35000,LINE,,,,,,,
04_womens_clothing-demo-000113,04_womens_clothing,04,39747190c31899b3,v2,750000,국제모피,,,,,,,
04_womens_clothing-demo-000114,04_womens_clothing,04,d40fd2ac1c5e0e73,v2,78000,메이윤,,,,,,,
04_womens_clothing-demo-000115,04_womens_clothing,04,31257c227efe1091,v2,30000,SJSJ,,,,,,,
04_womens_clothing-demo-000116,04_womens_clothing,04,b883c7e21c25a412,v2,16756,H커넥트,,,,,,,
04_womens_clothing-demo-000117,04_womens_clothing,04,027e3b18dc34b9a1,v2,145000,보브 (VOV),,,,,,,
04_womens_clothing-demo-000118,04_womens_clothing,04,081081b77aa12939,v2,135000,폴로 랄프로렌,,,,,,,
04_womens_clothing-demo-000119,04_womens_clothing,04,4feea01e8cf80763,v2,115319,산드로,,,,,,,
04_womens_clothing-demo-000120,04_womens_clothing,04,790177844aa538f1,v2,120000,바이씨니,,,,,,,
04_womens_clothing-demo-000121,04_womens_clothing,04,31257c227efe1091,v2,95000,SJSJ,,,,,,,
04_womens_clothing-demo-000122,04_womens_clothing,04,906761d71a02966b,v2,15000,에고이스트,,,,,,,
04_womens_clothing-demo-000123,04_womens_clothing,04,e3f60613577f1444,v2,100000,위드아웃썸머,,,,,,,
04_womens_clothing-demo-000124,04_womens_clothing,04,a91174cee3d28f9f,v2,1750000,오라리 Auralee,,,,,,,
04_womens_clothing-demo-000125,04_womens_clothing,04,6955a86ccdf3779f,v2,140000,라코스테,,,,,,,
04_womens_clothing-demo-000126,04_womens_clothing,04,80defc80da6a2a14,v2,100000,벨라,,,,,,,
04_womens_clothing-demo-000127,04_womens_clothing,04,1ed6f04224718e77,v2,25000,오즈세컨,,,,,,,
04_womens_clothing-demo-000128,04_womens_clothing,04,31257c227efe1091,v2,95000,R2W,,,,,,,
04_womens_clothing-demo-000129,04_womens_clothing,04,bf3d0c68f6a8f31d,v2,85000,MAX&CO,,,,,,,
04_womens_clothing-demo-000130,04_womens_clothing,04,273b6896d31c81ee,v2,505000,타임옴므,,,,,,,
04_womens_clothing-demo-000131,04_womens_clothing,04,bada9e4b39fa82c1,v2,10000,컬리수,,,,,,,
04_womens_clothing-demo-000132,04_womens_clothing,04,453a41efb3be7457,v2,39000,써스데이 아일랜드,,,,,,,
04_womens_clothing-demo-000133,04_womens_clothing,04,d40fd2ac1c5e0e73,v2,78000,메이윤,,,,,,,
04_womens_clothing-demo-000134,04_womens_clothing,04,b883c7e21c25a412,v2,25000,h커넥트,,,,,,,
04_womens_clothing-demo-000135,04_womens_clothing,04,39747190c31899b3,v2,750000,국제모피,,,,,,,
04_womens_clothing-demo-000136,04_womens_clothing,04,bc2e03df924b7564,v2,80000,럭키슈에뜨,,,,,,,
04_womens_clothing-demo-000137,04_womens_clothing,04,0d3650976c125ca5,v2,20000,프랭크썸,,,,,,,
04_womens_clothing-demo-000138,04_womens_clothing,04,d40fd2ac1c5e0e73,v2,60000,메이윤,,,,,,,
04_womens_clothing-demo-000139,04_womens_clothing,04,e31ea8829e8b9bbe,v2,40000,타임,,,,,,,
04_womens_clothing-demo-000140,04_womens_clothing,04,f065804292b90695,v2,150000,모한,,,,,,,
04_womens_clothing-demo-000141,04_womens_clothing,04,6955a86ccdf3779f,v2,140000,쥬크,,,,,,,
04_womens_clothing-demo-000142,04_womens_clothing,04,a0d40d804e15b7a2,v2,80000,유아부미,,,,,,,
04_womens_clothing-demo-000143,04_womens_clothing,04,93fc3bdc3bdbd23b,v2,50000,미샤,,,,,,,
04_womens_clothing-demo-000144,04_womens_clothing,04,44d0153b2fe1b189,v2,50000,미미스틱,,,,,,,
04_womens_clothing-demo-000145,04_womens_clothing,04,1ed6f04224718e77,v2,120000,오즈세컨,,,,,,,
04_womens_clothing-demo-000146,04_womens_clothing,04,081081b77aa12939,v2,135000,폴로 랄프로렌,,,,,,,
04_womens_clothing-demo-000147,04_womens_clothing,04,26924eb27d9869a6,v2,38000,메이비베이비,,,,,,,
04_womens_clothing-demo-000148,04_womens_clothing,04,1c539c1f3fd6255d,v2,85000,지컷,,,,,,,
04_womens_clothing-demo-000149,04_womens_clothing,04,6721b29c4027c71e,v2,460000,Theory,,,,,,,
04_womens_clothing-demo-000150,04_womens_clothing,04,d40fd2ac1c5e0e73,v2,78000,메이윤,,,,,,,
04_womens_clothing-demo-000151,04_womens_clothing,04,453a41efb3be7457,v2,39000,써스데이 아일랜드,,,,,,,
04_womens_clothing-demo-000152,04_womens_clothing,04,ef2db46bc2391868,v2,75000,Sandro,,,,,,,
04_womens_clothing-demo-000153,04_womens_clothing,04,fecf17840252f918,v2,450000,JINDO,,,,,,,
04_womens_clothing-demo-000154,04_womens_clothing,04,bc2e03df924b7564,v2,80000,럭키슈에뜨,,,,,,,
04_womens_clothing-demo-000155,04_womens_clothing,04,3803587d287f2707,v2,170000,유노이아,,,,,,,
04_womens_clothing-demo-000156,04_womens_clothing,04,1ed6f04224718e77,v2,120000,오즈세컨,,,,,,,
04_womens_clothing-demo-000157,04_womens_clothing,04,bc2e03df924b7564,v2,80001,플레이그라운드,,,,,,,
04_womens_clothing-demo-000158,04_womens_clothing,04,ed3cadbc6477f453,v2,27000,키이스,,,,,,,
04_womens_clothing-demo-000159,04_womens_clothing,04,be26e46034ec08bf,v2,500000,R2W,,,,,,,
04_womens_clothing-demo-000160,04_womens_clothing,04,df31dc7f827b29af,v2,45000,시슬리,,,,,,,
04_womens_clothing-demo-000161,04_womens_clothing,04,a3cb05ce59c58fe9,v2,50000,언더아머,,,,,,,
04_womens_clothing-demo-000162,04_womens_clothing,04,d897ecea1f38bbce,v2,20000,꼼빠니아,,,,,,,
04_womens_clothing-demo-000163,04_womens_clothing,04,b883c7e21c25a412,v2,19513,H커넥트,,,,,,,
04_womens_clothing-demo-000164,04_womens_clothing,04,6a40abd2d9b765b3,v2,50000,폴로,,,,,,,
04_womens_clothing-demo-000165,04_womens_clothing,04,07d8873f556891b8,v2,15000,리스트,,,,,,,
04_womens_clothing-demo-000166,04_womens_clothing,04,6d532a5353e2804c,v2,30000,보보쇼즈,,,,,,,
04_womens_clothing-demo-000167,04_womens_clothing,04,080bddfa303fb6ac,v2,40000,아이잗바바,,,,,,,
04_womens_clothing-demo-000168,04_womens_clothing,04,790177844aa538f1,v2,150000,바이씨니,,,,,,,
04_womens_clothing-demo-000169,04_womens_clothing,04,092a0bd94a9c6111,v2,60000,줄로그,,,,,,,
04_womens_clothing-demo-000170,04_womens_clothing,04,340c8121a91860ff,v2,15000,아뜨랑스,,,,,,,
04_womens_clothing-demo-000171,04_womens_clothing,04,1ab6f437cbae8c1f,v2,95000,Maje,,,,,,,
04_womens_clothing-demo-000172,04_womens_clothing,04,881082fa4980e682,v2,300000,11am,,,,,,,
04_womens_clothing-demo-000173,04_womens_clothing,04,bc2e03df924b7564,v2,80000,럭키슈에뜨,,,,,,,
04_womens_clothing-demo-000174,04_womens_clothing,04,169cf899b6b3aa19,v2,33000,유니클로,,,,,,,
04_womens_clothing-demo-000175,04_womens_clothing,04,be26e46034ec08bf,v2,1150000,R2W,,,,,,,
04_womens_clothing-demo-000176,04_womens_clothing,04,982ab24b1efa741c,v2,60000,리본타이,,,,,,,
04_womens_clothing-demo-000177,04_womens_clothing,04,790177844aa538f1,v2,150000,바이씨니,,,,,,,
04_womens_clothing-demo-000178,04_womens_clothing,04,309d50230a642b85,v2,80000,반원아틀리에,,,,,,,
04_womens_clothing-demo-000179,04_womens_clothing,04,5dbc9779b7b548f1,v2,75000,르베이지,,,,,,,
04_womens_clothing-demo-000180,04_womens_clothing,04,4f6f2a04011c0b1e,v2,50000,로엠,,,,,,,
04_womens_clothing-demo-000181,04_womens_clothing,04,26924eb27d9869a6,v2,38000,메이비베이비,,,,,,,
04_womens_clothing-demo-000182,04_womens_clothing,04,fecf17840252f918,v2,450000,JINDO,,,,,,,
04_womens_clothing-demo-000183,04_womens_clothing,04,5dbc9779b7b548f1,v2,75000,르베이지,,,,,,,
04_womens_clothing-demo-000184,04_womens_clothing,04,0c5c64084eac52e6,v2,109000,라밤바룸,,,,,,,
04_womens_clothing-demo-000185,04_womens_clothing,04,ed3cadbc6477f453,v2,27000,키이스,,,,,,,
04_womens_clothing-demo-000186,04_womens_clothing,04,363acbe3367e013b,v2,103000,치유의 옷장,,,,,,,
04_womens_clothing-demo-000187,04_womens_clothing,04,982ab24b1efa741c,v2,60000,리본타이,,,,,,,
04_womens_clothing-demo-000188,04_womens_clothing,04,ef2db46bc2391868,v2,59000,Theory,,,,,,,
04_womens_clothing-demo-000189,04_womens_clothing,04,982ab24b1efa741c,v2,60000,리본타이,,,,,,,
04_womens_clothing-demo-000190,04_womens_clothing,04,a4578bce57297ffa,v2,41000,탑걸,,,,,,,
04_womens_clothing-demo-000191,04_womens_clothing,04,87c39970436e3cb7,v2,70000,플레이그라운드,,,,,,,
04_womens_clothing-demo-000192,04_womens_clothing,04,c05b590e8f667682,v2,290000,유니클로,,,,,,,
04_womens_clothing-demo-000193,04_womens_clothing,04,4436f1fb311f6635,v2,120000,잇미샤,,,,,,,
04_womens_clothing-demo-000194,04_womens_clothing,04,5dbc9779b7b548f1,v2,75000,르베이지,,,,,,,
04_womens_clothing-demo-000195,04_womens_clothing,04,f2b5b85a9ee059be,v2,15000,리미떼두두,,,,,,,
04_womens_clothing-demo-000196,04_womens_clothing,04,98be830cddf85a44,v2,39000,써스데이아일랜드,,,,,,,
04_womens_clothing-demo-000197,04_womens_clothing,04,671ef273acc36223,v2,485000,브라운야드,,,,,,,
04_womens_clothing-demo-000198,04_womens_clothing,04,092a0bd94a9c6111,v2,60000,줄로그,,,,,,,
04_womens_clothing-demo-000199,04_womens_clothing,04,027e3b18dc34b9a1,v2,145000,레니본,,,,,,,
04_womens_clothing-demo-000200,04_womens_clothing,04,2d2fc0a61b345a9c,v2,180000,바이미나,,,,,,,
04_womens_clothing-demo-000201,04_womens_clothing,04,4436f1fb311f6635,v2,120000,잇미샤,,,,,,,
04_womens_clothing-demo-000202,04_womens_clothing,04,f065804292b90695,v2,150000,모한,,,,,,,
04_womens_clothing-demo-000203,04_womens_clothing,04,1e936b21ecca9696,v2,320000,프랭키 모렐로,,,,,,,
04_womens_clothing-demo-000204,04_womens_clothing,04,87c39970436e3cb7,v2,70000,플레이그라운드,,,,,,,
04_womens_clothing-demo-000205,04_womens_clothing,04,959f7b9d78ee595c,v2,35000,LINE,,,,,,,
04_womens_clothing-demo-000206,04_womens_clothing,04,027e3b18dc34b9a1,v2,145000,보브 (VOV),,,,,,,
04_womens_clothing-demo-000207,04_womens_clothing,04,1ed6f04224718e77,v2,120000,오즈세컨,,,,,,,
04_womens_clothing-demo-000208,04_womens_clothing,04,8b4e6c2f6c0944a8,v2,75000,SYSTEM,,,,,,,
04_womens_clothing-demo-000209,04_womens_clothing,04,31257c227efe1091,v2,30000,SJSJ,,,,,,,
04_womens_clothing-demo-000210,04_womens_clothing,04,c05b590e8f667682,v2,290000,생로랑 SAINT LAURENT,,,,,,,
04_womens_clothing-demo-000211,04_womens_clothing,04,6d532a5353e2804c,v2,15000,보보쇼즈,,,,,,,
04_womens_clothing-demo-000212,04_womens_clothing,04,44d0153b2fe1b189,v2,50000,미미스틱,,,,,,,
04_womens_clothing-demo-000213,04_womens_clothing,04,31257c227efe1091,v2,520000,SJSJ,,,,,,,
04_womens_clothing-demo-000214,04_womens_clothing,04,4436f1fb311f6635,v2,120000,잇미샤,,,,,,,
04_womens_clothing-demo-000215,04_womens_clothing,04,bc2d377811816154,v2,68000,마이클코어스,,,,,,,
04_womens_clothing-demo-000216,04_womens_clothing,04,4867e4f264d2e02c,v2,54000,스튜디오 톰보이,,,,,,,
04_womens_clothing-demo-000217,04_womens_clothing,04,34ed7bf388b922f1,v2,60000,코스,,,,,,,
04_womens_clothing-demo-000218,04_womens_clothing,04,b883c7e21c25a412,v2,22927,h커넥트,,,,,,,
04_womens_clothing-demo-000219,04_womens_clothing,04,3c3a9a7678a0324e,v2,65000,데코,,,,,,,
04_womens_clothing-demo-000220,04_womens_clothing,04,6a40abd2d9b765b3,v2,50000,폴로,,,,,,,
04_womens_clothing-demo-000221,04_womens_clothing,04,b2a172b3c8adcb8c,v2,150000,아떼바네사브루노,,,,,,,
04_womens_clothing-demo-000222,04_womens_clothing,04,4867e4f264d2e02c,v2,34000,스튜디오 톰보이,,,,,,,
04_womens_clothing-demo-000223,04_womens_clothing,04,a4578bce57297ffa,v2,41000,탑걸,,,,,,,
04_womens_clothing-demo-000224,04_womens_clothing,04,5219d946f18354fb,v2,65000,막스마라 스튜디오,,,,,,,
04_womens_clothing-demo-000225,04_womens_clothing,04,1ed6f04224718e77,v2,120000,오즈세컨,,,,,,,
04_womens_clothing-demo-000226,04_womens_clothing,04,e4b29ed53f6ee9cc,v2,90000,라코스테,,,,,,,
04_womens_clothing-demo-000227,04_womens_clothing,04,bc2e03df924b7564,v2,80001,럭키슈에뜨,,,,,,,
04_womens_clothing-demo-000228,04_womens_clothing,04,eeb0ce479601a3e8,v2,25000,무누,,,,,,,
04_womens_clothing-demo-000229,04_womens_clothing,04,b2a172b3c8adcb8c,v2,150000,아떼바네사브루노,,,,,,,
04_womens_clothing-demo-000230,04_womens_clothing,04,a4b280a6cd039bb4,v2,39000,스투시,,,,,,,
04_womens_clothing-demo-000231,04_womens_clothing,04,a91174cee3d28f9f,v2,1750000,오라리 Auralee,,,,,,,
04_womens_clothing-demo-000232,04_womens_clothing,04,c61ae1275b3e8a46,v2,350000,제이프레스,,,,,,,
04_womens_clothing-demo-000233,04_womens_clothing,04,3c3a9a7678a0324e,v2,65000,데코,,,,,,,
04_womens_clothing-demo-000234,04_womens_clothing,04,680d1b490e1e6db7,v2,30000,케네스레이디,,,,,,,
04_womens_clothing-demo-000235,04_womens_clothing,04,e4b29ed53f6ee9cc,v2,90000,라코스테,,,,,,,
04_womens_clothing-demo-000236,04_womens_clothing,04,b969a1b934dbf749,v2,95000,한섬 시스템,,,,,,,
04_womens_clothing-demo-000237,04_womens_clothing,04,10755fcb7a70265f,v2,80000,Sandro,,,,,,,
04_womens_clothing-demo-000238,04_womens_clothing,04,31257c227efe1091,v2,30000,SJSJ,,,,,,,
04_womens_clothing-demo-000239,04_womens_clothing,04,fd8a9efd78d4ffaa,v2,160000,Maje,,,,,,,
04_womens_clothing-demo-000240,04_womens_clothing,04,4feea01e8cf80763,v2,208670,산드로,,,,,,,
04_womens_clothing-demo-000241,04_womens_clothing,04,881082fa4980e682,v2,300000,11am,,,,,,,
04_womens_clothing-demo-000242,04_womens_clothing,04,b883c7e21c25a412,v2,12806,h커넥트,,,,,,,
04_womens_clothing-demo-000243,04_womens_clothing,04,93fc3bdc3bdbd23b,v2,50000,미샤,,,,,,,
