item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_type,gender,size_tag,color_main,sleeve_length,brand,is_luxury,size_estimated_kr
06_mens_clothing-demo-000022,06_mens_clothing,06,c58f951f01e334d4,v2,40000,,,,,,지오송지오,,
06_mens_clothing-demo-000023,06_mens_clothing,06,59a21971fff68b23,v2,19000,,,,,,Keith Haring,,
06_mens_clothing-demo-000024,06_mens_clothing,06,f4b2ffd260f35c96,v2,70000,,,,,,시리즈,,
06_mens_clothing-demo-000025,06_mens_clothing,06,a0139e02a7549464,v2,10000,,,,,,Johns Hopkins,,
06_mens_clothing-demo-000026,06_mens_clothing,06,06a58c3b599066d0,v2,50000,,,,,,버버리,,
06_mens_clothing-demo-000027,06_mens_clothing,06,57c178d8805b31bc,v2,20000,,,,,,빌리지,,
06_mens_clothing-demo-000028,06_mens_clothing,06,c1ed8ec86a1958f8,v2,50000,,,,,,단톤,,
06_mens_clothing-demo-000029,06_mens_clothing,06,f25f3a7bdab84dc2,v2,1500,,,,,,탑텐,,
06_mens_clothing-demo-000030,06_mens_clothing,06,a557d4c411feba4a,v2,23000,,,,,,DAKS,,
06_mens_clothing-demo-000031,06_mens_clothing,06,5102a04f1e742203,v2,45000,,,,,,폴로랄프로렌,,
06_mens_clothing-demo-000032,06_mens_clothing,06,9e26f7defebafba5,v2,35000,,,,,,솔리드옴므,,
06_mens_clothing-demo-000033,06_mens_clothing,06,1e1d61d0cd765876,v2,31274,,,,,,자라,,
06_mens_clothing-demo-000034,06_mens_clothing,06,9d9c7383371813ad,v2,10000,,,,,,프랑코 페라로,,
06_mens_clothing-demo-000035,06_mens_clothing,06,bc00d61bfe13963d,v2,72834,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000036,06_mens_clothing,06,e0611062121b4df0,v2,55287,,,,,,COS,,
06_mens_clothing-demo-000037,06_mens_clothing,06,b78f3022ede410ff,v2,1980000,,,,,,PRADA,,
06_mens_clothing-demo-000038,06_mens_clothing,06,0221095ce7492e90,v2,200000,,,,,,프레드페리,,
06_mens_clothing-demo-000039,06_mens_clothing,06,157ab8e8d4217b91,v2,40808,,,,,,빈폴,,
06_mens_clothing-demo-000040,06_mens_clothing,06,1e1d61d0cd765876,v2,16899,,,,,,자라,,
06_mens_clothing-demo-000041,06_mens_clothing,06,9cfea7edbbea1c97,v2,19900,,,,,,더셔츠 스튜디오,,
06_mens_clothing-demo-000042,06_mens_clothing,06,cf4af21e63946a9a,v2,38000,,,,,,프레드페리,,
06_mens_clothing-demo-000043,06_mens_clothing,06,cee29ee91aa0b04d,v2,3000,,,,,,파나틱스,,
06_mens_clothing-demo-000044,06_mens_clothing,06,4b52cd32644f5bad,v2,49047,,,,,,타미힐피거,,
06_mens_clothing-demo-000045,06_mens_clothing,06,460d3341344106de,v2,25743,,,,,,헤지스,,
06_mens_clothing-demo-000046,06_mens_clothing,06,157ab8e8d4217b91,v2,32688,,,,,,빈폴,,
06_mens_clothing-demo-000047,06_mens_clothing,06,f4b2ffd260f35c96,v2,70000,,,,,,시리즈,,
06_mens_clothing-demo-000048,06_mens_clothing,06,f25f3a7bdab84dc2,v2,1500,,,,,,탑텐,,
06_mens_clothing-demo-000049,06_mens_clothing,06,4b52cd32644f5bad,v2,25000,,,,,,타미힐피거,,
06_mens_clothing-demo-000050,06_mens_clothing,06,2638473485e58dcc,v2,19000,,,,,,stco,,
06_mens_clothing-demo-000051,06_mens_clothing,06,4aa6b1f2f184645b,v2,16900,,,,,,MILANOVA,,
06_mens_clothing-demo-000052,06_mens_clothing,06,57c178d8805b31bc,v2,20000,,,,,,빌리지,,
06_mens_clothing-demo-000053,06_mens_clothing,06,273b6896d31c81ee,v2,110000,,,,,,타임옴므,,
06_mens_clothing-demo-000054,06_mens_clothing,06,081081b77aa12939,v2,108228,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000055,06_mens_clothing,06,d546d73ef6d9ba54,v2,470000,,,,,,몽클레어,,
06_mens_clothing-demo-000056,06_mens_clothing,06,06a58c3b599066d0,v2,110000,,,,,,버버리,,
06_mens_clothing-demo-000057,06_mens_clothing,06,460d3341344106de,v2,30806,,,,,,헤지스,,
06_mens_clothing-demo-000058,06_mens_clothing,06,b8f098fb70e13831,v2,45000,,,,,,듀퐁,,
06_mens_clothing-demo-000059,06_mens_clothing,06,e0611062121b4df0,v2,45545,,,,,,COS,,
06_mens_clothing-demo-000060,06_mens_clothing,06,9e26f7defebafba5,v2,35000,,,,,,아르마니 익스체인지,,
06_mens_clothing-demo-000061,06_mens_clothing,06,e4b29ed53f6ee9cc,v2,46048,,,,,,라코스테,,
06_mens_clothing-demo-000062,06_mens_clothing,06,c58f951f01e334d4,v2,40000,,,,,,지오송지오,,
06_mens_clothing-demo-000063,06_mens_clothing,06,06a58c3b599066d0,v2,115000,,,,,,버버리,,
06_mens_clothing-demo-000064,06_mens_clothing,06,62107ecfbd631c4f,v2,20000,,,,,,꼼데가르송,,
06_mens_clothing-demo-000065,06_mens_clothing,06,ceea91a961835161,v2,180000,,,,,,자라,,
06_mens_clothing-demo-000066,06_mens_clothing,06,081081b77aa12939,v2,96145,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000067,06_mens_clothing,06,4b52cd32644f5bad,v2,70000,,,,,,DONNAY,,
06_mens_clothing-demo-000068,06_mens_clothing,06,b8ed47e0061b0dcd,v2,650000,,,,,,헤지스,,
06_mens_clothing-demo-000069,06_mens_clothing,06,06af5eebaa2d9ccd,v2,290000,,,,,,CP 컴퍼니,,
06_mens_clothing-demo-000070,06_mens_clothing,06,460d3341344106de,v2,30458,,,,,,헤지스,,
06_mens_clothing-demo-000071,06_mens_clothing,06,e0611062121b4df0,v2,53697,,,,,,COS,,
06_mens_clothing-demo-000072,06_mens_clothing,06,157ab8e8d4217b91,v2,29931,,,,,,빈폴,,
06_mens_clothing-demo-000073,06_mens_clothing,06,f25f3a7bdab84dc2,v2,1500,,,,,,탑텐,,
06_mens_clothing-demo-000074,06_mens_clothing,06,cb933a12fd5037dd,v2,150000,,,,,,CARVEN,,
06_mens_clothing-demo-000075,06_mens_clothing,06,5102a04f1e742203,v2,45000,,,,,,폴로랄프로렌,,
06_mens_clothing-demo-000076,06_mens_clothing,06,b78f3022ede410ff,v2,1980000,,,,,,PRADA,,
06_mens_clothing-demo-000077,06_mens_clothing,06,b4fee045faecfee4,v2,45000,,,,,,톰브라운,,
06_mens_clothing-demo-000078,06_mens_clothing,06,cf4af21e63946a9a,v2,38000,,,,,,인디안,,
06_mens_clothing-demo-000079,06_mens_clothing,06,b8f098fb70e13831,v2,45000,,,,,,듀퐁,,
06_mens_clothing-demo-000080,06_mens_clothing,06,e9536c9486fda8b5,v2,60000,,,,,,A/X,,
06_mens_clothing-demo-000081,06_mens_clothing,06,4b52cd32644f5bad,v2,70000,,,,,,타미힐피거,,
06_mens_clothing-demo-000082,06_mens_clothing,06,06a58c3b599066d0,v2,110000,,,,,,버버리,,
06_mens_clothing-demo-000083,06_mens_clothing,06,081081b77aa12939,v2,66530,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000084,06_mens_clothing,06,e9387ada929ca4d0,v2,50000,,,,,,브룩스브라더스,,
06_mens_clothing-demo-000085,06_mens_clothing,06,2638473485e58dcc,v2,32000,,,,,,stco,,
06_mens_clothing-demo-000086,06_mens_clothing,06,963a4543e55961d8,v2,10000,,,,,,자라맨,,
06_mens_clothing-demo-000087,06_mens_clothing,06,6721b29c4027c71e,v2,69000,,,,,,THEORY,,
06_mens_clothing-demo-000088,06_mens_clothing,06,59a21971fff68b23,v2,19000,,,,,,바나나리퍼블릭,,
06_mens_clothing-demo-000089,06_mens_clothing,06,bc00d61bfe13963d,v2,93941,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000090,06_mens_clothing,06,7b51b95418cc10af,v2,49000,,,,,,the editor,,
06_mens_clothing-demo-000091,06_mens_clothing,06,a6417a5260c0a799,v2,50000,,,,,,버버리,,
06_mens_clothing-demo-000092,06_mens_clothing,06,1e1d61d0cd765876,v2,35487,,,,,,자라,,
06_mens_clothing-demo-000093,06_mens_clothing,06,460d3341344106de,v2,32598,,,,,,헤지스,,
06_mens_clothing-demo-000094,06_mens_clothing,06,9bd0ccb7814dda37,v2,38000,,,,,,버커루,,
06_mens_clothing-demo-000095,06_mens_clothing,06,62107ecfbd631c4f,v2,20000,,,,,,TATE,,
06_mens_clothing-demo-000096,06_mens_clothing,06,d7e7311577ac3ac0,v2,73000,,,,,,TITLELIST,,
06_mens_clothing-demo-000097,06_mens_clothing,06,5f04502525484021,v2,100000,,,,,,사스콰치 패브릭스,,
06_mens_clothing-demo-000098,06_mens_clothing,06,37be8ee2b0becb90,v2,30000,,,,,,디젤,,
06_mens_clothing-demo-000099,06_mens_clothing,06,3e475f03d6d21608,v2,5000,,,,,,앤듀,,
06_mens_clothing-demo-000100,06_mens_clothing,06,cee29ee91aa0b04d,v2,3000,,,,,,파나틱스,,
06_mens_clothing-demo-000101,06_mens_clothing,06,157ab8e8d4217b91,v2,27591,,,,,,빈폴,,
06_mens_clothing-demo-000102,06_mens_clothing,06,e4b29ed53f6ee9cc,v2,50298,,,,,,라코스테,,
06_mens_clothing-demo-000103,06_mens_clothing,06,081081b77aa12939,v2,52884,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000104,06_mens_clothing,06,8c036fd2d9ae8b79,v2,23000,,,,,,노스페이스,,
06_mens_clothing-demo-000105,06_mens_clothing,06,f4b2ffd260f35c96,v2,70000,,,,,,시리즈,,
06_mens_clothing-demo-000106,06_mens_clothing,06,d35a1c40300a0833,v2,10000,,,,,,DONNAY,,
06_mens_clothing-demo-000107,06_mens_clothing,06,e014a7718a77ed13,v2,7000,,,,,,폴햄,,
06_mens_clothing-demo-000108,06_mens_clothing,06,727be84155556337,v2,890000,,,,,,루이비더,,
06_mens_clothing-demo-000109,06_mens_clothing,06,081081b77aa12939,v2,73728,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000110,06_mens_clothing,06,d546d73ef6d9ba54,v2,470000,,,,,,몽클레어,,
06_mens_clothing-demo-000111,06_mens_clothing,06,d6b20de9a502b36d,v2,16000,,,,,,Super brand,,
06_mens_clothing-demo-000112,06_mens_clothing,06,4b52cd32644f5bad,v2,47483,,,,,,타미힐피거,,
06_mens_clothing-demo-000113,06_mens_clothing,06,57c178d8805b31bc,v2,20000,,,,,,빌리지,,
06_mens_clothing-demo-000114,06_mens_clothing,06,a6417a5260c0a799,v2,50000,,,,,,와일드앵글,,
06_mens_clothing-demo-000115,06_mens_clothing,06,625363f4952a1958,v2,49000,,,,,,로가디스,,
06_mens_clothing-demo-000116,06_mens_clothing,06,2a07d3c42a25e47d,v2,180000,,,,,,빌리지,,
06_mens_clothing-demo-000117,06_mens_clothing,06,a7cbcb879a2e806b,v2,50000,,,,,,닥스,,
06_mens_clothing-demo-000118,06_mens_clothing,06,4c278515d23adb42,v2,60000,,,,,,슈퍼드라이,,
06_mens_clothing-demo-000119,06_mens_clothing,06,bc00d61bfe13963d,v2,70000,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000120,06_mens_clothing,06,a7cbcb879a2e806b,v2,35000,,,,,,닥스,,
06_mens_clothing-demo-000121,06_mens_clothing,06,4fa8b166af5ca245,v2,163500,,,,,,꼼데가르송,,
06_mens_clothing-demo-000122,06_mens_clothing,06,66fc5148df4d7a18,v2,490000,,,,,,프라다,,
06_mens_clothing-demo-000123,06_mens_clothing,06,4b52cd32644f5bad,v2,48428,,,,,,타미힐피거,,
06_mens_clothing-demo-000124,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,단톤,,
06_mens_clothing-demo-000125,06_mens_clothing,06,e014a7718a77ed13,v2,7000,,,,,,폴햄,,
06_mens_clothing-demo-000126,06_mens_clothing,06,081081b77aa12939,v2,92949,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000127,06_mens_clothing,06,d7e7311577ac3ac0,v2,73000,,,,,,TITLELIST,,
06_mens_clothing-demo-000128,06_mens_clothing,06,41e8418be72208c4,v2,35000,,,,,,TNGT,,
06_mens_clothing-demo-000129,06_mens_clothing,06,c1d5964c741ff71d,v2,17000,,,,,,Gucci,,
06_mens_clothing-demo-000130,06_mens_clothing,06,157ab8e8d4217b91,v2,43686,,,,,,헤지스,,
06_mens_clothing-demo-000131,06_mens_clothing,06,b8f098fb70e13831,v2,45000,,,,,,듀퐁,,
06_mens_clothing-demo-000132,06_mens_clothing,06,1e1d61d0cd765876,v2,18564,,,,,,자라,,
06_mens_clothing-demo-000133,06_mens_clothing,06,1e1d61d0cd765876,v2,16746,,,,,,자라,,
06_mens_clothing-demo-000134,06_mens_clothing,06,a7e2827524f92578,v2,650000,,,,,,VALENTINO,,
06_mens_clothing-demo-000135,06_mens_clothing,06,e0611062121b4df0,v2,54083,,,,,,COS,,
06_mens_clothing-demo-000136,06_mens_clothing,06,0f05d8b86df524c1,v2,43229,,,,,,Lacoste,,
06_mens_clothing-demo-000137,06_mens_clothing,06,08bb7d58eca3690e,v2,7000,,,,,,베이직하우스,,
06_mens_clothing-demo-000138,06_mens_clothing,06,1ab2a6dc635e3c78,v2,25000,,,,,,KNUT CLUB,,
06_mens_clothing-demo-000139,06_mens_clothing,06,081081b77aa12939,v2,106238,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000140,06_mens_clothing,06,206322d76cba0cf8,v2,980000,,,,,,Louis Vuitton,,
06_mens_clothing-demo-000141,06_mens_clothing,06,5d5e9bbd88ce4d47,v2,13500,,,,,,컨셉원,,
06_mens_clothing-demo-000142,06_mens_clothing,06,4aa6b1f2f184645b,v2,16900,,,,,,MILANOVA,,
06_mens_clothing-demo-000143,06_mens_clothing,06,157ab8e8d4217b91,v2,33003,,,,,,빈폴,,
06_mens_clothing-demo-000144,06_mens_clothing,06,f4b2ffd260f35c96,v2,70000,,,,,,시리즈,,
06_mens_clothing-demo-000145,06_mens_clothing,06,d35a1c40300a0833,v2,10000,,,,,,DONNAY,,
06_mens_clothing-demo-000146,06_mens_clothing,06,62107ecfbd631c4f,v2,20000,,,,,,아르마니 익스체인지,,
06_mens_clothing-demo-000147,06_mens_clothing,06,bc00d61bfe13963d,v2,76619,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000148,06_mens_clothing,06,59a21971fff68b23,v2,19000,,,,,,Keith Haring,,
06_mens_clothing-demo-000149,06_mens_clothing,06,259e2fc0964c624a,v2,980000,,,,,,Gucci,,
06_mens_clothing-demo-000150,06_mens_clothing,06,9e26f7defebafba5,v2,35000,,,,,,아르마니 익스체인지,,
06_mens_clothing-demo-000151,06_mens_clothing,06,fed8ae58ace20d2c,v2,79000,,,,,,커스텀멜로우,,
06_mens_clothing-demo-000152,06_mens_clothing,06,a7cbcb879a2e806b,v2,35000,,,,,,닥스,,
06_mens_clothing-demo-000153,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,단톤,,
06_mens_clothing-demo-000154,06_mens_clothing,06,2e6b351c23610060,v2,120000,,,,,,자라,,
06_mens_clothing-demo-000155,06_mens_clothing,06,0221095ce7492e90,v2,200000,,,,,,프레드페리,,
06_mens_clothing-demo-000156,06_mens_clothing,06,92400ce63237a0c1,v2,150000,,,,,,알레그리,,
06_mens_clothing-demo-000157,06_mens_clothing,06,9bd0ccb7814dda37,v2,38000,,,,,,버커루,,
06_mens_clothing-demo-000158,06_mens_clothing,06,0221095ce7492e90,v2,200000,,,,,,프레드페리,,
06_mens_clothing-demo-000159,06_mens_clothing,06,1944ff7d0b621fd1,v2,150000,,,,,,솔리드옴므,,
06_mens_clothing-demo-000160,06_mens_clothing,06,e0611062121b4df0,v2,44731,,,,,,COS,,
06_mens_clothing-demo-000161,06_mens_clothing,06,92400ce63237a0c1,v2,150000,,,,,,알레그리,,
06_mens_clothing-demo-000162,06_mens_clothing,06,9cfea7edbbea1c97,v2,19900,,,,,,더셔츠 스튜디오,,
06_mens_clothing-demo-000163,06_mens_clothing,06,a0139e02a7549464,v2,10000,,,,,,Johns Hopkins,,
06_mens_clothing-demo-000164,06_mens_clothing,06,b8ed47e0061b0dcd,v2,400000,,,,,,톰브라운,,
06_mens_clothing-demo-000165,06_mens_clothing,06,bc00d61bfe13963d,v2,94876,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000166,06_mens_clothing,06,aefef6ed0b5c4621,v2,15000,,,,,,All The,,
06_mens_clothing-demo-000167,06_mens_clothing,06,081081b77aa12939,v2,80265,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000168,06_mens_clothing,06,460d3341344106de,v2,27238,,,,,,헤지스,,
06_mens_clothing-demo-000169,06_mens_clothing,06,a6417a5260c0a799,v2,50000,,,,,,와일드앵글,,
06_mens_clothing-demo-000170,06_mens_clothing,06,37be8ee2b0becb90,v2,30000,,,,,,디젤,,
06_mens_clothing-demo-000171,06_mens_clothing,06,4b52cd32644f5bad,v2,59285,,,,,,타미힐피거,,
06_mens_clothing-demo-000172,06_mens_clothing,06,169cf899b6b3aa19,v2,24925,,,,,,유니클로,,
06_mens_clothing-demo-000173,06_mens_clothing,06,aaa22e5281bc4ee3,v2,9900,,,,,,젠틀맨스 컨셉,,
06_mens_clothing-demo-000174,06_mens_clothing,06,4fa8b166af5ca245,v2,163500,,,,,,꼼데가르송,,
06_mens_clothing-demo-000175,06_mens_clothing,06,59a21971fff68b23,v2,19000,,,,,,유니클로,,
06_mens_clothing-demo-000176,06_mens_clothing,06,e0611062121b4df0,v2,52626,,,,,,COS,,
06_mens_clothing-demo-000177,06_mens_clothing,06,e28cbe4e5693ca71,v2,30000,,,,,,세인트페인,,
06_mens_clothing-demo-000178,06_mens_clothing,06,aefef6ed0b5c4621,v2,15000,,,,,,All The,,
06_mens_clothing-demo-000179,06_mens_clothing,06,06af5eebaa2d9ccd,v2,290000,,,,,,Polo Ralph Lauren,,
06_mens_clothing-demo-000180,06_mens_clothing,06,460d3341344106de,v2,27455,,,,,,헤지스,,
06_mens_clothing-demo-000181,06_mens_clothing,06,9e26f7defebafba5,v2,35000,,,,,,아르마니 익스체인지,,
06_mens_clothing-demo-000182,06_mens_clothing,06,41e8418be72208c4,v2,35000,,,,,,TNGT,,
06_mens_clothing-demo-000183,06_mens_clothing,06,e0611062121b4df0,v2,54579,,,,,,COS,,
06_mens_clothing-demo-000184,06_mens_clothing,06,4b52cd32644f5bad,v2,29172,,,,,,타미힐피거,,
06_mens_clothing-demo-000185,06_mens_clothing,06,169cf899b6b3aa19,v2,25452,,,,,,유니클로,,
06_mens_clothing-demo-000186,06_mens_clothing,06,169cf899b6b3aa19,v2,26835,,,,,,유니클로,,
06_mens_clothing-demo-000187,06_mens_clothing,06,4b52cd32644f5bad,v2,34482,,,,,,타미힐피거,,
06_mens_clothing-demo-000188,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,단톤,,
06_mens_clothing-demo-000189,06_mens_clothing,06,8c036fd2d9ae8b79,v2,23000,,,,,,노스페이스,,
06_mens_clothing-demo-000190,06_mens_clothing,06,e0611062121b4df0,v2,53966,,,,,,COS,,
06_mens_clothing-demo-000191,06_mens_clothing,06,206322d76cba0cf8,v2,950000,,,,,,the editor,,
06_mens_clothing-demo-000192,06_mens_clothing,06,081081b77aa12939,v2,74414,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000193,06_mens_clothing,06,081081b77aa12939,v2,81536,,,,,,폴로 랄프로렌,,
06_mens_clothing-demo-000194,06_mens_clothing,06,460d3341344106de,v2,31656,,,,,,헤지스,,
06_mens_clothing-demo-000195,06_mens_clothing,06,5f04502525484021,v2,100000,,,,,,사스콰치 패브릭스,,
06_mens_clothing-demo-000196,06_mens_clothing,06,e9536c9486fda8b5,v2,60000,,,,,,A/X,,
06_mens_clothing-demo-000197,06_mens_clothing,06,0f05d8b86df524c1,v2,47720,,,,,,Lacoste,,
06_mens_clothing-demo-000198,06_mens_clothing,06,41e8418be72208c4,v2,35000,,,,,,TNGT,,
06_mens_clothing-demo-000199,06_mens_clothing,06,625363f4952a1958,v2,49000,,,,,,로가디스,,
06_mens_clothing-demo-000200,06_mens_clothing,06,57c178d8805b31bc,v2,20000,,,,,,빌리지,,
06_mens_clothing-demo-000201,06_mens_clothing,06,5d5e9bbd88ce4d47,v2,13500,,,,,,컨셉원,,
06_mens_clothing-demo-000202,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,단톤,,
06_mens_clothing-demo-000203,06_mens_clothing,06,9bd0ccb7814dda37,v2,38000,,,,,,버커루,,
06_mens_clothing-demo-000204,06_mens_clothing,06,06a58c3b599066d0,v2,110000,,,,,,버버리,,
06_mens_clothing-demo-000205,06_mens_clothing,06,e014a7718a77ed13,v2,7000,,,,,,폴햄,,
06_mens_clothing-demo-000206,06_mens_clothing,06,ceea91a961835161,v2,180000,,,,,,STU,,
06_mens_clothing-demo-000207,06_mens_clothing,06,99d4ae484ccfd392,v2,1150000,,,,,,Balenciaga,,
06_mens_clothing-demo-000208,06_mens_clothing,06,62107ecfbd631c4f,v2,20000,,,,,,TATE,,
06_mens_clothing-demo-000209,06_mens_clothing,06,74b9c8c9cabcd800,v2,20000,,,,,,레어뷰 rareview,,
06_mens_clothing-demo-000210,06_mens_clothing,06,e0611062121b4df0,v2,52028,,,,,,COS,,
06_mens_clothing-demo-000211,06_mens_clothing,06,e0611062121b4df0,v2,53378,,,,,,COS,,
06_mens_clothing-demo-000212,06_mens_clothing,06,169cf899b6b3aa19,v2,17134,,,,,,라코스테,,
06_mens_clothing-demo-000213,06_mens_clothing,06,e8b36b22f5e4d6db,v2,40000,,,,,,IMPERIAL,,
06_mens_clothing-demo-000214,06_mens_clothing,06,d34a37cede7dc617,v2,130000,,,,,,Allegri,,
06_mens_clothing-demo-000215,06_mens_clothing,06,e0611062121b4df0,v2,47999,,,,,,와일드앵글,,
06_mens_clothing-demo-000216,06_mens_clothing,06,92400ce63237a0c1,v2,150000,,,,,,알레그리,,
06_mens_clothing-demo-000217,06_mens_clothing,06,460d3341344106de,v2,32824,,,,,,헤지스,,
06_mens_clothing-demo-000218,06_mens_clothing,06,92400ce63237a0c1,v2,150000,,,,,,알레그리,,
06_mens_clothing-demo-000219,06_mens_clothing,06,157ab8e8d4217b91,v2,30498,,,,,,빈폴,,
06_mens_clothing-demo-000220,06_mens_clothing,06,169cf899b6b3aa19,v2,20352,,,,,,유니클로,,
06_mens_clothing-demo-000221,06_mens_clothing,06,206322d76cba0cf8,v2,980000,,,,,,Louis Vuitton,,
06_mens_clothing-demo-000222,06_mens_clothing,06,e9536c9486fda8b5,v2,60000,,,,,,A/X,,
06_mens_clothing-demo-000223,06_mens_clothing,06,e0611062121b4df0,v2,48903,,,,,,COS,,
06_mens_clothing-demo-000224,06_mens_clothing,06,3fa3032058c56b08,v2,25000,,,,,,레어뷰 rareview,,
06_mens_clothing-demo-000225,06_mens_clothing,06,f9fe1aae14fd1c7d,v2,45000,,,,,,갤럭시,,
06_mens_clothing-demo-000226,06_mens_clothing,06,7b51b95418cc10af,v2,49000,,,,,,the editor,,
06_mens_clothing-demo-000227,06_mens_clothing,06,206322d76cba0cf8,v2,980000,,,,,,Louis Vuitton,,
06_mens_clothing-demo-000228,06_mens_clothing,06,59a21971fff68b23,v2,19000,,,,,,Keith Haring,,
06_mens_clothing-demo-000229,06_mens_clothing,06,4aa6b1f2f184645b,v2,16900,,,,,,MILANOVA,,
06_mens_clothing-demo-000230,06_mens_clothing,06,f25f3a7bdab84dc2,v2,6000,,,,,,탑텐,,
06_mens_clothing-demo-000231,06_mens_clothing,06,169cf899b6b3aa19,v2,22985,,,,,,유니클로,,
06_mens_clothing-demo-000232,06_mens_clothing,06,1e1d61d0cd765876,v2,21050,,,,,,자라,,
06_mens_clothing-demo-000233,06_mens_clothing,06,cb933a12fd5037dd,v2,150000,,,,,,디젤,,
06_mens_clothing-demo-000234,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,단톤,,
06_mens_clothing-demo-000235,06_mens_clothing,06,4fa8b166af5ca245,v2,28000,,,,,,꼼데가르송,,
06_mens_clothing-demo-000236,06_mens_clothing,06,62107ecfbd631c4f,v2,20000,,,,,,TATE,,
06_mens_clothing-demo-000237,06_mens_clothing,06,f25f3a7bdab84dc2,v2,1500,,,,,,탑텐,,
06_mens_clothing-demo-000238,06_mens_clothing,06,fed8ae58ace20d2c,v2,79000,,,,,,커스텀멜로우,,
06_mens_clothing-demo-000239,06_mens_clothing,06,5395e79ba9ea0eb3,v2,68000,,,,,,유니클로,,
06_mens_clothing-demo-000240,06_mens_clothing,06,02cca4f3b5816c33,v2,17000,,,,,,몽클레어,,
06_mens_clothing-demo-000241,06_mens_clothing,06,f02229812ba92afd,v2,38000,,,,,,espionage,,
06_mens_clothing-demo-000242,06_mens_clothing,06,d546d73ef6d9ba54,v2,220000,,,,,,몽클레어,,
06_mens_clothing-demo-000243,06_mens_clothing,06,4fa8b166af5ca245,v2,28000,,,,,,꼼데가르송,,
