item_id,category_name,category_code,spec_key_hash,hash_version,used_price,device_type,brand,product_line,model_name,color,condition_grade,storage_capacity,memory_ram
01_digital_devices-demo-000023,01_digital_devices,01,bf92105e0be2601a,v2,209000,스마트폰,애플,iPhone 11 Pro,아이폰 11프로,미드나이트,S급,64GB,
01_digital_devices-demo-000024,01_digital_devices,01,08869fef923347a7,v2,1480000,노트북,삼성,아이폰 8 플러스,갤럭시 북5 Pro 360,제트블랙,AA급,128GB,
01_digital_devices-demo-000025,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,아이폰 8플러스,실버,A급,256GB,
01_digital_devices-demo-000026,01_digital_devices,01,2935f258d604e626,v2,3290000,스마트폰,삼성,아이폰,NT960XJG-KD72S,레드,S급,128GB,
01_digital_devices-demo-000027,01_digital_devices,01,33b5ee1ab9c30c62,v2,170000,스마트폰,애플,아이폰,A1905,레드,특SS급,64GB,
01_digital_devices-demo-000028,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,갤럭시북3 프로,실버,A급,256GB,
01_digital_devices-demo-000029,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,아이폰 8플러스,실버,A급,256GB,
01_digital_devices-demo-000030,01_digital_devices,01,7fb3870ceaf10d34,v2,960000,스마트폰,애플,아이폰 에어,아이폰16 프로,블랙티타늄,S+,512GB,
01_digital_devices-demo-000031,01_digital_devices,01,4edefcd244288e07,v2,1080000,노트북,삼성,아이폰,NT951XGK-K09/C,블랙티타늄,특SS급,64GB,
01_digital_devices-demo-000032,01_digital_devices,01,7a13f2010aa2323b,v2,400000,노트북,삼성,아이폰 SE,NT751XGK,라벤더,중고,512GB,
01_digital_devices-demo-000033,01_digital_devices,01,2fdce199bad223b5,v2,650000,노트북,삼성,아이폰 SE2,NT930QDB-KC58G,블루,SS급,256GB,
01_digital_devices-demo-000034,01_digital_devices,01,f8fe0657125adea8,v2,395000,스마트폰,애플,아이폰13미니,아이폰12 미니,핑크,S급,128GB,
01_digital_devices-demo-000035,01_digital_devices,01,64b383848936af95,v2,400000,노트북,삼성,아이폰,NT951XCJ-K02/C,화이트,특SS급,64GB,
01_digital_devices-demo-000036,01_digital_devices,01,4ac0053e7742e87b,v2,185000,스마트폰,애플,아이폰 SE,아이폰 SE2,블랙,S급,128GB,
01_digital_devices-demo-000037,01_digital_devices,01,bc312b138e222ee4,v2,650000,노트북,삼성,아이폰,NT950QDA-XC71B,스그,S급,512GB,
01_digital_devices-demo-000038,01_digital_devices,01,09ce33fd44f4e76a,v2,195000,스마트폰,애플,아이폰 8 플러스,갤럭시북 12.0,골드,S급,64GB,
01_digital_devices-demo-000039,01_digital_devices,01,7d1ddf199a7ba7dc,v2,420000,스마트폰,애플,아이폰,아이폰13,미드나이트,SSS급,128GB,
01_digital_devices-demo-000040,01_digital_devices,01,0b6ca76f770ba12d,v2,1050000,노트북,삼성,아이폰,갤럭시북4,블랙티타늄,중고,256GB,
01_digital_devices-demo-000041,01_digital_devices,01,06762e83d12e8ce0,v2,2300000,노트북,삼성,아이폰,갤럭시북5 프로 360,스그,A급,128GB,
01_digital_devices-demo-000042,01_digital_devices,01,acaa8db2436f9383,v2,480000,노트북,삼성,아이폰,NT950XCR-G58A,제트블랙,리퍼 새상품,128GB,
01_digital_devices-demo-000043,01_digital_devices,01,7528760373cd58d3,v2,90000,스마트폰,애플,아이폰,아이폰6,스페이스그레이,A급,16GB,
01_digital_devices-demo-000044,01_digital_devices,01,9c99e60664f5127b,v2,91000,스마트폰,삼성,아이폰,7,매트블랙,중고,128GB,
01_digital_devices-demo-000045,01_digital_devices,01,8d87a4de2e6271d1,v2,290000,노트북,삼성,아이폰,SM-W727,블루,S급,256GB,
01_digital_devices-demo-000046,01_digital_devices,01,5a9a8b5d69d6a9bf,v2,200000,스마트폰,애플,아이폰,NT761XDA,블루,A급,128GB,
01_digital_devices-demo-000047,01_digital_devices,01,859912ee6d775b8c,v2,300000,스마트폰,애플,아이폰 12 미니,아이폰12프로,그린,S급,128GB,
01_digital_devices-demo-000048,01_digital_devices,01,d174bcc6ccec3fbc,v2,480000,노트북 겸 태블릿,삼성,아이폰,갤럭시북 12.0,블루,중고,128GB,
01_digital_devices-demo-000049,01_digital_devices,01,27f19c523dec7535,v2,220000,스마트폰,애플,아이폰 SE,아이폰 SE 2,레드,S급,256GB,
01_digital_devices-demo-000050,01_digital_devices,01,90ab774b643167af,v2,880000,노트북,삼성,아이폰,갤럭시북3 프로,블루,특SSS급,256GB,
01_digital_devices-demo-000051,01_digital_devices,01,b5baa3e0e6ec93c7,v2,120000,노트북,애플,아이폰,아이폰 7,매트블랙,중고,32GB,
01_digital_devices-demo-000052,01_digital_devices,01,e9ba44ca17d4ece8,v2,134000,스마트폰,애플,아이폰,아이폰 8,골드,S급,256GB,
01_digital_devices-demo-000053,01_digital_devices,01,da317f6dfc292fbe,v2,400000,스마트폰,애플,아이폰 14,아이폰 14,퍼플,중고,256GB,
01_digital_devices-demo-000054,01_digital_devices,01,6cd3e3154170bc53,v2,430000,노트북,삼성,아이폰,NT951XDB-K0H/C,핑크,특SSS급,128GB,
01_digital_devices-demo-000055,01_digital_devices,01,bf92105e0be2601a,v2,209000,스마트폰,애플,iPhone 11 Pro,아이폰 11프로,핑크,S급,64GB,
01_digital_devices-demo-000056,01_digital_devices,01,a356dad4c0a46630,v2,770000,스마트폰,애플,아이폰,아이폰16플러스,화이트,A급,128GB,
01_digital_devices-demo-000057,01_digital_devices,01,bab7cebdafee71fa,v2,155000,스마트폰,애플,아이폰 SE2,아이폰SE2,화이트,A급,64GB,
01_digital_devices-demo-000058,01_digital_devices,01,74e3c3d46b7cda1f,v2,1150000,노트북,삼성,아이폰 8 플러스,갤럭시 북5 Pro 360,블루,SS급,128GB,
01_digital_devices-demo-000059,01_digital_devices,01,26ef35930d44341a,v2,1550000,노트북,삼성,아이폰,NT940XGK,레드,A급,64GB,
01_digital_devices-demo-000060,01_digital_devices,01,610f89d6675b460b,v2,2100000,노트북,삼성,아이폰,NT940XHA-KD72S,골드,A급,128GB,
01_digital_devices-demo-000061,01_digital_devices,01,469aa63a9e8c4583,v2,270000,노트북,삼성,아이폰,NT950XCJ,실버,중고,64GB,
01_digital_devices-demo-000062,01_digital_devices,01,cc14488de0931cc5,v2,600000,노트북,삼성,아이폰 14,갤럭시북2 프로,매트블랙,SS급,256GB,
01_digital_devices-demo-000063,01_digital_devices,01,a202a43e7e3e7d53,v2,1700000,노트북,삼성,아이폰,NT960XHA-KC71S,스타라이트,S급,256GB,
01_digital_devices-demo-000064,01_digital_devices,01,22b25bba1470342c,v2,570000,스마트폰,애플,아이폰,아이폰15프로,미드나이트,중고,128GB,
01_digital_devices-demo-000065,01_digital_devices,01,da317f6dfc292fbe,v2,400000,스마트폰,애플,아이폰 14,아이폰 14,화이트 티타늄,S급,64GB,
01_digital_devices-demo-000066,01_digital_devices,01,40f813524a52f330,v2,570000,스마트폰,애플,아이폰,아이폰 16,화이트,SSS급,128GB,
01_digital_devices-demo-000067,01_digital_devices,01,1854946fedf1af60,v2,210000,스마트폰,애플,아이폰,A1905,블루,특SSS급,256GB,
01_digital_devices-demo-000068,01_digital_devices,01,fcb6e8ae9492a2ac,v2,1050000,스마트폰,Apple,iPhone 16 Pro,iPhone 16 Pro,화이트,AA급,256GB,
01_digital_devices-demo-000069,01_digital_devices,01,2533d3883eebc38a,v2,300000,스마트폰,애플,아이폰 SE,iPhone SE3,미드나이트,S급,128GB,
01_digital_devices-demo-000070,01_digital_devices,01,2fdce199bad223b5,v2,650000,노트북,애플,아이폰,NT930QDB-KC58G,스타라이트,AA급,256GB,
01_digital_devices-demo-000071,01_digital_devices,01,25de808063bae4b8,v2,850000,노트북,삼성,아이폰 12 미니,NT950QED,화이트,A급,256GB,
01_digital_devices-demo-000072,01_digital_devices,01,3b5fbd2b67127fc5,v2,249000,스마트폰,Apple,아이폰,13 mini,화이트 티타늄,중고,128GB,
01_digital_devices-demo-000073,01_digital_devices,01,6b26f71c192b3390,v2,170000,노트북,애플,아이폰8 플러스,iPhone 8 Plus,제트블랙,A급,64GB,
01_digital_devices-demo-000074,01_digital_devices,01,a202a43e7e3e7d53,v2,1700000,노트북,삼성,아이폰11,NT960XHA-KC71S,블랙,AA급,128GB,
01_digital_devices-demo-000075,01_digital_devices,01,6b26f71c192b3390,v2,170000,스마트폰,애플,아이폰8 플러스,iPhone 8 Plus,스그,A급,128GB,
01_digital_devices-demo-000076,01_digital_devices,01,c21a38c2630c384f,v2,650000,스마트폰,애플,아이폰,iPhone 15,블루,S급,64GB,
01_digital_devices-demo-000077,01_digital_devices,01,7a13f2010aa2323b,v2,400000,노트북,삼성,아이폰,NT751XGK,블루,A급,64GB,
01_digital_devices-demo-000078,01_digital_devices,01,2fdce199bad223b5,v2,650000,노트북,삼성,아이폰,NT930QDB-KC58G,실버,특SSS급,128GB,
01_digital_devices-demo-000079,01_digital_devices,01,15fc7d75444ffcb5,v2,1110000,스마트폰,삼성,아이폰 SE,갤럭시북3프로,화이트,S급,512GB,
01_digital_devices-demo-000080,01_digital_devices,01,348eaf7b598a6ced,v2,950000,노트북,삼성,아이폰 16 프로,NT950XGK-KM51S,실버,미사용 새상품,128GB,
01_digital_devices-demo-000081,01_digital_devices,01,b21dae3d012332cf,v2,115000,스마트폰,애플,아이폰 6S 플러스,아이폰 6S 플러스 A1687,스페이스 그레이,리퍼 새상품,64GB,
01_digital_devices-demo-000082,01_digital_devices,01,c6b6e07026248031,v2,3150000,노트북,애플,아이폰14,아이폰7,화이트,S급,256GB,
01_digital_devices-demo-000083,01_digital_devices,01,d35806d693dac245,v2,200000,스마트폰,애플,아이폰 SE,NT960QHA-KC71S,레드,A급,128GB,
01_digital_devices-demo-000084,01_digital_devices,01,2533d3883eebc38a,v2,300000,스마트폰,애플,아이폰 SE,iPhone SE3,미드나이트,S급,128GB,
01_digital_devices-demo-000085,01_digital_devices,01,28212950ab623954,v2,4050000,노트북,삼성,아이폰 12 미니,NT960UJG-XC72Y,스타라이트,SS급,128GB,
01_digital_devices-demo-000086,01_digital_devices,01,469aa63a9e8c4583,v2,270000,노트북,삼성,아이폰,NT950XCJ,스그,S급,128GB,
01_digital_devices-demo-000087,01_digital_devices,01,35bd353f9e8ed7fd,v2,140000,스마트폰,애플,아이폰,아이폰 6s,골드,S급,64GB,
01_digital_devices-demo-000088,01_digital_devices,01,69693698050fc1e1,v2,1950000,노트북,삼성,아이폰,NT960QHA-KC71S,블랙,SS급,128GB,
01_digital_devices-demo-000089,01_digital_devices,01,0626d6c69f9eb751,v2,4100000,노트북,삼성,아이폰,NT960UJH-XC72A,레드,중고,64GB,
01_digital_devices-demo-000090,01_digital_devices,01,7528760373cd58d3,v2,90000,스마트폰,삼성,아이폰,아이폰6,스페이스그레이,A급,128GB,
01_digital_devices-demo-000091,01_digital_devices,01,26ef35930d44341a,v2,1550000,노트북,삼성,아이폰,NT940XGK,스그,S급,256GB,
01_digital_devices-demo-000092,01_digital_devices,01,f57a490b757f104a,v2,550000,스마트폰,애플,아이폰,아이폰15,블랙,중고,128GB,
01_digital_devices-demo-000093,01_digital_devices,01,d91d65809b87be9e,v2,2000000,노트북,삼성,아이폰,갤럭시북5프로 14 258V,레드,S급,128GB,
01_digital_devices-demo-000094,01_digital_devices,01,7fb3870ceaf10d34,v2,960000,스마트폰,애플,아이폰 16 프로,아이폰16 프로,블랙티타늄,S+,512GB,
01_digital_devices-demo-000095,01_digital_devices,01,da317f6dfc292fbe,v2,400000,스마트폰,애플,아이폰 14,아이폰 14,퍼플,S급,256GB,
01_digital_devices-demo-000096,01_digital_devices,01,d174bcc6ccec3fbc,v2,480000,노트북 겸 태블릿,삼성,아이폰 SE2,갤럭시북 12.0,스타라이트,SS급,256GB,
01_digital_devices-demo-000097,01_digital_devices,01,fe7bac398139c00e,v2,699000,노트북,삼성,아이폰13미니,갤럭시북 이온2,블랙,중고,128GB,
01_digital_devices-demo-000098,01_digital_devices,01,bc312b138e222ee4,v2,650000,노트북,삼성,아이폰 16 프로,NT950QDA-XC71B,레드,S급,64GB,
01_digital_devices-demo-000099,01_digital_devices,01,1974629eb85e7bbc,v2,270000,스마트폰,애플,아이폰,아이폰11,화이트,S급,128G,
01_digital_devices-demo-000100,01_digital_devices,01,d99cd9fe50c60f42,v2,270000,스마트폰,애플,아이폰 SE,아이폰 SE3,미드나이트,S급,64GB,
01_digital_devices-demo-000101,01_digital_devices,01,35bd353f9e8ed7fd,v2,140000,스마트폰,애플,아이폰,아이폰 6s,골드,S급,64GB,
01_digital_devices-demo-000102,01_digital_devices,01,95c04521cf77a5a9,v2,170000,스마트폰,애플,아이폰,A2296,레드,AA급,128GB,
01_digital_devices-demo-000103,01_digital_devices,01,b06088dcb027ca1c,v2,960000,노트북,삼성,아이폰,갤럭시북 프로360,화이트,S급,64GB,
01_digital_devices-demo-000104,01_digital_devices,01,96d5be26180ca0a1,v2,1250000,스마트폰,애플,아이폰,아이폰16,틸,새상품/미개봉,512GB,
01_digital_devices-demo-000105,01_digital_devices,01,90ab774b643167af,v2,1100000,노트북,삼성,아이폰11,아이폰16,미드나이트,S급,128GB,
01_digital_devices-demo-000106,01_digital_devices,01,2935f258d604e626,v2,3290000,노트북,삼성,아이폰 7 플러스,NT960XJG-KD72S,미드나이트,B급,128GB,
01_digital_devices-demo-000107,01_digital_devices,01,b9b11c70379fff84,v2,2880000,노트북,삼성,아이폰,PCNT96,블루,A급,64GB,
01_digital_devices-demo-000108,01_digital_devices,01,69693698050fc1e1,v2,1950000,노트북,삼성,아이폰,갤럭시북5 프로 360,스타라이트,중고,512GB,
01_digital_devices-demo-000109,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,아이폰 8플러스,실버,A급,256GB,
01_digital_devices-demo-000110,01_digital_devices,01,a6cccebbd46101b2,v2,280000,노트북,삼성,아이폰 17,NT950SBE,블랙,SS급,256GB,
01_digital_devices-demo-000111,01_digital_devices,01,96d5be26180ca0a1,v2,1250000,스마트폰,애플,아이폰,아이폰16,틸,새상품/미개봉,512GB,
01_digital_devices-demo-000112,01_digital_devices,01,d99cd9fe50c60f42,v2,270000,스마트폰,애플,아이폰 SE,아이폰 SE3,레드,S급,64GB,
01_digital_devices-demo-000113,01_digital_devices,01,06762e83d12e8ce0,v2,1800000,노트북,애플,아이폰 14,갤럭시북5 프로 360,실버,A급,64GB,
01_digital_devices-demo-000114,01_digital_devices,01,7d1ddf199a7ba7dc,v2,420000,스마트폰,애플,아이폰,아이폰13,미드나이트,SSS급,128GB,
01_digital_devices-demo-000115,01_digital_devices,01,fcc770ae4726f0ac,v2,270000,스마트폰,애플,아이폰,아이폰 13,레드,중고,128GB,
01_digital_devices-demo-000116,01_digital_devices,01,d52d70baf65f411e,v2,700000,노트북,애플,iPhone,아이폰 15 프로,화이트,AA급,128GB,
01_digital_devices-demo-000117,01_digital_devices,01,9d21f903bc823fff,v2,230000,스마트폰,애플,아이폰,A1897,골드,특SSS급,256GB,
01_digital_devices-demo-000118,01_digital_devices,01,15fc7d75444ffcb5,v2,1110000,노트북,삼성,아이폰 SE,갤럭시북3프로,미드나이트,단순개봉 새제품,128GB,
01_digital_devices-demo-000119,01_digital_devices,01,a202a43e7e3e7d53,v2,1750000,노트북,삼성,아이폰8,NT960XHA-KC71S,퍼플,A급,256GB,
01_digital_devices-demo-000120,01_digital_devices,01,af3dc7dbc07c1b12,v2,740000,노트북,삼성,아이폰,NT761XDA,미드나이트,중고,128GB,
01_digital_devices-demo-000121,01_digital_devices,01,da203e158fa47ad5,v2,1250000,노트북,삼성,아이폰,NT940XHA-KC51G,스페이스 그레이,SS급,128GB,
01_digital_devices-demo-000122,01_digital_devices,01,dedf8a5ed9bad303,v2,910000,노트북,삼성,아이폰,갤럭시북 프로,골드,S급,128GB,
01_digital_devices-demo-000123,01_digital_devices,01,e4a6e9f833e42118,v2,600000,스마트폰,애플,iPhone,14 프로,Gold,중고,256GB,
01_digital_devices-demo-000124,01_digital_devices,01,961fcf3e138c1d04,v2,220000,스마트폰,애플,아이폰11,아이폰11,화이트,S급,128GB,
01_digital_devices-demo-000125,01_digital_devices,01,32a256e0da163860,v2,750000,노트북,삼성,아이폰,NT950XDC-XD72B,틸,S급,256GB,
01_digital_devices-demo-000126,01_digital_devices,01,f8fe0657125adea8,v2,395000,스마트폰,애플,아이폰13미니,아이폰 13 미니,핑크,S급,128GB,
01_digital_devices-demo-000127,01_digital_devices,01,4856daa65d7b01bd,v2,1140000,스마트폰,애플,아이폰 16 프로맥스,아이폰 16 프로맥스 256GB,골드,미개봉 새상품,256GB,
01_digital_devices-demo-000128,01_digital_devices,01,54fee67a91c23fc3,v2,345000,노트북,삼성,아이폰,NT950XDA,로즈골드,단순개봉미사용,1TB,
01_digital_devices-demo-000129,01_digital_devices,01,4c2dc1ec8d7c5486,v2,270000,노트북,삼성,iPhone 11 Pro,NT345XPA,실버,A급,128GB,
01_digital_devices-demo-000130,01_digital_devices,01,28212950ab623954,v2,4050000,노트북,삼성,아이폰,NT960UJG-XC72Y,퍼플,중고,128GB,
01_digital_devices-demo-000131,01_digital_devices,01,40f813524a52f330,v2,570000,스마트폰,애플,아이폰 SE2,아이폰 16,화이트,A급,128GB,
01_digital_devices-demo-000132,01_digital_devices,01,28212950ab623954,v2,4050000,노트북,삼성,아이폰14,NT960UJG-XC72Y,화이트,A급,128GB,
01_digital_devices-demo-000133,01_digital_devices,01,86dcc3cef376c4c8,v2,260000,스마트폰,애플,아이폰 SE,iPhone SE 3,스타라이트,SSS급,64GB,
01_digital_devices-demo-000134,01_digital_devices,01,09c91b2f7b1221c0,v2,500000,노트북,삼성,아이폰,NT750XGR-A51AS,Green,A급,512GB,
01_digital_devices-demo-000135,01_digital_devices,01,06762e83d12e8ce0,v2,2300000,노트북,삼성,아이폰,갤럭시북5 프로 360,블랙,중고,512GB,
01_digital_devices-demo-000136,01_digital_devices,01,d174bcc6ccec3fbc,v2,480000,노트북 겸 태블릿,삼성,아이폰,갤럭시북 12.0,레드,A급,128GB,
01_digital_devices-demo-000137,01_digital_devices,01,06762e83d12e8ce0,v2,1800000,노트북,삼성,아이폰,아이폰 8,블랙,S급,128GB,
01_digital_devices-demo-000138,01_digital_devices,01,a83b4d8f1fb27202,v2,240000,스마트폰,아이폰,아이폰 SE,SE3,화이트,S급,128G,
01_digital_devices-demo-000139,01_digital_devices,01,7bcb3fe1e72bb3d8,v2,250000,스마트폰,Apple,아이폰,13 mini,화이트,중고,128GB,
01_digital_devices-demo-000140,01_digital_devices,01,9f446b2a9ea755a1,v2,550000,노트북,삼성,아이폰 SE,갤럭시북4 프로 16인치,화이트,S급,128GB,
01_digital_devices-demo-000141,01_digital_devices,01,a202a43e7e3e7d53,v2,1700000,스마트폰,삼성,아이폰,NT960XHA-KC71S,블랙,중고,64GB,
01_digital_devices-demo-000142,01_digital_devices,01,a202a43e7e3e7d53,v2,1750000,스마트폰,삼성,아이폰,NT960XHA-KC71S,제트블랙,S급,64GB,
01_digital_devices-demo-000143,01_digital_devices,01,d45bcda26118dee2,v2,950000,스마트폰,애플,아이폰,iPhone 15 Pro,블랙,A급,256GB,
01_digital_devices-demo-000144,01_digital_devices,01,fd9c66547c18032c,v2,760000,스마트폰,애플,아이폰 14 프로 맥스,아이폰14프로맥스,스타라이트,S급,128GB,
01_digital_devices-demo-000145,01_digital_devices,01,40f813524a52f330,v2,570000,스마트폰,애플,아이폰,아이폰 16,화이트,SSS급,128GB,
01_digital_devices-demo-000146,01_digital_devices,01,21a99f2006b2d9cb,v2,110000,스마트폰,애플,아이폰,iPhone 6S Plus,골드,S급,64GB,
01_digital_devices-demo-000147,01_digital_devices,01,8812bddc7a3a0b05,v2,1000000,노트북,삼성,아이폰,갤럭시북2,블랙,SSS급,64GB,
01_digital_devices-demo-000148,01_digital_devices,01,fcb6e8ae9492a2ac,v2,1050000,스마트폰,Apple,iPhone 16 Pro,iPhone 16 Pro,화이트,S급,256GB,
01_digital_devices-demo-000149,01_digital_devices,01,348eaf7b598a6ced,v2,950000,노트북,삼성,아이폰 7 플러스,NT950XGK-KM51S,골드,중고,128GB,
01_digital_devices-demo-000150,01_digital_devices,01,c6345dc3f3e7e876,v2,1000000,노트북,삼성,iPhone 12 mini,NT960XFG-K71AG,레드,A급,256GB,
01_digital_devices-demo-000151,01_digital_devices,01,6b3f8aa8bb02dfd5,v2,1160000,스마트폰,애플,아이폰,아이폰 16 프로맥스,화이트,A급,256GB,
01_digital_devices-demo-000152,01_digital_devices,01,465ddc70c88ad818,v2,1000000,스마트폰,삼성,아이폰 SE,NT960XMA-KC01B,골드,A급,128GB,
01_digital_devices-demo-000153,01_digital_devices,01,f57a490b757f104a,v2,550000,스마트폰,애플,아이폰,아이폰15,블랙,S급,128GB,
01_digital_devices-demo-000154,01_digital_devices,01,8812bddc7a3a0b05,v2,420000,노트북,삼성,아이폰,갤럭시북2,미드나이트,SSS급,256GB,
01_digital_devices-demo-000155,01_digital_devices,01,16a1e969aba598f4,v2,190000,스마트폰,애플,아이폰,iPhone 13,제트블랙,S+,128GB,
01_digital_devices-demo-000156,01_digital_devices,01,a356dad4c0a46630,v2,875000,스마트폰,애플,아이폰,아이폰16플러스,골드,S급,128GB,
01_digital_devices-demo-000157,01_digital_devices,01,08869fef923347a7,v2,1480000,노트북,삼성,아이폰 15 프로 맥스,NT961XGL-X02/C,블랙티타늄,S급,64GB,
01_digital_devices-demo-000158,01_digital_devices,01,4edefcd244288e07,v2,1080000,노트북,삼성,아이폰,NT951XGK-K09/C,블루,S급,128GB,
01_digital_devices-demo-000159,01_digital_devices,01,370ad0ac44c56ffc,v2,1300000,노트북,삼성,아이폰,NT960QHA-KC71G,틸,중고,64GB,
01_digital_devices-demo-000160,01_digital_devices,01,8475540676b76c21,v2,980000,노트북,삼성,아이폰,갤럭시북4 프로 14인치,골드,S+,16GB,
01_digital_devices-demo-000161,01_digital_devices,01,007a9c44c08b085d,v2,1200000,노트북,삼성,아이폰,NT960QGK-KC51S,골드,S급,128GB,
01_digital_devices-demo-000162,01_digital_devices,01,c607cd440df53afd,v2,430000,노트북,삼성,아이폰8,갤럭시북 S,미드나이트,미사용 새상품,256GB,
01_digital_devices-demo-000163,01_digital_devices,01,70489424eb2848de,v2,790000,스마트폰,애플,아이폰 14 프로,아이폰 14 프로,블랙,새상품(미사용),128GB,
01_digital_devices-demo-000164,01_digital_devices,01,2504f6ce71938664,v2,400000,스마트폰,애플,아이폰,아이폰 13,미드나이트,미사용 새상품,128GB,
01_digital_devices-demo-000165,01_digital_devices,01,a202a43e7e3e7d53,v2,1700000,노트북,삼성,아이폰 SE,NT960XHA-KC71S,스타라이트,S급,128G,
01_digital_devices-demo-000166,01_digital_devices,01,772afb723ebf8d5d,v2,199000,노트북,삼성,아이폰 SE,NT345XLA,화이트,중고,128GB,
01_digital_devices-demo-000167,01_digital_devices,01,26ef35930d44341a,v2,1550000,노트북,삼성,아이폰,NT940XGK,화이트 티타늄,중고,256GB,
01_digital_devices-demo-000168,01_digital_devices,01,f57a490b757f104a,v2,550000,스마트폰,애플,아이폰,아이폰15,블랙,S급,128GB,
01_digital_devices-demo-000169,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,아이폰 8플러스,실버,A급,256GB,
01_digital_devices-demo-000170,01_digital_devices,01,0835ff3c6bafdf18,v2,1190000,노트북,삼성,아이폰,NT940XFG-K71AG,매트블랙,특SS급,128GB,
01_digital_devices-demo-000171,01_digital_devices,01,a43e183b840c6790,v2,750000,노트북,삼성,아이폰,NT750XFT-A71A,핑크,A급,512GB,
01_digital_devices-demo-000172,01_digital_devices,01,40f813524a52f330,v2,800000,스마트폰,애플,아이폰,아이폰 16,화이트,중고,128GB,
