item_id,category_name,category_code,spec_key_hash,hash_version,used_price,product_type,brand,model_name,color,usage_stage,condition_grade,defect_notes,purchase_time
03_baby_kids-demo-000037,03_baby_kids,03,18ebfc0b504b9f25,v2,200000,,잉글레시나,퀴드2,,,,,
03_baby_kids-demo-000038,03_baby_kids,03,ad47fb551782acad,v2,480000,,아티포페,자이가이스트 트위드 W,,,,,
03_baby_kids-demo-000039,03_baby_kids,03,2bb319045b85e57b,v2,270000,,미마지기,3g,,,,,
03_baby_kids-demo-000040,03_baby_kids,03,3f35944dd1570d1c,v2,450000,,잉글레시나,일렉타,,,,,
03_baby_kids-demo-000041,03_baby_kids,03,1ff7cd4dadc263af,v2,50000,,줄즈,디럭스,,,,,
03_baby_kids-demo-000042,03_baby_kids,03,05dcb7f5e2c81bbf,v2,60000,,에이블,4in1,,,,,
03_baby_kids-demo-000043,03_baby_kids,03,149cdb3067f1963e,v2,630000,,포브,요요3,,,,,
03_baby_kids-demo-000044,03_baby_kids,03,ecef01d56f5dc3c6,v2,950000,,부가부,G5,,,,,
03_baby_kids-demo-000045,03_baby_kids,03,2a26c4352e70dae8,v2,28000,,스토케,이노다이얼,,,,,
03_baby_kids-demo-000046,03_baby_kids,03,a488417eebcf283c,v2,10000,,에르고,V5,,,,,
03_baby_kids-demo-000047,03_baby_kids,03,8adee1a459aea3da,v2,100000,,베베스완,시그니처 디럭스,,,,,
03_baby_kids-demo-000048,03_baby_kids,03,b678aac022f47007,v2,200000,,베이비뵨,하모니,,,,,
03_baby_kids-demo-000049,03_baby_kids,03,ef0891c77ecf1e32,v2,450000,,뉴나,Lx,,,,,
03_baby_kids-demo-000050,03_baby_kids,03,fdccf711ac6f6101,v2,376000,,베이비젠,요요2,,,,,
03_baby_kids-demo-000051,03_baby_kids,03,68c72943cea2fbcc,v2,460000,,실버크로스,클릭2.0,,,,,
03_baby_kids-demo-000052,03_baby_kids,03,09de32c99d3870c2,v2,150000,,페도라,L5,,,,,
03_baby_kids-demo-000053,03_baby_kids,03,cc48208f68621b34,v2,13000,,헬로미니미,요요3 yoyo3,,,,,
03_baby_kids-demo-000054,03_baby_kids,03,7d5ad67657a1ca34,v2,15000,,포브,옴니 360 쿨에어,,,,,
03_baby_kids-demo-000055,03_baby_kids,03,0b209763b706a5fd,v2,240000,,치코,핏2,,,,,
03_baby_kids-demo-000056,03_baby_kids,03,67a916d29c8b73f8,v2,360000,,아이허그,듀엣프로 듀오,,,,,
03_baby_kids-demo-000057,03_baby_kids,03,6b38c7d9ecdf0b86,v2,210000,,포브,프라이핏 에어,,,,,
03_baby_kids-demo-000058,03_baby_kids,03,457db1a3ce23b9d0,v2,300000,,두나,비6,,,,,
03_baby_kids-demo-000059,03_baby_kids,03,0f342264101d6ee2,v2,1200000,,부가부,닥터다이얼 폴드에어,,,,,
03_baby_kids-demo-000060,03_baby_kids,03,4f4d01a5479d07c9,v2,120000,,베이비뵨,에어 3D 메쉬,,,,,
03_baby_kids-demo-000061,03_baby_kids,03,03c4dda9683628df,v2,22377,,코니,자이가이스트 트위드 W,,,,,
03_baby_kids-demo-000062,03_baby_kids,03,0817fac1f780f005,v2,100000,,베이비젠,히든360,,,,,
03_baby_kids-demo-000063,03_baby_kids,03,736608cff2ffede4,v2,800000,,joolz,데이5,,,,,
03_baby_kids-demo-000064,03_baby_kids,03,d3584777a9837530,v2,300000,,스냅앤고,올인원 에어 힙시트,,,,,
03_baby_kids-demo-000065,03_baby_kids,03,49ebdb53be9c0bfd,v2,10000,,아이스토리,오가닉 아기띠,,,,,
03_baby_kids-demo-000066,03_baby_kids,03,ddcf228705dd4b54,v2,160000,,베베핏,시그니처7,,,,,
03_baby_kids-demo-000067,03_baby_kids,03,03c4dda9683628df,v2,15640,,코니,요요3,,,,,
03_baby_kids-demo-000068,03_baby_kids,03,52f1bb716b34a870,v2,500000,,스토케,익스플로리X,,,,,
03_baby_kids-demo-000069,03_baby_kids,03,35fb834e6441b56e,v2,150000,,마이크라라이트,뉴투폴드,,,,,
03_baby_kids-demo-000070,03_baby_kids,03,53e08736529050b6,v2,1300000,,실버크로스,리프2 디럭스,,,,,
03_baby_kids-demo-000071,03_baby_kids,03,4f4d01a5479d07c9,v2,120000,,베이비뵨,에어 3D 메쉬,,,,,
03_baby_kids-demo-000072,03_baby_kids,03,404e0291a9d9eb78,v2,49000,,타보,에그3 디럭스,,,,,
03_baby_kids-demo-000073,03_baby_kids,03,1c7f1379f27acfae,v2,150000,,포그내,올인원,,,,,
03_baby_kids-demo-000074,03_baby_kids,03,763651c475915ed5,v2,1200000,,egg,egg3,,,,,
03_baby_kids-demo-000075,03_baby_kids,03,64312a2b256a615f,v2,290000,,베이비젠,맥스플로우 올인원,,,,,
03_baby_kids-demo-000076,03_baby_kids,03,669d4b9f5296b135,v2,200000,,포브,프리아핏에어,,,,,
03_baby_kids-demo-000077,03_baby_kids,03,ecef01d56f5dc3c6,v2,950000,,마이크라라이트,G5,,,,,
03_baby_kids-demo-000078,03_baby_kids,03,53caf87cb8281c8b,v2,500000,,베이비스타일,사이러스2,,,,,
03_baby_kids-demo-000079,03_baby_kids,03,ecef01d56f5dc3c6,v2,1100000,,오르빗,G5,,,,,
03_baby_kids-demo-000080,03_baby_kids,03,623df624cfd51c66,v2,133658,,스토케,트레일즈,,,,,
03_baby_kids-demo-000081,03_baby_kids,03,608a5494162c5cd0,v2,170000,,오이스터3,오이스터3 큐터스 디럭스,,,,,
03_baby_kids-demo-000082,03_baby_kids,03,404e0291a9d9eb78,v2,49000,,타보,트레일즈,,,,,
03_baby_kids-demo-000083,03_baby_kids,03,e56bc319909fea53,v2,285000,,베이비뵨,하모니 3D 메쉬,,,,,
03_baby_kids-demo-000084,03_baby_kids,03,86a63cbf03cd8606,v2,750000,,부가부,버터플라이2,,,,,
03_baby_kids-demo-000085,03_baby_kids,03,ef0891c77ecf1e32,v2,450000,,뉴나,Lx,,,,,
03_baby_kids-demo-000086,03_baby_kids,03,98ca7082ac4bdd95,v2,1050000,,에그,에그2,,,,,
03_baby_kids-demo-000087,03_baby_kids,03,a1586cec3c7e9032,v2,270000,,부가부,B5,,,,,
03_baby_kids-demo-000088,03_baby_kids,03,e56bc319909fea53,v2,285000,,베이비뵨,비6,,,,,
03_baby_kids-demo-000089,03_baby_kids,03,98ca7082ac4bdd95,v2,698000,,에그,에그2,,,,,
03_baby_kids-demo-000090,03_baby_kids,03,b678aac022f47007,v2,100000,,베이비뵨,하모니,,,,,
03_baby_kids-demo-000091,03_baby_kids,03,608a5494162c5cd0,v2,170000,,오이스터3,오이스터3 큐터스 디럭스,,,,,
03_baby_kids-demo-000092,03_baby_kids,03,49ebdb53be9c0bfd,v2,10000,,아이스토리,오가닉 아기띠,,,,,
03_baby_kids-demo-000093,03_baby_kids,03,732d26b2be5097af,v2,25000,,에르고베이비,버터플라이2,,,,,
03_baby_kids-demo-000094,03_baby_kids,03,53caf87cb8281c8b,v2,500000,,베이비스타일,사이러스2,,,,,
03_baby_kids-demo-000095,03_baby_kids,03,7448528b367e5632,v2,240000,,포브,M,,,,,
03_baby_kids-demo-000096,03_baby_kids,03,ba2f6485bd502525,v2,500000,,스토케,V5,,,,,
03_baby_kids-demo-000097,03_baby_kids,03,91b3b850ead728d4,v2,25000,,코니,오리지널,,,,,
03_baby_kids-demo-000098,03_baby_kids,03,457db1a3ce23b9d0,v2,300000,,두나,원터치 캐리어 3D매쉬,,,,,
03_baby_kids-demo-000099,03_baby_kids,03,e56bc319909fea53,v2,285000,,베이비뵨,하모니 3D 메쉬,,,,,
03_baby_kids-demo-000100,03_baby_kids,03,cac67c64fd6d7056,v2,20000,,소르베베,디럭스,,,,,
03_baby_kids-demo-000101,03_baby_kids,03,4460585d969955ae,v2,1550000,,부가부,동키5 듀오,,,,,
03_baby_kids-demo-000102,03_baby_kids,03,e07fffc388f04801,v2,120000,,아이엔젤,폴드에어 올인원,,,,,
03_baby_kids-demo-000103,03_baby_kids,03,6b38c7d9ecdf0b86,v2,210000,,포브,옴니브리즈,,,,,
03_baby_kids-demo-000104,03_baby_kids,03,c5f0fab00520e2e1,v2,29000,,에르고베이비,뉴투폴드,,,,,
03_baby_kids-demo-000105,03_baby_kids,03,ad47fb551782acad,v2,480000,,아티포페,자이가이스트 트위드 W,,,,,
03_baby_kids-demo-000106,03_baby_kids,03,23ace08e45059c80,v2,120000,,베이비뵨,우븐멜란지,,,,,
03_baby_kids-demo-000107,03_baby_kids,03,4460585d969955ae,v2,1550000,,부가부,동키5 듀오,,,,,
03_baby_kids-demo-000108,03_baby_kids,03,546a09f5367633b8,v2,240000,,베이비뵨,하모니 실버,,,,,
03_baby_kids-demo-000109,03_baby_kids,03,64312a2b256a615f,v2,290000,,포그내,맥스플로우 올인원,,,,,
03_baby_kids-demo-000110,03_baby_kids,03,9c5cf656be814cf4,v2,230000,,아이엔젤,닥터다이얼 폴드에어 올인원,,,,,
03_baby_kids-demo-000111,03_baby_kids,03,53a8e3de3e141914,v2,450000,,부가부,G5 디럭스,,,,,
03_baby_kids-demo-000112,03_baby_kids,03,edc0e42357b5e035,v2,40000,,Bugaboo,퀴드3,,,,,
03_baby_kids-demo-000113,03_baby_kids,03,ef0891c77ecf1e32,v2,450000,,소르베베,Lx,,,,,
03_baby_kids-demo-000114,03_baby_kids,03,5862760e4457c30a,v2,100000,,gb,올시티,,,,,
03_baby_kids-demo-000115,03_baby_kids,03,7bf6d020444c46b2,v2,190000,,에르고,V5 엘레강스,,,,,
03_baby_kids-demo-000116,03_baby_kids,03,546a09f5367633b8,v2,240000,,베이비뵨,하모니 실버,,,,,
03_baby_kids-demo-000117,03_baby_kids,03,404e0291a9d9eb78,v2,49000,,타보,캐빈,,,,,
03_baby_kids-demo-000118,03_baby_kids,03,f8557fc62b42e4b5,v2,160000,,아이엔젤,올인원 플러스,,,,,
03_baby_kids-demo-000119,03_baby_kids,03,31c6514dff15b6e7,v2,120000,,포그내,맥스라이트,,,,,
03_baby_kids-demo-000120,03_baby_kids,03,03c4dda9683628df,v2,15584,,코니,듄,,,,,
03_baby_kids-demo-000121,03_baby_kids,03,b91e534706449a3f,v2,32000,,맥클라렌,퀘스트,,,,,
03_baby_kids-demo-000122,03_baby_kids,03,9f4ec27778fd0ef4,v2,820000,,부가부,동키5 듀오,,,,,
03_baby_kids-demo-000123,03_baby_kids,03,732d26b2be5097af,v2,25000,,에르고베이비,캐리 듀얼,,,,,
03_baby_kids-demo-000124,03_baby_kids,03,2b5adc855ee0def2,v2,19000,,에끌레브,요요,,,,,
03_baby_kids-demo-000125,03_baby_kids,03,9490bc2a6758adb8,v2,150000,,베이비뵨,비6,,,,,
03_baby_kids-demo-000126,03_baby_kids,03,1bc57ce942e07e92,v2,290000,,스토케,v6,,,,,
03_baby_kids-demo-000127,03_baby_kids,03,d2865dd99d82b611,v2,87000,,에르고베이비,옴니브리즈,,,,,
03_baby_kids-demo-000128,03_baby_kids,03,0bee123ece50c929,v2,130000,,미마자리,디럭스,,,,,
03_baby_kids-demo-000129,03_baby_kids,03,7bf6d020444c46b2,v2,190000,,타보,V5 엘레강스,,,,,
03_baby_kids-demo-000130,03_baby_kids,03,501920499771df7e,v2,45000,,mg,레노,,,,,
03_baby_kids-demo-000131,03_baby_kids,03,457db1a3ce23b9d0,v2,300000,,두나,B5,,,,,
03_baby_kids-demo-000132,03_baby_kids,03,2f2f9ef18481dcb0,v2,50000,,오르빗,G3,,,,,
03_baby_kids-demo-000133,03_baby_kids,03,03c4dda9683628df,v2,24931,,코니,시티투어2,,,,,
03_baby_kids-demo-000134,03_baby_kids,03,53caf87cb8281c8b,v2,500000,,베이비스타일,사이러스2,,,,,
03_baby_kids-demo-000135,03_baby_kids,03,9490bc2a6758adb8,v2,150000,,소르베베,캐리어 무브 에어리 매쉬,,,,,
03_baby_kids-demo-000136,03_baby_kids,03,2b9c21278cee8119,v2,500000,,싸이벡스,오이스터3,,,,,
03_baby_kids-demo-000137,03_baby_kids,03,ba3fd402c2c0e1b5,v2,28000,,타이니모빌,옴니브리즈,,,,,
03_baby_kids-demo-000138,03_baby_kids,03,03c4dda9683628df,v2,25342,,코니,드래곤플라이,,,,,
03_baby_kids-demo-000139,03_baby_kids,03,9c5cf656be814cf4,v2,230000,,아이엔젤,닥터다이얼 폴드에어 올인원,,,,,
03_baby_kids-demo-000140,03_baby_kids,03,2b9c21278cee8119,v2,500000,,아이스토리,오이스터3,,,,,
03_baby_kids-demo-000141,03_baby_kids,03,d63b045e5f664533,v2,240000,,아이엔젤,닥터다이얼 폴드에어,,,,,
03_baby_kids-demo-000142,03_baby_kids,03,64312a2b256a615f,v2,295000,,포그내,맥스플로우 올인원,,,,,
03_baby_kids-demo-000143,03_baby_kids,03,ddcf228705dd4b54,v2,100000,,베베핏,시그니처7,,,,,
03_baby_kids-demo-000144,03_baby_kids,03,98ca7082ac4bdd95,v2,1050000,,에그,에그2,,,,,
03_baby_kids-demo-000145,03_baby_kids,03,0bee123ece50c929,v2,130000,,미마자리,디럭스,,,,,
03_baby_kids-demo-000146,03_baby_kids,03,3faf0912d1b9246b,v2,10000,,베베핏,제프 엑스트라2,,,,,
03_baby_kids-demo-000147,03_baby_kids,03,a638a224d94ad39c,v2,50000,,끌라미엘,원터치 캐리어 3D매쉬,,,,,
03_baby_kids-demo-000148,03_baby_kids,03,96e2953342225957,v2,400000,,씨투엠뉴,에이블 코지샤인,,,,,
03_baby_kids-demo-000149,03_baby_kids,03,0b209763b706a5fd,v2,240000,,치코,핏2,,,,,
03_baby_kids-demo-000150,03_baby_kids,03,44af21f2ec4cbd90,v2,620000,,스토케,요요3 yoyo3,,,,,
03_baby_kids-demo-000151,03_baby_kids,03,ddcf228705dd4b54,v2,100000,,베베핏,시그니처7,,,,,
03_baby_kids-demo-000152,03_baby_kids,03,1ff7cd4dadc263af,v2,50000,,줄즈,디럭스,,,,,
03_baby_kids-demo-000153,03_baby_kids,03,2bb319045b85e57b,v2,270000,,미마지기,3g,,,,,
03_baby_kids-demo-000154,03_baby_kids,03,d63b045e5f664533,v2,240000,,아이엔젤,닥터다이얼 폴드에어,,,,,
03_baby_kids-demo-000155,03_baby_kids,03,4b34c1fec298704c,v2,260000,,타보,레노,,,,,
03_baby_kids-demo-000156,03_baby_kids,03,52f1bb716b34a870,v2,500000,,스토케,익스플로리X,,,,,
03_baby_kids-demo-000157,03_baby_kids,03,ef553d9f25a28a8a,v2,26000,,오르빗,매쉬3xl,,,,,
03_baby_kids-demo-000158,03_baby_kids,03,a962d4d6b78832ab,v2,95000,,오르빗,이노다이얼,,,,,
03_baby_kids-demo-000159,03_baby_kids,03,52f1bb716b34a870,v2,500000,,스토케,익스플로리X,,,,,
03_baby_kids-demo-000160,03_baby_kids,03,c49e51035c8d9648,v2,450000,,실버크로스,듄,,,,,
03_baby_kids-demo-000161,03_baby_kids,03,ef553d9f25a28a8a,v2,26000,,포브,버터플라이,,,,,
03_baby_kids-demo-000162,03_baby_kids,03,1bc57ce942e07e92,v2,290000,,윰 Yoom,v6,,,,,
03_baby_kids-demo-000163,03_baby_kids,03,7d5ad67657a1ca34,v2,15000,,포브,펄스 올인원,,,,,
03_baby_kids-demo-000164,03_baby_kids,03,e5cb027a81ede62d,v2,850000,,부가부,버터플라이,,,,,
03_baby_kids-demo-000165,03_baby_kids,03,623df624cfd51c66,v2,65509,,스토케,트레일즈,,,,,
03_baby_kids-demo-000166,03_baby_kids,03,ba3fd402c2c0e1b5,v2,28000,,타이니모빌,트릴로지,,,,,
03_baby_kids-demo-000167,03_baby_kids,03,49ebdb53be9c0bfd,v2,10000,,MUFFIN,오가닉 아기띠,,,,,
03_baby_kids-demo-000168,03_baby_kids,03,85950740c7d4abef,v2,100000,,Egg,올인원,,,,,
03_baby_kids-demo-000169,03_baby_kids,03,7448528b367e5632,v2,240000,,포브,프리아핏 올인원,,,,,
03_baby_kids-demo-000170,03_baby_kids,03,63d8a01ba69b2eb3,v2,65000,,에르고,360,,,,,
03_baby_kids-demo-000171,03_baby_kids,03,3faf0912d1b9246b,v2,10000,,퀴니,제프 엑스트라2,,,,,
03_baby_kids-demo-000172,03_baby_kids,03,7b1645c4ba63a3db,v2,90000,,리안,미니 에어리 메쉬,,,,,
03_baby_kids-demo-000173,03_baby_kids,03,03c4dda9683628df,v2,20268,,코니,하모니 실버,,,,,
03_baby_kids-demo-000174,03_baby_kids,03,31c6514dff15b6e7,v2,120000,,포그내,맥스라이트,,,,,
03_baby_kids-demo-000175,03_baby_kids,03,71dcfd6a836afbd0,v2,480000,,실버크로스,클릭 2.0 로벅피치,,,,,
03_baby_kids-demo-000176,03_baby_kids,03,6c66a9c1365bc066,v2,340000,,부가부,비6,,,,,
03_baby_kids-demo-000177,03_baby_kids,03,e56bc319909fea53,v2,285000,,베이비뵨,하모니 3D 메쉬,,,,,
03_baby_kids-demo-000178,03_baby_kids,03,5aea1b6dd6615fb3,v2,1500000,,맘마카트,데일리,,,,,
03_baby_kids-demo-000179,03_baby_kids,03,6b38c7d9ecdf0b86,v2,210000,,포브,프라이핏 에어,,,,,
03_baby_kids-demo-000180,03_baby_kids,03,6c66a9c1365bc066,v2,340000,,부가부,비6,,,,,
03_baby_kids-demo-000181,03_baby_kids,03,cc48208f68621b34,v2,13000,,헬로미니미,코야,,,,,
03_baby_kids-demo-000182,03_baby_kids,03,c08dc28cb48fe2e7,v2,190000,,포그내,맥스 올인원,,,,,
03_baby_kids-demo-000183,03_baby_kids,03,0f342264101d6ee2,v2,1200000,,부가부,동키5,,,,,
03_baby_kids-demo-000184,03_baby_kids,03,844c8cf66330284f,v2,60000,,리안,에그2,,,,,
03_baby_kids-demo-000185,03_baby_kids,03,b678aac022f47007,v2,150000,,베이비뵨,하모니,,,,,
03_baby_kids-demo-000186,03_baby_kids,03,0f08461b5267e350,v2,1400000,,에그,에이블 코지샤인,,,,,
03_baby_kids-demo-000187,03_baby_kids,03,0817fac1f780f005,v2,100000,,베이비젠,요요,,,,,
03_baby_kids-demo-000188,03_baby_kids,03,ecef01d56f5dc3c6,v2,950000,,오르빗,하모니,,,,,
03_baby_kids-demo-000189,03_baby_kids,03,808798e323d612f1,v2,500000,,님블,오이스터3,,,,,
03_baby_kids-demo-000190,03_baby_kids,03,fbc99e746c22f993,v2,10000,,포그내,트레일즈,,,,,
03_baby_kids-demo-000191,03_baby_kids,03,d3584777a9837530,v2,300000,,스냅앤고,원터치 캐리어 3D매쉬,,,,,
03_baby_kids-demo-000192,03_baby_kids,03,623df624cfd51c66,v2,63000,,스토케,XS-XL,,,,,
03_baby_kids-demo-000193,03_baby_kids,03,546a09f5367633b8,v2,240000,,베이비뵨,솔로 LX,,,,,
03_baby_kids-demo-000194,03_baby_kids,03,35fb834e6441b56e,v2,150000,,마이크라라이트,G5,,,,,
03_baby_kids-demo-000195,03_baby_kids,03,11bc61df989f18b2,v2,60000,,백효정,L5,,,,,
03_baby_kids-demo-000196,03_baby_kids,03,49ebdb53be9c0bfd,v2,10000,,아이스토리,오가닉 아기띠,,,,,
03_baby_kids-demo-000197,03_baby_kids,03,7d5ad67657a1ca34,v2,15000,,포브,폭스5,,,,,
03_baby_kids-demo-000198,03_baby_kids,03,44714364ab7079ee,v2,280000,,맥시코시,옥스포드,,,,,
03_baby_kids-demo-000199,03_baby_kids,03,0c2a18ac6b363b3b,v2,460000,,베이비조거,아거스 오트 리넨,,,,,
03_baby_kids-demo-000200,03_baby_kids,03,53a8e3de3e141914,v2,450000,,오르빗,G5 디럭스,,,,,
03_baby_kids-demo-000201,03_baby_kids,03,0817fac1f780f005,v2,250000,,베이비젠,요요,,,,,
03_baby_kids-demo-000202,03_baby_kids,03,404e0291a9d9eb78,v2,49000,,타보,오리지널,,,,,
03_baby_kids-demo-000203,03_baby_kids,03,2b5adc855ee0def2,v2,15000,,에끌레브,사이러스2,,,,,
03_baby_kids-demo-000204,03_baby_kids,03,d6270518ad962ca9,v2,38000,,아이엔젤,트레일즈,,,,,
03_baby_kids-demo-000205,03_baby_kids,03,1bc57ce942e07e92,v2,260000,,스토케,v6,,,,,
03_baby_kids-demo-000206,03_baby_kids,03,64312a2b256a615f,v2,290000,,포그내,맥스플로우 올인원,,,,,
03_baby_kids-demo-000207,03_baby_kids,03,542327ba66394d51,v2,99000,,에르고베이비,알타,,,,,
03_baby_kids-demo-000208,03_baby_kids,03,2b5adc855ee0def2,v2,15000,,에끌레브,V5,,,,,
03_baby_kids-demo-000209,03_baby_kids,03,7448528b367e5632,v2,240000,,포브,프리아핏 올인원,,,,,
03_baby_kids-demo-000210,03_baby_kids,03,09de32c99d3870c2,v2,150000,,페도라,L5,,,,,
03_baby_kids-demo-000211,03_baby_kids,03,404e0291a9d9eb78,v2,49000,,타보,요요3,,,,,
03_baby_kids-demo-000212,03_baby_kids,03,83a6f95bdd28ec11,v2,1100000,,부가부,폭스5,,,,,
03_baby_kids-demo-000213,03_baby_kids,03,83a6f95bdd28ec11,v2,1000000,,부가부,폭스5,,,,,
03_baby_kids-demo-000214,03_baby_kids,03,64312a2b256a615f,v2,295000,,오이스터3,맥스플로우 올인원,,,,,
03_baby_kids-demo-000215,03_baby_kids,03,7bf6d020444c46b2,v2,190000,,베베스완,V5 엘레강스,,,,,
03_baby_kids-demo-000216,03_baby_kids,03,e07fffc388f04801,v2,120000,,아이엔젤,폴드에어 올인원,,,,,
03_baby_kids-demo-000217,03_baby_kids,03,53e08736529050b6,v2,1300000,,실버크로스,리프2 디럭스,,,,,
03_baby_kids-demo-000218,03_baby_kids,03,3f35944dd1570d1c,v2,470000,,잉글레시나,일렉타,,,,,
03_baby_kids-demo-000219,03_baby_kids,03,83f735b008a92fab,v2,35000,,오보기,퀴드3,,,,,
03_baby_kids-demo-000220,03_baby_kids,03,3faf0912d1b9246b,v2,10000,,퀴니,제프 엑스트라2,,,,,
03_baby_kids-demo-000221,03_baby_kids,03,a638a224d94ad39c,v2,50000,,끌라미엘,원터치 캐리어 3D매쉬,,,,,
03_baby_kids-demo-000222,03_baby_kids,03,cac67c64fd6d7056,v2,20000,,부가부,M,,,,,
03_baby_kids-demo-000223,03_baby_kids,03,1ff7cd4dadc263af,v2,50000,,씨투엠뉴,디럭스,,,,,
03_baby_kids-demo-000224,03_baby_kids,03,d6270518ad962ca9,v2,38000,,왈라부,맥스 올인원,,,,,
03_baby_kids-demo-000225,03_baby_kids,03,732d26b2be5097af,v2,25000,,에르고베이비,폴드에어,,,,,
03_baby_kids-demo-000226,03_baby_kids,03,b2b31954b42fa4dc,v2,370000,,오르빗,M,,,,,
03_baby_kids-demo-000227,03_baby_kids,03,8adee1a459aea3da,v2,100000,,로띠에,뉴투폴드,,,,,
03_baby_kids-demo-000228,03_baby_kids,03,2f2f9ef18481dcb0,v2,50000,,오르빗,G5,,,,,
03_baby_kids-demo-000229,03_baby_kids,03,542327ba66394d51,v2,99000,,에르고베이비,알타,,,,,
03_baby_kids-demo-000230,03_baby_kids,03,2c1a0c1d15fdc833,v2,100000,,리안,솔로 LX,,,,,
03_baby_kids-demo-000231,03_baby_kids,03,959bfbd6ab6af6e6,v2,270000,,싸이벡스,미오스 2.0,,,,,
