item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_type,sport_category,brand,model_name,gender_target,handedness,trade_type,location_area
09_sports_leisure-training-000081,09_sports_leisure,09,d41dcc34ffc9ad3d,v2,930000,,,휠러,CHILI,,,,
09_sports_leisure-training-000082,09_sports_leisure,09,565b6d996dd0b676,v2,2000000,,,SCOTT,에딕트 15 Di2,,,,
09_sports_leisure-training-000083,09_sports_leisure,09,89147ea8ac2e8a99,v2,728654,,,미즈노,이스케이프2,,,,
09_sports_leisure-training-000084,09_sports_leisure,09,44fe0a8d63d807ba,v2,1250000,,,미우라,TC-201,,,,
09_sports_leisure-training-000085,09_sports_leisure,09,2c02080e07fcae66,v2,550000,,,캘러웨이,RAZR,,,,
09_sports_leisure-training-000086,09_sports_leisure,09,b4c0efb7d49d165a,v2,750000,,,나이키,5스타,,,,
09_sports_leisure-training-000087,09_sports_leisure,09,8bb1716b11027b5b,v2,800000,,,모토벨로,A10 프로,,,,
09_sports_leisure-training-000088,09_sports_leisure,09,a3e13bf6998d3d15,v2,50000,,,PGA,X50,,,,
09_sports_leisure-training-000089,09_sports_leisure,09,f1a50f97f2a77f00,v2,740000,,,투어스테이지,루멘스700,,,,
09_sports_leisure-training-000090,09_sports_leisure,09,4c5deb2faa560640,v2,245000,,,첼로,솔레이어 105,,,,
09_sports_leisure-training-000091,09_sports_leisure,09,331d09bc1a47bae1,v2,200000,,,스텔스,앤썸X,,,,
09_sports_leisure-training-000092,09_sports_leisure,09,1667e1f0f2e36fff,v2,340000,,,트렉,FX1,,,,
09_sports_leisure-training-000093,09_sports_leisure,09,89147ea8ac2e8a99,v2,821971,,,미즈노,FORGED,,,,
09_sports_leisure-training-000094,09_sports_leisure,09,9e9683263e60bd03,v2,850000,,,비앙키,니로네7,,,,
09_sports_leisure-training-000095,09_sports_leisure,09,7dc47bf16f3b5d2a,v2,600000,,,"테일러메이드, 타이틀, 카스코, rife",712,,,,
09_sports_leisure-training-000096,09_sports_leisure,09,133634c99af029a6,v2,345000,,,프로기어(PRGR),iD nabla RS,,,,
09_sports_leisure-training-000097,09_sports_leisure,09,e977372b5bdc1e8a,v2,980000,,,트렉,SL5 디스크,,,,
09_sports_leisure-training-000098,09_sports_leisure,09,1c81967f18413f67,v2,3000000,,,Liv,Langma Advanced Pro Disc 0 2022,,,,
09_sports_leisure-training-000099,09_sports_leisure,09,0b91b462566a6b4a,v2,650000,,,캘러웨이,EDGE,,,,
09_sports_leisure-training-000100,09_sports_leisure,09,816776eded1fbc03,v2,750000,,,자이언트,자이언트 프로펠 어드밴스1,,,,
09_sports_leisure-training-000101,09_sports_leisure,09,902dd503fe8808a2,v2,390000,,,엘로드,SQ 460,,,,
09_sports_leisure-training-000102,09_sports_leisure,09,82309a33ccbf22f0,v2,750000,,,자이언트,TCR 어드밴스0 2018,,,,
09_sports_leisure-training-000103,09_sports_leisure,09,c425ad583137c599,v2,520000,,,트렉,마린6 2022,,,,
09_sports_leisure-training-000104,09_sports_leisure,09,38790ba43769da2e,v2,100000,,,젝시오,MP600,,,,
09_sports_leisure-training-000105,09_sports_leisure,09,0b91b462566a6b4a,v2,650000,,,캘러웨이,EDGE,,,,
09_sports_leisure-training-000106,09_sports_leisure,09,218c0aa10ed7e182,v2,80000,,,Callaway,warbird,,,,
09_sports_leisure-training-000107,09_sports_leisure,09,133634c99af029a6,v2,345000,,,프로기어(PRGR),iD nabla RS,,,,
09_sports_leisure-training-000108,09_sports_leisure,09,565b6d996dd0b676,v2,2000000,,,SCOTT,에딕트 15 Di2,,,,
09_sports_leisure-training-000109,09_sports_leisure,09,733b9f7aa0bf14e3,v2,790000,,,젝시오,V300 III,,,,
09_sports_leisure-training-000110,09_sports_leisure,09,fc572e188a52ac0f,v2,470000,,,미즈노,JPX 800,,,,
09_sports_leisure-training-000111,09_sports_leisure,09,5e5c67e90393ec74,v2,550000,,,엘파마,E2000D,,,,
09_sports_leisure-training-000112,09_sports_leisure,09,5b3194901442bc35,v2,410000,,,XDS,앤서3,,,,
09_sports_leisure-training-000113,09_sports_leisure,09,b5d0c0c3641d06d0,v2,110000,,,니탁스,FORGED,,,,
09_sports_leisure-training-000114,09_sports_leisure,09,e28c95436eebacd3,v2,80000,,,위더피플,프로0 디스크,,,,
09_sports_leisure-training-000115,09_sports_leisure,09,83d939bc6f43fafe,v2,400000,,,로드마스터,룰렛,,,,
09_sports_leisure-training-000116,09_sports_leisure,09,d41dcc34ffc9ad3d,v2,930000,,,휠러,CHILI,,,,
09_sports_leisure-training-000117,09_sports_leisure,09,d87e72a74e2fafa5,v2,990000,,,세임 바이커,GO9,,,,
09_sports_leisure-training-000118,09_sports_leisure,09,deb6d59be8f66f19,v2,68000,,,테일러메이드,XR 포지드,,,,
09_sports_leisure-training-000119,09_sports_leisure,09,d8ea33b0f7415503,v2,1200000,,,알톤,파이톤 20,,,,
09_sports_leisure-training-000120,09_sports_leisure,09,19e9cd26cd516dd6,v2,500000,,,엑사이더,ES590,,,,
09_sports_leisure-training-000121,09_sports_leisure,09,dd50ef1565fdd562,v2,82000,,,젝시오,MP100,,,,
09_sports_leisure-training-000122,09_sports_leisure,09,4df50eb31c756ff4,v2,430000,,,테일러메이드,R대,,,,
09_sports_leisure-training-000123,09_sports_leisure,09,fede7584a329fb9f,v2,250000,,,언노운,lv1 카모,,,,
09_sports_leisure-training-000124,09_sports_leisure,09,dd50ef1565fdd562,v2,82000,,,젝시오,MP100,,,,
09_sports_leisure-training-000125,09_sports_leisure,09,c425ad583137c599,v2,520000,,,트렉,마린6 2022,,,,
09_sports_leisure-training-000126,09_sports_leisure,09,95958ccdcf665106,v2,590000,,,브릿지스톤,파이즈 PHYZ,,,,
09_sports_leisure-training-000127,09_sports_leisure,09,0b91b462566a6b4a,v2,650000,,,캘러웨이,EDGE,,,,
09_sports_leisure-training-000128,09_sports_leisure,09,5e5c67e90393ec74,v2,550000,,,엘파마,E2000D,,,,
09_sports_leisure-training-000129,09_sports_leisure,09,85ec4809dd38fcec,v2,67000,,,코브라,트러스티 러스티,,,,
09_sports_leisure-training-000130,09_sports_leisure,09,7366d86389b6ff5f,v2,570000,,,prgr,Tourney,,,,
09_sports_leisure-training-000131,09_sports_leisure,09,7e7c9696458d23b9,v2,1150000,,,캐니언,Ultimate CF SL 8.0 Di2,,,,
09_sports_leisure-training-000132,09_sports_leisure,09,1467ccea77b29530,v2,305000,,,야마하,XV 2.4,,,,
09_sports_leisure-training-000133,09_sports_leisure,09,6753400f81f23544,v2,550000,,,콘스탄틴,디스페랄,,,,
09_sports_leisure-training-000134,09_sports_leisure,09,53bfb100455982fe,v2,690000,,,마루망,디스페랄 2024,,,,
09_sports_leisure-training-000135,09_sports_leisure,09,e28c95436eebacd3,v2,80000,,,위더피플,GO9,,,,
09_sports_leisure-training-000136,09_sports_leisure,09,0e19800cbfe1cc39,v2,40000,,,헤드,디스페랄,,,,
09_sports_leisure-training-000137,09_sports_leisure,09,525b7b2c661c1235,v2,450000,,,이와키,XV 1.9,,,,
09_sports_leisure-training-000138,09_sports_leisure,09,f1dd60067c86f9e6,v2,280000,,,콘스탄틴,버나드 2019년식,,,,
09_sports_leisure-training-000139,09_sports_leisure,09,e3d08fecd1d7c935,v2,1250000,,,히토미혼마,5스타,,,,
09_sports_leisure-training-000140,09_sports_leisure,09,14c7617b0b4dfd49,v2,493309,,,캘러웨이,슈퍼 CV BBD 타입H,,,,
09_sports_leisure-training-000141,09_sports_leisure,09,53bfb100455982fe,v2,40000,,,마루망,SQ 460,,,,
09_sports_leisure-training-000142,09_sports_leisure,09,0449cf27eee055e8,v2,3700000,,,자이언트,프로0 디스크,,,,
09_sports_leisure-training-000143,09_sports_leisure,09,376e30da7d76fc30,v2,17000,,,넥스젠,ND001,,,,
09_sports_leisure-training-000144,09_sports_leisure,09,3a532c5444c484a3,v2,814646,,,테일러메이드,lv1 카모,,,,
09_sports_leisure-training-000145,09_sports_leisure,09,331d09bc1a47bae1,v2,200000,,,스텔스,FCR2,,,,
09_sports_leisure-training-000146,09_sports_leisure,09,1bc090c4a2db5830,v2,75000,,,오디세이,화이트핫 5,,,,
09_sports_leisure-training-000147,09_sports_leisure,09,eca41f0c214f8840,v2,880000,,,엔진11,헌터브로스V1,,,,
09_sports_leisure-training-000148,09_sports_leisure,09,d10982cc68f491e6,v2,120000,,,아식스,S5,,,,
09_sports_leisure-training-000149,09_sports_leisure,09,9a9616f81ea4cca2,v2,53000,,,핑,앤서3,,,,
09_sports_leisure-training-000150,09_sports_leisure,09,fb78d8a1143a6991,v2,450000,,,엔진11,크릿디,,,,
09_sports_leisure-training-000151,09_sports_leisure,09,b2605246bb437c3c,v2,530000,,,메리다,스컬트라100,,,,
09_sports_leisure-training-000152,09_sports_leisure,09,089de61793732e18,v2,490000,,,엘파마,"레이다 R5800, 에포카 E5800",,,,
09_sports_leisure-training-000153,09_sports_leisure,09,733b9f7aa0bf14e3,v2,550000,,,젝시오,SQ 460,,,,
09_sports_leisure-training-000154,09_sports_leisure,09,3fcc8ff16e259730,v2,250000,,,히로마쓰 모토,MK-GOLD,,,,
09_sports_leisure-training-000155,09_sports_leisure,09,44fe0a8d63d807ba,v2,1250000,,,미우라,TC-201,,,,
09_sports_leisure-training-000156,09_sports_leisure,09,0e19800cbfe1cc39,v2,40000,,,헤드,TX-V,,,,
09_sports_leisure-training-000157,09_sports_leisure,09,2d1083b6a9ca02a6,v2,460000,,,랑케레이시,XT750,,,,
09_sports_leisure-training-000158,09_sports_leisure,09,4ceaa4e808dfb3bd,v2,700000,,,자이언트,앤썸X,,,,
09_sports_leisure-training-000159,09_sports_leisure,09,e28c95436eebacd3,v2,80000,,,위더피플,엑스트론프로,,,,
09_sports_leisure-training-000160,09_sports_leisure,09,14c7617b0b4dfd49,v2,504170,,,캘러웨이,TCR 어드밴스 2 KOM 2024,,,,
09_sports_leisure-training-000161,09_sports_leisure,09,f9ad8baf18ce3dee,v2,380000,,,요넥스,3S,,,,
09_sports_leisure-training-000162,09_sports_leisure,09,6ac5d7ae5952ac1e,v2,1600000,,,휠러,플래티넘 에디션,,,,
09_sports_leisure-training-000163,09_sports_leisure,09,24a4444388f43a6e,v2,120000,,,엑사이더,미니 비토,,,,
09_sports_leisure-training-000164,09_sports_leisure,09,cf8580d3112f937c,v2,1200000,,,슬릭엣지,스컬트라 100,,,,
09_sports_leisure-training-000165,09_sports_leisure,09,6cdac14713f1f136,v2,790000,,,핑,R10,,,,
09_sports_leisure-training-000166,09_sports_leisure,09,89147ea8ac2e8a99,v2,782049,,,미즈노,FCR2,,,,
09_sports_leisure-training-000167,09_sports_leisure,09,89147ea8ac2e8a99,v2,761405,,,미즈노,R대,,,,
09_sports_leisure-training-000168,09_sports_leisure,09,a4c2d27566ca4ca3,v2,520000,,,KAISER,KP-O3,,,,
09_sports_leisure-training-000169,09_sports_leisure,09,8ad7bbc8c50279cd,v2,500000,,,엔진11,크릿디 2024,,,,
09_sports_leisure-training-000170,09_sports_leisure,09,658842cfaa3990b5,v2,38000,,,로얄콜렉션,슈퍼 CV SFD,,,,
09_sports_leisure-training-000171,09_sports_leisure,09,0449cf27eee055e8,v2,3700000,,,자이언트,프로0 디스크,,,,
09_sports_leisure-training-000172,09_sports_leisure,09,836709c137a7d758,v2,1080000,,,BESV,GO9,,,,
09_sports_leisure-training-000173,09_sports_leisure,09,4df50eb31c756ff4,v2,430000,,,테일러메이드,R대,,,,
09_sports_leisure-training-000174,09_sports_leisure,09,2218ba7f211a4b1f,v2,480000,,,콘스탄틴,피타,,,,
09_sports_leisure-training-000175,09_sports_leisure,09,4ef1acd64ab14163,v2,430000,,,엘파마,FCR2,,,,
09_sports_leisure-training-000176,09_sports_leisure,09,d6c825bdb356bbbe,v2,550000,,,자이언트,리볼트2,,,,
09_sports_leisure-training-000177,09_sports_leisure,09,3a532c5444c484a3,v2,556999,,,테일러메이드,JPX 800,,,,
09_sports_leisure-training-000178,09_sports_leisure,09,35adb782217227f7,v2,800000,,,메리다,스컬트라 100 2025,,,,
09_sports_leisure-training-000179,09_sports_leisure,09,4ef1acd64ab14163,v2,430000,,,엘파마,FCR2,,,,
09_sports_leisure-training-000180,09_sports_leisure,09,47f5be5161d7a5ab,v2,210000,,,메리다,스컬트라 100,,,,
09_sports_leisure-training-000181,09_sports_leisure,09,14c7617b0b4dfd49,v2,592723,,,캘러웨이,칼라스 70,,,,
09_sports_leisure-training-000182,09_sports_leisure,09,778e427bda624da6,v2,780000,,,GIOS,STILO,,,,
09_sports_leisure-training-000183,09_sports_leisure,09,35adb782217227f7,v2,800000,,,메리다,스컬트라 100 2025,,,,
09_sports_leisure-training-000184,09_sports_leisure,09,1467ccea77b29530,v2,305000,,,야마하,JPX 포지드,,,,
09_sports_leisure-training-000185,09_sports_leisure,09,0f4d64d43e507526,v2,450000,,,테일러메이드+캘러웨이,ES590,,,,
09_sports_leisure-training-000186,09_sports_leisure,09,133634c99af029a6,v2,345000,,,프로기어(PRGR),iD nabla RS,,,,
09_sports_leisure-training-000187,09_sports_leisure,09,38790ba43769da2e,v2,100000,,,젝시오,MP600,,,,
09_sports_leisure-training-000188,09_sports_leisure,09,83d939bc6f43fafe,v2,400000,,,로드마스터,룰렛,,,,
09_sports_leisure-training-000189,09_sports_leisure,09,a309e550b2df6cd1,v2,1600000,,,자이언트,TCR 어드밴스 2 KOM 2024,,,,
09_sports_leisure-training-000190,09_sports_leisure,09,f9ad8baf18ce3dee,v2,380000,,,요넥스,3S,,,,
09_sports_leisure-training-000191,09_sports_leisure,09,f17174d652ac29b1,v2,1000000,,,코끼리,3000,,,,
09_sports_leisure-training-000192,09_sports_leisure,09,0e19800cbfe1cc39,v2,40000,,,헤드,G-three,,,,
09_sports_leisure-training-000193,09_sports_leisure,09,38790ba43769da2e,v2,108000,,,젝시오,MP600,,,,
09_sports_leisure-training-000194,09_sports_leisure,09,89147ea8ac2e8a99,v2,776403,,,미즈노,P8HD,,,,
09_sports_leisure-training-000195,09_sports_leisure,09,d87e72a74e2fafa5,v2,990000,,,세임 바이커,GO9,,,,
09_sports_leisure-training-000196,09_sports_leisure,09,89147ea8ac2e8a99,v2,766328,,,미즈노,프로펠 어드벤스 프로0 di2,,,,
09_sports_leisure-training-000197,09_sports_leisure,09,7bcfcb27855e1906,v2,48000,,,로얄콜렉션,슈퍼 CV BBD 타입H,,,,
09_sports_leisure-training-000198,09_sports_leisure,09,b4c0efb7d49d165a,v2,404000,,,나이키,MP100,,,,
09_sports_leisure-training-000199,09_sports_leisure,09,e0254356d0460b90,v2,84000,,,스릭슨,Z TX,,,,
09_sports_leisure-training-000200,09_sports_leisure,09,c0f7016168e0560b,v2,1200000,,,마루망,베리티 VIP,,,,
09_sports_leisure-training-000201,09_sports_leisure,09,afe015cd2c5c4b06,v2,500000,,,삼천리,E-ROADSTAR,,,,
09_sports_leisure-training-000202,09_sports_leisure,09,5e5c67e90393ec74,v2,550000,,,엘파마,E2000D,,,,
09_sports_leisure-training-000203,09_sports_leisure,09,525b7b2c661c1235,v2,450000,,,이와키,XV 1.9,,,,
09_sports_leisure-training-000204,09_sports_leisure,09,82309a33ccbf22f0,v2,750000,,,자이언트,TCR 어드밴스0 2018,,,,
09_sports_leisure-training-000205,09_sports_leisure,09,f29c26180a42b59c,v2,4290000,,,세그웨이,XYBER,,,,
09_sports_leisure-training-000206,09_sports_leisure,09,e28c95436eebacd3,v2,80000,,,위더피플,U22,,,,
09_sports_leisure-training-000207,09_sports_leisure,09,d0c2773705e2e3cd,v2,70000,,,엑사이더,EM570,,,,
09_sports_leisure-training-000208,09_sports_leisure,09,09174ba9cb4d90e8,v2,280000,,,켈러웨이,Quincy,,,,
09_sports_leisure-training-000209,09_sports_leisure,09,525b7b2c661c1235,v2,450000,,,이와키,XV 1.9,,,,
09_sports_leisure-training-000210,09_sports_leisure,09,3a532c5444c484a3,v2,783780,,,테일러메이드,카멜레온,,,,
09_sports_leisure-training-000211,09_sports_leisure,09,3fcc8ff16e259730,v2,250000,,,히로마쓰 모토,MK-GOLD,,,,
09_sports_leisure-training-000212,09_sports_leisure,09,da6f18d1009e3d50,v2,280000,,,자이언트,이스케이프2,,,,
09_sports_leisure-training-000213,09_sports_leisure,09,89147ea8ac2e8a99,v2,819009,,,미즈노,룰렛,,,,
09_sports_leisure-training-000214,09_sports_leisure,09,8bb1716b11027b5b,v2,800000,,,모토벨로,A10 프로,,,,
09_sports_leisure-training-000215,09_sports_leisure,09,6ac5d7ae5952ac1e,v2,1600000,,,세그웨이,플래티넘 에디션,,,,
09_sports_leisure-training-000216,09_sports_leisure,09,7bcfcb27855e1906,v2,48000,,,로얄콜렉션,슈퍼 CV BBD 타입H,,,,
09_sports_leisure-training-000217,09_sports_leisure,09,d87e72a74e2fafa5,v2,990000,,,세임 바이커,GO9,,,,
09_sports_leisure-training-000218,09_sports_leisure,09,7bcfcb27855e1906,v2,48000,,,로얄콜렉션,슈퍼 CV BBD 타입H,,,,
09_sports_leisure-training-000219,09_sports_leisure,09,7292b51f846868f1,v2,830000,,,콘스탄틴,디스페랄 2024,,,,
09_sports_leisure-training-000220,09_sports_leisure,09,89147ea8ac2e8a99,v2,790674,,,미즈노,XT750,,,,
09_sports_leisure-training-000221,09_sports_leisure,09,b4fee045faecfee4,v2,590000,,,타이틀리스트,싱귤러리티2 2024,,,,
09_sports_leisure-training-000222,09_sports_leisure,09,0f4d64d43e507526,v2,450000,,,테일러메이드+캘러웨이,SL5 디스크,,,,
09_sports_leisure-training-000223,09_sports_leisure,09,2d1083b6a9ca02a6,v2,460000,,,랑케레이시,XT750,,,,
