item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_subtype,brand,color_main,gender_target,bag_style,wallet_style,line_or_model,material_main
05_fashion_accessories-training-000053,05_fashion_accessories,05,2bfc8445cc21d677,v2,240000,,발렌티노,,,,,,
05_fashion_accessories-training-000054,05_fashion_accessories,05,64b5c70d130c0089,v2,55000,,키플링,,,,,,
05_fashion_accessories-training-000055,05_fashion_accessories,05,66fc5148df4d7a18,v2,300798,,프라다,,,,,,
05_fashion_accessories-training-000056,05_fashion_accessories,05,66fc5148df4d7a18,v2,175607,,프라다,,,,,,
05_fashion_accessories-training-000057,05_fashion_accessories,05,2bfc8445cc21d677,v2,240000,,발렌티노,,,,,,
05_fashion_accessories-training-000058,05_fashion_accessories,05,bae52e1bca98e538,v2,43000,,SSG 랜더스,,,,,,
05_fashion_accessories-training-000059,05_fashion_accessories,05,64788f887251d852,v2,40000,,폴스부띠끄,,,,,,
05_fashion_accessories-training-000060,05_fashion_accessories,05,0c200451ab0063ad,v2,299999,,TUMI,,,,,,
05_fashion_accessories-training-000061,05_fashion_accessories,05,8c036fd2d9ae8b79,v2,40000,,노스페이스,,,,,,
05_fashion_accessories-training-000062,05_fashion_accessories,05,a84232825427d852,v2,300000,,발렌시아가,,,,,,
05_fashion_accessories-training-000063,05_fashion_accessories,05,5a7f18135150185e,v2,342831,,보테가베네타,,,,,,
05_fashion_accessories-training-000064,05_fashion_accessories,05,71c3ddd0c0bbff7e,v2,200000,,보테가,,,,,,
05_fashion_accessories-training-000065,05_fashion_accessories,05,ed2b603445f7178e,v2,95000,,바비아나,,,,,,
05_fashion_accessories-training-000066,05_fashion_accessories,05,64b5c70d130c0089,v2,55000,,키플링,,,,,,
05_fashion_accessories-training-000067,05_fashion_accessories,05,04aed5e2cf573475,v2,508564,,루이비통,,,,,,
05_fashion_accessories-training-000068,05_fashion_accessories,05,64b5c70d130c0089,v2,55000,,키플링,,,,,,
05_fashion_accessories-training-000069,05_fashion_accessories,05,ba236c4fb9ae27b3,v2,90000,,Red Wing,,,,,,
05_fashion_accessories-training-000070,05_fashion_accessories,05,89147ea8ac2e8a99,v2,50000,,미즈노,,,,,,
05_fashion_accessories-training-000071,05_fashion_accessories,05,4a7eb9192ee3a29d,v2,48000,,알렉산더왕,,,,,,
05_fashion_accessories-training-000072,05_fashion_accessories,05,ed2b603445f7178e,v2,95000,,바비아나,,,,,,
05_fashion_accessories-training-000073,05_fashion_accessories,05,5a7f18135150185e,v2,165794,,보테가베네타,,,,,,
05_fashion_accessories-training-000074,05_fashion_accessories,05,66fc5148df4d7a18,v2,188234,,프라다,,,,,,
05_fashion_accessories-training-000075,05_fashion_accessories,05,551f95b742d491b2,v2,40000,,힐사이드,,,,,,
05_fashion_accessories-training-000076,05_fashion_accessories,05,e98493fe760189cf,v2,1111111,,샤넬,,,,,,
05_fashion_accessories-training-000077,05_fashion_accessories,05,5205ead3108e8b8c,v2,160000,,PORTER ATMOS,,,,,,
05_fashion_accessories-training-000078,05_fashion_accessories,05,06a58c3b599066d0,v2,120000,,버버리,,,,,,
05_fashion_accessories-training-000079,05_fashion_accessories,05,5b60723a9c99461d,v2,45000,,이스트팩,,,,,,
05_fashion_accessories-training-000080,05_fashion_accessories,05,04aed5e2cf573475,v2,568037,,루이비통,,,,,,
05_fashion_accessories-training-000081,05_fashion_accessories,05,508c1ee31a4a1a7a,v2,230000,,메종 마르지엘라,,,,,,
05_fashion_accessories-training-000082,05_fashion_accessories,05,a9ab613154ffa03b,v2,25000,,스노우피크,,,,,,
05_fashion_accessories-training-000083,05_fashion_accessories,05,04aed5e2cf573475,v2,627564,,루이비통,,,,,,
05_fashion_accessories-training-000084,05_fashion_accessories,05,acd0c0682a7ded4d,v2,80000,,GUNAS NEW YORK,,,,,,
05_fashion_accessories-training-000085,05_fashion_accessories,05,5b60723a9c99461d,v2,45000,,이스트팩,,,,,,
05_fashion_accessories-training-000086,05_fashion_accessories,05,e98493fe760189cf,v2,1111111,,샤넬,,,,,,
05_fashion_accessories-training-000087,05_fashion_accessories,05,311dc2df947e1273,v2,165000,,유세지,,,,,,
05_fashion_accessories-training-000088,05_fashion_accessories,05,b93a92587b2d5094,v2,243556,,구찌,,,,,,
05_fashion_accessories-training-000089,05_fashion_accessories,05,8ab77d95e5dcbdf6,v2,20000,,스타벅스 라코스테,,,,,,
05_fashion_accessories-training-000090,05_fashion_accessories,05,7720d8d7b840f7aa,v2,50000,,오야니,,,,,,
05_fashion_accessories-training-000091,05_fashion_accessories,05,8c286e3057dfbe2b,v2,26000,,쿠론,,,,,,
05_fashion_accessories-training-000092,05_fashion_accessories,05,feb7a2bb970c9765,v2,319000,,포터,,,,,,
05_fashion_accessories-training-000093,05_fashion_accessories,05,ece7b7e6fef6f2de,v2,65000,,톰포드,,,,,,
05_fashion_accessories-training-000094,05_fashion_accessories,05,768e2156b3125d53,v2,105000,,코치,,,,,,
05_fashion_accessories-training-000095,05_fashion_accessories,05,44851e355877ee25,v2,577728,,고야드,,,,,,
05_fashion_accessories-training-000096,05_fashion_accessories,05,71c3ddd0c0bbff7e,v2,200000,,보테가,,,,,,
05_fashion_accessories-training-000097,05_fashion_accessories,05,8c9742c1d1243df1,v2,22000,,고야,,,,,,
05_fashion_accessories-training-000098,05_fashion_accessories,05,9832e76977b4dd96,v2,22000,,뉴에라,,,,,,
05_fashion_accessories-training-000099,05_fashion_accessories,05,83178e208b393b7d,v2,25000,,디스커버리,,,,,,
05_fashion_accessories-training-000100,05_fashion_accessories,05,ff8897a1ccbaf3cc,v2,90000,,롱샴,,,,,,
05_fashion_accessories-training-000101,05_fashion_accessories,05,64b5c70d130c0089,v2,20000,,키플링,,,,,,
05_fashion_accessories-training-000102,05_fashion_accessories,05,30aa86e1a64475ff,v2,284258,,디올,,,,,,
05_fashion_accessories-training-000103,05_fashion_accessories,05,01d1f84a4ed2e0c9,v2,19000,,산리오,,,,,,
05_fashion_accessories-training-000104,05_fashion_accessories,05,d4aa9ff0cc32956b,v2,30000,,MCM,,,,,,
05_fashion_accessories-training-000105,05_fashion_accessories,05,7d702beaf1ae5184,v2,80000,,할리케이,,,,,,
05_fashion_accessories-training-000106,05_fashion_accessories,05,04aed5e2cf573475,v2,696179,,루이비통,,,,,,
05_fashion_accessories-training-000107,05_fashion_accessories,05,725b7bce87b5e324,v2,10000,,몽벨,,,,,,
05_fashion_accessories-training-000108,05_fashion_accessories,05,e98493fe760189cf,v2,450000,,샤넬,,,,,,
05_fashion_accessories-training-000109,05_fashion_accessories,05,22339c032671d179,v2,28000,,디키즈,,,,,,
05_fashion_accessories-training-000110,05_fashion_accessories,05,64788f887251d852,v2,10000,,폴스부띠끄,,,,,,
05_fashion_accessories-training-000111,05_fashion_accessories,05,a84232825427d852,v2,300000,,발렌시아가,,,,,,
05_fashion_accessories-training-000112,05_fashion_accessories,05,89046d0a488d7f25,v2,10000,,마이멜로디,,,,,,
05_fashion_accessories-training-000113,05_fashion_accessories,05,5a7f18135150185e,v2,400000,,보테가베네타,,,,,,
05_fashion_accessories-training-000114,05_fashion_accessories,05,db9cbae7ce102f45,v2,15000,,메리봉봉,,,,,,
05_fashion_accessories-training-000115,05_fashion_accessories,05,5be025e98bde874e,v2,7000,,에이블리,,,,,,
05_fashion_accessories-training-000116,05_fashion_accessories,05,04aed5e2cf573475,v2,457429,,루이비통,,,,,,
05_fashion_accessories-training-000117,05_fashion_accessories,05,5a7f18135150185e,v2,185907,,보테가베네타,,,,,,
05_fashion_accessories-training-000118,05_fashion_accessories,05,dac23ece3b8a82a8,v2,100000,,루이까또즈,,,,,,
05_fashion_accessories-training-000119,05_fashion_accessories,05,73ff288ca3c81ca4,v2,15000,,휠라,,,,,,
05_fashion_accessories-training-000120,05_fashion_accessories,05,db9cbae7ce102f45,v2,15000,,메리봉봉,,,,,,
05_fashion_accessories-training-000121,05_fashion_accessories,05,01d1f84a4ed2e0c9,v2,12500,,산리오,,,,,,
05_fashion_accessories-training-000122,05_fashion_accessories,05,a84232825427d852,v2,300000,,발렌시아가,,,,,,
05_fashion_accessories-training-000123,05_fashion_accessories,05,b93a92587b2d5094,v2,263528,,구찌,,,,,,
05_fashion_accessories-training-000124,05_fashion_accessories,05,db9cbae7ce102f45,v2,15000,,메리봉봉,,,,,,
05_fashion_accessories-training-000125,05_fashion_accessories,05,5b60723a9c99461d,v2,45000,,이스트팩,,,,,,
05_fashion_accessories-training-000126,05_fashion_accessories,05,04aed5e2cf573475,v2,528706,,루이비통,,,,,,
05_fashion_accessories-training-000127,05_fashion_accessories,05,551f95b742d491b2,v2,40000,,힐사이드,,,,,,
05_fashion_accessories-training-000128,05_fashion_accessories,05,70913e3d7dc69f49,v2,75000,,벤츠,,,,,,
05_fashion_accessories-training-000129,05_fashion_accessories,05,04aed5e2cf573475,v2,425507,,루이비통,,,,,,
05_fashion_accessories-training-000130,05_fashion_accessories,05,4a7eb9192ee3a29d,v2,48000,,알렉산더왕,,,,,,
05_fashion_accessories-training-000131,05_fashion_accessories,05,93bd57f095d4ee30,v2,38000,,베이프,,,,,,
05_fashion_accessories-training-000132,05_fashion_accessories,05,5205ead3108e8b8c,v2,160000,,PORTER ATMOS,,,,,,
05_fashion_accessories-training-000133,05_fashion_accessories,05,16c2945a8ecbd4a4,v2,30000,,토리버치,,,,,,
05_fashion_accessories-training-000134,05_fashion_accessories,05,ed2b603445f7178e,v2,95000,,바비아나,,,,,,
05_fashion_accessories-training-000135,05_fashion_accessories,05,8c036fd2d9ae8b79,v2,40000,,노스페이스,,,,,,
05_fashion_accessories-training-000136,05_fashion_accessories,05,30aa86e1a64475ff,v2,360276,,디올,,,,,,
05_fashion_accessories-training-000137,05_fashion_accessories,05,44851e355877ee25,v2,351692,,고야드,,,,,,
05_fashion_accessories-training-000138,05_fashion_accessories,05,e98493fe760189cf,v2,1111111,,샤넬,,,,,,
05_fashion_accessories-training-000139,05_fashion_accessories,05,89147ea8ac2e8a99,v2,50000,,미즈노,,,,,,
05_fashion_accessories-training-000140,05_fashion_accessories,05,1fb48d40a25155ca,v2,70000,,아비에무아,,,,,,
05_fashion_accessories-training-000141,05_fashion_accessories,05,df31dc7f827b29af,v2,10000,,시슬리,,,,,,
05_fashion_accessories-training-000142,05_fashion_accessories,05,bc2d377811816154,v2,35302,,마이클코어스,,,,,,
05_fashion_accessories-training-000143,05_fashion_accessories,05,43a683e0439c33a2,v2,190000,,몽블랑,,,,,,
05_fashion_accessories-training-000144,05_fashion_accessories,05,788a527b507cbe2e,v2,115000,,더름,,,,,,
05_fashion_accessories-training-000145,05_fashion_accessories,05,db9cbae7ce102f45,v2,15000,,메리봉봉,,,,,,
05_fashion_accessories-training-000146,05_fashion_accessories,05,30aa86e1a64475ff,v2,370637,,디올,,,,,,
05_fashion_accessories-training-000147,05_fashion_accessories,05,b8ed47e0061b0dcd,v2,300000,,톰브라운,,,,,,
05_fashion_accessories-training-000148,05_fashion_accessories,05,e04044f16ccdf03c,v2,30000,,코이무이,,,,,,
05_fashion_accessories-training-000149,05_fashion_accessories,05,89147ea8ac2e8a99,v2,50000,,미즈노,,,,,,
05_fashion_accessories-training-000150,05_fashion_accessories,05,d8708e07d1bd02dc,v2,150000,,안트미미,,,,,,
05_fashion_accessories-training-000151,05_fashion_accessories,05,5be025e98bde874e,v2,7000,,에이블리,,,,,,
05_fashion_accessories-training-000152,05_fashion_accessories,05,99c4d279d1c2bd56,v2,16000,,스타렉슨,,,,,,
05_fashion_accessories-training-000153,05_fashion_accessories,05,04aed5e2cf573475,v2,625273,,루이비통,,,,,,
05_fashion_accessories-training-000154,05_fashion_accessories,05,71c3ddd0c0bbff7e,v2,200000,,보테가,,,,,,
05_fashion_accessories-training-000155,05_fashion_accessories,05,30aa86e1a64475ff,v2,364616,,디올,,,,,,
05_fashion_accessories-training-000156,05_fashion_accessories,05,2bfc8445cc21d677,v2,240000,,발렌티노,,,,,,
05_fashion_accessories-training-000157,05_fashion_accessories,05,ca561aa2c4203ef8,v2,25000,,버드와이저,,,,,,
05_fashion_accessories-training-000158,05_fashion_accessories,05,e4b29ed53f6ee9cc,v2,23000,,라코스테,,,,,,
05_fashion_accessories-training-000159,05_fashion_accessories,05,ee9630b25a96e40e,v2,210000,,루이독,,,,,,
05_fashion_accessories-training-000160,05_fashion_accessories,05,965b111e6d9910e8,v2,65000,,아우디,,,,,,
05_fashion_accessories-training-000161,05_fashion_accessories,05,f2b5b85a9ee059be,v2,15000,,리미떼두두,,,,,,
05_fashion_accessories-training-000162,05_fashion_accessories,05,a557d4c411feba4a,v2,55000,,DAKS,,,,,,
05_fashion_accessories-training-000163,05_fashion_accessories,05,04aed5e2cf573475,v2,633185,,루이비통,,,,,,
05_fashion_accessories-training-000164,05_fashion_accessories,05,b93a92587b2d5094,v2,281611,,구찌,,,,,,
05_fashion_accessories-training-000165,05_fashion_accessories,05,01d1f84a4ed2e0c9,v2,12500,,산리오,,,,,,
05_fashion_accessories-training-000166,05_fashion_accessories,05,04aed5e2cf573475,v2,541843,,루이비통,,,,,,
05_fashion_accessories-training-000167,05_fashion_accessories,05,ee9630b25a96e40e,v2,210000,,루이독,,,,,,
05_fashion_accessories-training-000168,05_fashion_accessories,05,157ab8e8d4217b91,v2,80000,,빈폴,,,,,,
05_fashion_accessories-training-000169,05_fashion_accessories,05,937e7a5dba12844b,v2,65000,,EEPY,,,,,,
05_fashion_accessories-training-000170,05_fashion_accessories,05,5fcf0f5b6a3fa081,v2,15000,,치이카와,,,,,,
05_fashion_accessories-training-000171,05_fashion_accessories,05,9aa7aaa09c8d3ce4,v2,50000,,메트로시티,,,,,,
05_fashion_accessories-training-000172,05_fashion_accessories,05,b93a92587b2d5094,v2,348423,,구찌,,,,,,
05_fashion_accessories-training-000173,05_fashion_accessories,05,44851e355877ee25,v2,800000,,고야드,,,,,,
05_fashion_accessories-training-000174,05_fashion_accessories,05,7fc5dfe094c156fd,v2,155000,,아뜰리에드루멘,,,,,,
05_fashion_accessories-training-000175,05_fashion_accessories,05,04aed5e2cf573475,v2,465710,,루이비통,,,,,,
05_fashion_accessories-training-000176,05_fashion_accessories,05,8c286e3057dfbe2b,v2,88000,,쿠론,,,,,,
05_fashion_accessories-training-000177,05_fashion_accessories,05,768e2156b3125d53,v2,105000,,코치,,,,,,
05_fashion_accessories-training-000178,05_fashion_accessories,05,01d1f84a4ed2e0c9,v2,12500,,산리오,,,,,,
05_fashion_accessories-training-000179,05_fashion_accessories,05,937e7a5dba12844b,v2,65000,,EEPY,,,,,,
05_fashion_accessories-training-000180,05_fashion_accessories,05,44851e355877ee25,v2,165491,,고야드,,,,,,
05_fashion_accessories-training-000181,05_fashion_accessories,05,feb7a2bb970c9765,v2,319000,,포터,,,,,,
05_fashion_accessories-training-000182,05_fashion_accessories,05,89147ea8ac2e8a99,v2,50000,,미즈노,,,,,,
05_fashion_accessories-training-000183,05_fashion_accessories,05,a5f635bda69d290f,v2,1450000,,Hermes,,,,,,
05_fashion_accessories-training-000184,05_fashion_accessories,05,30aa86e1a64475ff,v2,301506,,디올,,,,,,
05_fashion_accessories-training-000185,05_fashion_accessories,05,b93a92587b2d5094,v2,396716,,구찌,,,,,,
05_fashion_accessories-training-000186,05_fashion_accessories,05,8c286e3057dfbe2b,v2,88000,,쿠론,,,,,,
05_fashion_accessories-training-000187,05_fashion_accessories,05,171d31c657284644,v2,30000,,내셔널지오그래픽,,,,,,
05_fashion_accessories-training-000188,05_fashion_accessories,05,906e314763630bbc,v2,45000,,캘빈클라인,,,,,,
05_fashion_accessories-training-000189,05_fashion_accessories,05,8c9742c1d1243df1,v2,22000,,고야,,,,,,
05_fashion_accessories-training-000190,05_fashion_accessories,05,66a77f9d15d1be61,v2,100000,,PORTER,,,,,,
05_fashion_accessories-training-000191,05_fashion_accessories,05,30aa86e1a64475ff,v2,325998,,디올,,,,,,
05_fashion_accessories-training-000192,05_fashion_accessories,05,b93a92587b2d5094,v2,375663,,구찌,,,,,,
05_fashion_accessories-training-000193,05_fashion_accessories,05,30aa86e1a64475ff,v2,442208,,디올,,,,,,
05_fashion_accessories-training-000194,05_fashion_accessories,05,c4d618f8e6a93092,v2,40000,,스와니펫,,,,,,
05_fashion_accessories-training-000195,05_fashion_accessories,05,7fc5dfe094c156fd,v2,155000,,아뜰리에드루멘,,,,,,
05_fashion_accessories-training-000196,05_fashion_accessories,05,16c2945a8ecbd4a4,v2,26000,,토리버치,,,,,,
05_fashion_accessories-training-000197,05_fashion_accessories,05,44851e355877ee25,v2,225455,,고야드,,,,,,
05_fashion_accessories-training-000198,05_fashion_accessories,05,a9ab613154ffa03b,v2,25000,,스노우피크,,,,,,
05_fashion_accessories-training-000199,05_fashion_accessories,05,93bd57f095d4ee30,v2,38000,,베이프,,,,,,
05_fashion_accessories-training-000200,05_fashion_accessories,05,8c286e3057dfbe2b,v2,88000,,쿠론,,,,,,
05_fashion_accessories-training-000201,05_fashion_accessories,05,44851e355877ee25,v2,346134,,고야드,,,,,,
05_fashion_accessories-training-000202,05_fashion_accessories,05,9c51113fd35c0d6e,v2,9000,,스타벅스,,,,,,
05_fashion_accessories-training-000203,05_fashion_accessories,05,5b8f5edd1658fccb,v2,13000,,칼린,,,,,,
05_fashion_accessories-training-000204,05_fashion_accessories,05,06a58c3b599066d0,v2,400000,,버버리,,,,,,
05_fashion_accessories-training-000205,05_fashion_accessories,05,df31dc7f827b29af,v2,10000,,시슬리,,,,,,
05_fashion_accessories-training-000206,05_fashion_accessories,05,5a7f18135150185e,v2,301915,,보테가베네타,,,,,,
05_fashion_accessories-training-000207,05_fashion_accessories,05,bae52e1bca98e538,v2,43000,,SSG 랜더스,,,,,,
05_fashion_accessories-training-000208,05_fashion_accessories,05,0c200451ab0063ad,v2,299999,,TUMI,,,,,,
05_fashion_accessories-training-000209,05_fashion_accessories,05,99c4d279d1c2bd56,v2,16000,,스타렉슨,,,,,,
05_fashion_accessories-training-000210,05_fashion_accessories,05,3af8f85356393282,v2,10000,,루이바오,,,,,,
05_fashion_accessories-training-000211,05_fashion_accessories,05,22a6c5db2bc5111b,v2,15800,,아가타,,,,,,
05_fashion_accessories-training-000212,05_fashion_accessories,05,1e998502a6885ce0,v2,34000,,공구우먼,,,,,,
05_fashion_accessories-training-000213,05_fashion_accessories,05,5205ead3108e8b8c,v2,160000,,PORTER ATMOS,,,,,,
05_fashion_accessories-training-000214,05_fashion_accessories,05,99c4d279d1c2bd56,v2,16000,,스타렉슨,,,,,,
05_fashion_accessories-training-000215,05_fashion_accessories,05,75023731835a9cc0,v2,300000,,아크네스튜디오,,,,,,
05_fashion_accessories-training-000216,05_fashion_accessories,05,b93a92587b2d5094,v2,258231,,구찌,,,,,,
05_fashion_accessories-training-000217,05_fashion_accessories,05,f2b5b85a9ee059be,v2,15000,,리미떼두두,,,,,,
05_fashion_accessories-training-000218,05_fashion_accessories,05,04aed5e2cf573475,v2,710263,,루이비통,,,,,,
05_fashion_accessories-training-000219,05_fashion_accessories,05,b93a92587b2d5094,v2,238739,,구찌,,,,,,
05_fashion_accessories-training-000220,05_fashion_accessories,05,9aa7aaa09c8d3ce4,v2,50000,,메트로시티,,,,,,
05_fashion_accessories-training-000221,05_fashion_accessories,05,44851e355877ee25,v2,310328,,고야드,,,,,,
05_fashion_accessories-training-000222,05_fashion_accessories,05,06a58c3b599066d0,v2,1600000,,버버리,,,,,,
05_fashion_accessories-training-000223,05_fashion_accessories,05,7fc5dfe094c156fd,v2,155000,,아뜰리에드루멘,,,,,,
05_fashion_accessories-training-000224,05_fashion_accessories,05,89046d0a488d7f25,v2,10000,,마이멜로디,,,,,,
05_fashion_accessories-training-000225,05_fashion_accessories,05,30aa86e1a64475ff,v2,296543,,디올,,,,,,
05_fashion_accessories-training-000226,05_fashion_accessories,05,66fc5148df4d7a18,v2,259343,,프라다,,,,,,
05_fashion_accessories-training-000227,05_fashion_accessories,05,7ee3d2cdfc294932,v2,180000,,주르드,,,,,,
05_fashion_accessories-training-000228,05_fashion_accessories,05,64b5c70d130c0089,v2,20000,,키플링,,,,,,
05_fashion_accessories-training-000229,05_fashion_accessories,05,d07a0cbe4349eefc,v2,40000,,비비안웨스트우드,,,,,,
05_fashion_accessories-training-000230,05_fashion_accessories,05,04aed5e2cf573475,v2,630935,,루이비통,,,,,,
05_fashion_accessories-training-000231,05_fashion_accessories,05,04aed5e2cf573475,v2,709738,,루이비통,,,,,,
05_fashion_accessories-training-000232,05_fashion_accessories,05,04aed5e2cf573475,v2,460535,,루이비통,,,,,,
05_fashion_accessories-training-000233,05_fashion_accessories,05,d46d3c54208b142e,v2,2750000,,셀린느,,,,,,
05_fashion_accessories-training-000234,05_fashion_accessories,05,9c51113fd35c0d6e,v2,9000,,스타벅스,,,,,,
05_fashion_accessories-training-000235,05_fashion_accessories,05,44851e355877ee25,v2,364545,,고야드,,,,,,
05_fashion_accessories-training-000236,05_fashion_accessories,05,30aa86e1a64475ff,v2,476623,,디올,,,,,,
05_fashion_accessories-training-000237,05_fashion_accessories,05,04aed5e2cf573475,v2,612655,,루이비통,,,,,,
05_fashion_accessories-training-000238,05_fashion_accessories,05,9832e76977b4dd96,v2,22000,,뉴에라,,,,,,
05_fashion_accessories-training-000239,05_fashion_accessories,05,acd0c0682a7ded4d,v2,80000,,GUNAS NEW YORK,,,,,,
05_fashion_accessories-training-000240,05_fashion_accessories,05,66fc5148df4d7a18,v2,335947,,프라다,,,,,,
05_fashion_accessories-training-000241,05_fashion_accessories,05,157ab8e8d4217b91,v2,29000,,빈폴,,,,,,
05_fashion_accessories-training-000242,05_fashion_accessories,05,bc2d377811816154,v2,53590,,마이클코어스,,,,,,
