item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_name,item_type,capacity_ml,condition,piece_count,line_series,fragrance_type
11_beauty-training-000091,11_beauty,11,268a4d5eb692119f,v2,6900,Dior,,,,,,,
11_beauty-training-000092,11_beauty,11,0eabb15f8e784f60,v2,38000,바이레도,,,,,,,
11_beauty-training-000093,11_beauty,11,8fcf1f8898622ae6,v2,41255,차이슨,,,,,,,
11_beauty-training-000094,11_beauty,11,a0e1c345c4b42f66,v2,40000,VTT,,,,,,,
11_beauty-training-000095,11_beauty,11,06ffa7f53271b59e,v2,51575,베르사체,,,,,,,
11_beauty-training-000096,11_beauty,11,3fc2acbbe57c00cc,v2,125000,스테판움베르루카,,,,,,,
11_beauty-training-000097,11_beauty,11,aafc9d452b6fdee1,v2,65000,메튜장,,,,,,,
11_beauty-training-000098,11_beauty,11,1a32e86bfa2a8f0d,v2,57000,SHIRO,,,,,,,
11_beauty-training-000099,11_beauty,11,2b585babd7ab5683,v2,71353,유닉스,,,,,,,
11_beauty-training-000100,11_beauty,11,ee0961d704a69aff,v2,20000,애터미,,,,,,,
11_beauty-training-000101,11_beauty,11,68b98d9390d5d1a9,v2,220000,이니시오,,,,,,,
11_beauty-training-000102,11_beauty,11,ff2973a79b2b17b2,v2,34000,블랙하비,,,,,,,
11_beauty-training-000103,11_beauty,11,36fe0509135aa8be,v2,10000,몽클레르,,,,,,,
11_beauty-training-000104,11_beauty,11,4c9d8d0676d8be2a,v2,59803,JMW,,,,,,,
11_beauty-training-000105,11_beauty,11,0eabb15f8e784f60,v2,38000,바이레도,,,,,,,
11_beauty-training-000106,11_beauty,11,2ecd558c02680368,v2,366319,다이슨,,,,,,,
11_beauty-training-000107,11_beauty,11,9ff1cec5cc882c2b,v2,95000,샤크,,,,,,,
11_beauty-training-000108,11_beauty,11,b0e41deb6c4e74fe,v2,48000,리히텐,,,,,,,
11_beauty-training-000109,11_beauty,11,f83b25e9e5b2bf3d,v2,30000,이프아이,,,,,,,
11_beauty-training-000110,11_beauty,11,2b585babd7ab5683,v2,83382,유닉스,,,,,,,
11_beauty-training-000111,11_beauty,11,7effc079681b18dc,v2,150000,필립스,,,,,,,
11_beauty-training-000112,11_beauty,11,1a3886aae69773be,v2,46000,비컴프,,,,,,,
11_beauty-training-000113,11_beauty,11,e47a5fbd8e592dbf,v2,59000,까르띠에,,,,,,,
11_beauty-training-000114,11_beauty,11,2ecd558c02680368,v2,343856,다이슨,,,,,,,
11_beauty-training-000115,11_beauty,11,6218c17f6747a5b3,v2,45000,지미추,,,,,,,
11_beauty-training-000116,11_beauty,11,2b585babd7ab5683,v2,51593,유닉스,,,,,,,
11_beauty-training-000117,11_beauty,11,8fcf1f8898622ae6,v2,42601,차이슨,,,,,,,
11_beauty-training-000118,11_beauty,11,8fcf1f8898622ae6,v2,39198,차이슨,,,,,,,
11_beauty-training-000119,11_beauty,11,5f6c63d89b0056a9,v2,18000,W.dressroom,,,,,,,
11_beauty-training-000120,11_beauty,11,4c9d8d0676d8be2a,v2,52657,JMW,,,,,,,
11_beauty-training-000121,11_beauty,11,87ea35e1b8bb7396,v2,46000,이세이미야케,,,,,,,
11_beauty-training-000122,11_beauty,11,4c9d8d0676d8be2a,v2,59074,JMW,,,,,,,
11_beauty-training-000123,11_beauty,11,6dc065dff929711c,v2,55000,골드필드앤뱅크스,,,,,,,
11_beauty-training-000124,11_beauty,11,e9304829da0ea704,v2,115000,비달사순,,,,,,,
11_beauty-training-000125,11_beauty,11,4bd08d8c5a2c0753,v2,30000,BSW,,,,,,,
11_beauty-training-000126,11_beauty,11,b50ebb33b9f0c9f1,v2,49235,러쉬,,,,,,,
11_beauty-training-000127,11_beauty,11,4c9d8d0676d8be2a,v2,69729,JMW,,,,,,,
11_beauty-training-000128,11_beauty,11,e98493fe760189cf,v2,16555,샤넬,,,,,,,
11_beauty-training-000129,11_beauty,11,8a9515f63839f978,v2,20000,테팔,,,,,,,
11_beauty-training-000130,11_beauty,11,44a4b7a6390877a6,v2,15000,해피,,,,,,,
11_beauty-training-000131,11_beauty,11,2ecd558c02680368,v2,385678,다이슨,,,,,,,
11_beauty-training-000132,11_beauty,11,e98493fe760189cf,v2,16054,샤넬,,,,,,,
11_beauty-training-000133,11_beauty,11,8a9515f63839f978,v2,20000,테팔,,,,,,,
11_beauty-training-000134,11_beauty,11,8fcf1f8898622ae6,v2,41515,차이슨,,,,,,,
11_beauty-training-000135,11_beauty,11,3878071f0e179af8,v2,43000,겔랑,,,,,,,
11_beauty-training-000136,11_beauty,11,6a24e666b2ae3a35,v2,70000,레가토,,,,,,,
11_beauty-training-000137,11_beauty,11,93a0829141cde041,v2,5000,라멜린,,,,,,,
11_beauty-training-000138,11_beauty,11,8fcf1f8898622ae6,v2,38811,차이슨,,,,,,,
11_beauty-training-000139,11_beauty,11,6218c17f6747a5b3,v2,85000,지미추,,,,,,,
11_beauty-training-000140,11_beauty,11,879a4e408bb59d4c,v2,6000,예스뷰티,,,,,,,
11_beauty-training-000141,11_beauty,11,2b585babd7ab5683,v2,100070,유닉스,,,,,,,
11_beauty-training-000142,11_beauty,11,3878071f0e179af8,v2,43000,겔랑,,,,,,,
11_beauty-training-000143,11_beauty,11,7effc079681b18dc,v2,150000,필립스,,,,,,,
11_beauty-training-000144,11_beauty,11,f13195b70d5a7eba,v2,30000,클린,,,,,,,
11_beauty-training-000145,11_beauty,11,3870bca04e898023,v2,270000,Parfums de Marly,,,,,,,
11_beauty-training-000146,11_beauty,11,e5189427eb704ff4,v2,95000,이솝,,,,,,,
11_beauty-training-000147,11_beauty,11,a2697e962d6819fc,v2,36000,겐조,,,,,,,
11_beauty-training-000148,11_beauty,11,68b98d9390d5d1a9,v2,220000,이니시오,,,,,,,
11_beauty-training-000149,11_beauty,11,4c9d8d0676d8be2a,v2,71435,JMW,,,,,,,
11_beauty-training-000150,11_beauty,11,268a4d5eb692119f,v2,6900,Dior,,,,,,,
11_beauty-training-000151,11_beauty,11,e900e22157002d83,v2,42000,Dani Mackenzie,,,,,,,
11_beauty-training-000152,11_beauty,11,04aed5e2cf573475,v2,19000,루이비통,,,,,,,
11_beauty-training-000153,11_beauty,11,ee0961d704a69aff,v2,20000,애터미,,,,,,,
11_beauty-training-000154,11_beauty,11,43a683e0439c33a2,v2,58000,몽블랑,,,,,,,
11_beauty-training-000155,11_beauty,11,b6ea0224e50b18ad,v2,380000,르라보,,,,,,,
11_beauty-training-000156,11_beauty,11,4c9d8d0676d8be2a,v2,54805,JMW,,,,,,,
11_beauty-training-000157,11_beauty,11,556b4854d0f80c4e,v2,40000,무아스,,,,,,,
11_beauty-training-000158,11_beauty,11,4c9d8d0676d8be2a,v2,60509,JMW,,,,,,,
11_beauty-training-000159,11_beauty,11,4c9d8d0676d8be2a,v2,48266,JMW,,,,,,,
11_beauty-training-000160,11_beauty,11,b0e41deb6c4e74fe,v2,48000,리히텐,,,,,,,
11_beauty-training-000161,11_beauty,11,4c9d8d0676d8be2a,v2,60756,JMW,,,,,,,
11_beauty-training-000162,11_beauty,11,43a683e0439c33a2,v2,45000,몽블랑,,,,,,,
11_beauty-training-000163,11_beauty,11,3fc2acbbe57c00cc,v2,125000,스테판움베르루카,,,,,,,
11_beauty-training-000164,11_beauty,11,2b585babd7ab5683,v2,43325,유닉스,,,,,,,
11_beauty-training-000165,11_beauty,11,f4b464dccabfe323,v2,4000,레카,,,,,,,
11_beauty-training-000166,11_beauty,11,8be07d6ef22174de,v2,24000,무신사스탠다드,,,,,,,
11_beauty-training-000167,11_beauty,11,8be07d6ef22174de,v2,24000,무신사스탠다드,,,,,,,
11_beauty-training-000168,11_beauty,11,e98493fe760189cf,v2,16576,샤넬,,,,,,,
11_beauty-training-000169,11_beauty,11,b93a92587b2d5094,v2,250000,구찌,,,,,,,
11_beauty-training-000170,11_beauty,11,df8207f1e97db2c0,v2,200000,르 라보,,,,,,,
11_beauty-training-000171,11_beauty,11,4c9d8d0676d8be2a,v2,51011,JMW,,,,,,,
11_beauty-training-000172,11_beauty,11,a9860679fff83c15,v2,230000,바툼,,,,,,,
11_beauty-training-000173,11_beauty,11,e9304829da0ea704,v2,115000,비달사순,,,,,,,
11_beauty-training-000174,11_beauty,11,44a4b7a6390877a6,v2,15000,해피,,,,,,,
11_beauty-training-000175,11_beauty,11,2b6751e84dfcadec,v2,430000,루비이통,,,,,,,
11_beauty-training-000176,11_beauty,11,36fe0509135aa8be,v2,10000,몽클레르,,,,,,,
11_beauty-training-000177,11_beauty,11,2b6751e84dfcadec,v2,430000,루비이통,,,,,,,
11_beauty-training-000178,11_beauty,11,50670bbc228f1e2f,v2,37000,보랄,,,,,,,
11_beauty-training-000179,11_beauty,11,4c88095ad540f5be,v2,270000,오르메,,,,,,,
11_beauty-training-000180,11_beauty,11,b93a92587b2d5094,v2,87000,구찌,,,,,,,
11_beauty-training-000181,11_beauty,11,d17f52f08f7cd0ba,v2,16000,CRASTS,,,,,,,
11_beauty-training-000182,11_beauty,11,30aa86e1a64475ff,v2,50000,디올,,,,,,,
11_beauty-training-000183,11_beauty,11,712c7bda9c1d6f13,v2,62000,랄프로렌,,,,,,,
11_beauty-training-000184,11_beauty,11,4bc7a74707f0d1ea,v2,18000,불리,,,,,,,
11_beauty-training-000185,11_beauty,11,87ea35e1b8bb7396,v2,46000,이세이미야케,,,,,,,
11_beauty-training-000186,11_beauty,11,788eb9644a32dec3,v2,40000,에이딕트,,,,,,,
11_beauty-training-000187,11_beauty,11,ff2973a79b2b17b2,v2,34000,블랙하비,,,,,,,
11_beauty-training-000188,11_beauty,11,2ee5f7e0865c69ca,v2,16000,입생로랑,,,,,,,
11_beauty-training-000189,11_beauty,11,4c9d8d0676d8be2a,v2,78451,JMW,,,,,,,
11_beauty-training-000190,11_beauty,11,1450030d053f83a4,v2,18000,동네꽃집,,,,,,,
11_beauty-training-000191,11_beauty,11,9ff1cec5cc882c2b,v2,95000,샤크,,,,,,,
11_beauty-training-000192,11_beauty,11,4c9d8d0676d8be2a,v2,46286,JMW,,,,,,,
11_beauty-training-000193,11_beauty,11,7effc079681b18dc,v2,65000,필립스,,,,,,,
11_beauty-training-000194,11_beauty,11,8555e0e8607bcf46,v2,15000,CK 이노베이션,,,,,,,
11_beauty-training-000195,11_beauty,11,342c0c3c7c9665d4,v2,12000,끌로에,,,,,,,
11_beauty-training-000196,11_beauty,11,06ffa7f53271b59e,v2,50974,베르사체,,,,,,,
11_beauty-training-000197,11_beauty,11,5b78a7c0bd2b13ec,v2,60000,딥디크,,,,,,,
11_beauty-training-000198,11_beauty,11,8555e0e8607bcf46,v2,15000,CK 이노베이션,,,,,,,
11_beauty-training-000199,11_beauty,11,b93a92587b2d5094,v2,115000,구찌,,,,,,,
11_beauty-training-000200,11_beauty,11,f493146f1bc5bb68,v2,18000,헉슬리,,,,,,,
11_beauty-training-000201,11_beauty,11,30aa86e1a64475ff,v2,50000,디올,,,,,,,
11_beauty-training-000202,11_beauty,11,556b4854d0f80c4e,v2,70000,무아스,,,,,,,
11_beauty-training-000203,11_beauty,11,a5cb7777628c3b61,v2,110000,두즈,,,,,,,
11_beauty-training-000204,11_beauty,11,a2697e962d6819fc,v2,42000,겐조,,,,,,,
11_beauty-training-000205,11_beauty,11,f493146f1bc5bb68,v2,18000,헉슬리,,,,,,,
11_beauty-training-000206,11_beauty,11,b50ebb33b9f0c9f1,v2,28172,러쉬,,,,,,,
11_beauty-training-000207,11_beauty,11,06ffa7f53271b59e,v2,50463,베르사체,,,,,,,
11_beauty-training-000208,11_beauty,11,d17f52f08f7cd0ba,v2,16000,CRASTS,,,,,,,
11_beauty-training-000209,11_beauty,11,28bb9d8b4679b6d4,v2,95000,오아,,,,,,,
11_beauty-training-000210,11_beauty,11,7a5a99ebf4794c1a,v2,200000,마르세이유,,,,,,,
11_beauty-training-000211,11_beauty,11,879a4e408bb59d4c,v2,6000,예스뷰티,,,,,,,
11_beauty-training-000212,11_beauty,11,bf07d49a245f12b6,v2,56871,조말론,,,,,,,
11_beauty-training-000213,11_beauty,11,38a4e2e7a139e4fc,v2,70000,메종마르지엘라,,,,,,,
11_beauty-training-000214,11_beauty,11,712c7bda9c1d6f13,v2,82000,랄프로렌,,,,,,,
11_beauty-training-000215,11_beauty,11,4bd08d8c5a2c0753,v2,30000,BSW,,,,,,,
11_beauty-training-000216,11_beauty,11,88af50101cde7927,v2,150000,JRL,,,,,,,
11_beauty-training-000217,11_beauty,11,2ecd558c02680368,v2,338676,다이슨,,,,,,,
11_beauty-training-000218,11_beauty,11,2ee5f7e0865c69ca,v2,130000,입생로랑,,,,,,,
11_beauty-training-000219,11_beauty,11,8fcf1f8898622ae6,v2,41796,차이슨,,,,,,,
11_beauty-training-000220,11_beauty,11,8a9515f63839f978,v2,10000,테팔,,,,,,,
11_beauty-training-000221,11_beauty,11,8a9515f63839f978,v2,20000,테팔,,,,,,,
11_beauty-training-000222,11_beauty,11,d74216da3ce27d6e,v2,130000,루킨스,,,,,,,
11_beauty-training-000223,11_beauty,11,7a5a99ebf4794c1a,v2,200000,마르세이유,,,,,,,
11_beauty-training-000224,11_beauty,11,4c9d8d0676d8be2a,v2,67844,JMW,,,,,,,
11_beauty-training-000225,11_beauty,11,16c9c78961cad418,v2,75000,드리미,,,,,,,
11_beauty-training-000226,11_beauty,11,a5cb7777628c3b61,v2,110000,두즈,,,,,,,
11_beauty-training-000227,11_beauty,11,ff2973a79b2b17b2,v2,34000,블랙하비,,,,,,,
11_beauty-training-000228,11_beauty,11,6218c17f6747a5b3,v2,55000,지미추,,,,,,,
11_beauty-training-000229,11_beauty,11,4c9d8d0676d8be2a,v2,51626,JMW,,,,,,,
11_beauty-training-000230,11_beauty,11,6218c17f6747a5b3,v2,45000,지미추,,,,,,,
11_beauty-training-000231,11_beauty,11,85718bd33f4ae827,v2,35000,비비앙,,,,,,,
11_beauty-training-000232,11_beauty,11,4bc7a74707f0d1ea,v2,18000,불리,,,,,,,
11_beauty-training-000233,11_beauty,11,28bb9d8b4679b6d4,v2,95000,오아,,,,,,,
11_beauty-training-000234,11_beauty,11,397a1d5286d4eaa5,v2,60000,페르난다,,,,,,,
11_beauty-training-000235,11_beauty,11,30aa86e1a64475ff,v2,55000,디올,,,,,,,
11_beauty-training-000236,11_beauty,11,87ea35e1b8bb7396,v2,46000,이세이미야케,,,,,,,
11_beauty-training-000237,11_beauty,11,b6ea0224e50b18ad,v2,260000,르라보,,,,,,,
11_beauty-training-000238,11_beauty,11,a0e1c345c4b42f66,v2,40000,VTT,,,,,,,
11_beauty-training-000239,11_beauty,11,a0e1c345c4b42f66,v2,40000,VTT,,,,,,,
11_beauty-training-000240,11_beauty,11,e98493fe760189cf,v2,14498,샤넬,,,,,,,
11_beauty-training-000241,11_beauty,11,50670bbc228f1e2f,v2,40000,보랄,,,,,,,
11_beauty-training-000242,11_beauty,11,4c9d8d0676d8be2a,v2,81278,JMW,,,,,,,
11_beauty-training-000243,11_beauty,11,ff7e1f545f62e301,v2,30000,딥티크,,,,,,,
11_beauty-training-000244,11_beauty,11,4c9d8d0676d8be2a,v2,70669,JMW,,,,,,,
11_beauty-training-000245,11_beauty,11,e22f7360542aab82,v2,70000,논픽션,,,,,,,
11_beauty-training-000246,11_beauty,11,d74216da3ce27d6e,v2,130000,루킨스,,,,,,,
11_beauty-training-000247,11_beauty,11,2b6751e84dfcadec,v2,430000,루비이통,,,,,,,
11_beauty-training-000248,11_beauty,11,4c9d8d0676d8be2a,v2,72670,JMW,,,,,,,
11_beauty-training-000249,11_beauty,11,ff2973a79b2b17b2,v2,34000,블랙하비,,,,,,,
11_beauty-training-000250,11_beauty,11,4c9d8d0676d8be2a,v2,79954,JMW,,,,,,,
11_beauty-training-000251,11_beauty,11,06ffa7f53271b59e,v2,47903,베르사체,,,,,,,
11_beauty-training-000252,11_beauty,11,4c9d8d0676d8be2a,v2,84184,JMW,,,,,,,
11_beauty-training-000253,11_beauty,11,e98493fe760189cf,v2,15866,샤넬,,,,,,,
11_beauty-training-000254,11_beauty,11,43a683e0439c33a2,v2,58000,몽블랑,,,,,,,
11_beauty-training-000255,11_beauty,11,b50ebb33b9f0c9f1,v2,90955,러쉬,,,,,,,
11_beauty-training-000256,11_beauty,11,a5cb7777628c3b61,v2,110000,두즈,,,,,,,
11_beauty-training-000257,11_beauty,11,f5fd57585c28a1d5,v2,77000,비버리힐즈 폴로클럽,,,,,,,
11_beauty-training-000258,11_beauty,11,b0e41deb6c4e74fe,v2,48000,리히텐,,,,,,,
11_beauty-training-000259,11_beauty,11,3fc2acbbe57c00cc,v2,125000,스테판움베르루카,,,,,,,
11_beauty-training-000260,11_beauty,11,e98493fe760189cf,v2,16280,샤넬,,,,,,,
11_beauty-training-000261,11_beauty,11,0f329e38a4b6b6ac,v2,150000,FHI,,,,,,,
11_beauty-training-000262,11_beauty,11,4c9d8d0676d8be2a,v2,58214,JMW,,,,,,,
11_beauty-training-000263,11_beauty,11,f5fd57585c28a1d5,v2,77000,비버리힐즈 폴로클럽,,,,,,,
11_beauty-training-000264,11_beauty,11,3870bca04e898023,v2,270000,Parfums de Marly,,,,,,,
11_beauty-training-000265,11_beauty,11,d74216da3ce27d6e,v2,130000,루킨스,,,,,,,
11_beauty-training-000266,11_beauty,11,1fba36815b761f9e,v2,162000,산타마리아노벨라,,,,,,,
11_beauty-training-000267,11_beauty,11,43a683e0439c33a2,v2,58000,몽블랑,,,,,,,
11_beauty-training-000268,11_beauty,11,bf07d49a245f12b6,v2,57401,조말론,,,,,,,
11_beauty-training-000269,11_beauty,11,712c7bda9c1d6f13,v2,62000,랄프로렌,,,,,,,
11_beauty-training-000270,11_beauty,11,c2434060154fe210,v2,70000000,OOM Studio,,,,,,,
11_beauty-training-000271,11_beauty,11,879a4e408bb59d4c,v2,6000,예스뷰티,,,,,,,
11_beauty-training-000272,11_beauty,11,4c9d8d0676d8be2a,v2,63520,JMW,,,,,,,
11_beauty-training-000273,11_beauty,11,4c9d8d0676d8be2a,v2,64938,JMW,,,,,,,
11_beauty-training-000274,11_beauty,11,06ffa7f53271b59e,v2,51725,베르사체,,,,,,,
11_beauty-training-000275,11_beauty,11,7effc079681b18dc,v2,150000,필립스,,,,,,,
11_beauty-training-000276,11_beauty,11,d046146efa8b02c9,v2,10000,파테크,,,,,,,
11_beauty-training-000277,11_beauty,11,e47c056cf6a0e68b,v2,15000,펫다움,,,,,,,
11_beauty-training-000278,11_beauty,11,8fcf1f8898622ae6,v2,38839,차이슨,,,,,,,
11_beauty-training-000279,11_beauty,11,ff7e1f545f62e301,v2,30000,딥티크,,,,,,,
