item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_type,subtype,brand,model_name,color_main,condition_grade,usage_period,material_main
02_furniture_interior-training-000037,02_furniture_interior,02,21c167e91c970744,v2,80000,,,두닷,라비토 체어 스몰,,,,
02_furniture_interior-training-000038,02_furniture_interior,02,fc1d94e265c54cdb,v2,230000,,,장인가구,칸토르,,,,
02_furniture_interior-training-000039,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000040,02_furniture_interior,02,8f5f45c5630f2199,v2,1700000,,,휴테크,멜론 책상,,,,
02_furniture_interior-training-000041,02_furniture_interior,02,d558bfaa89bfbcb7,v2,70000,,,모던하우스,Bif,,,,
02_furniture_interior-training-000042,02_furniture_interior,02,58011b0164941aad,v2,65000,,,뉴월드,T200,,,,
02_furniture_interior-training-000043,02_furniture_interior,02,13a750af1f3f865e,v2,300000,,,체리쉬,앤트체어,,,,
02_furniture_interior-training-000044,02_furniture_interior,02,78e6ccc0ce5e0441,v2,200000,,,퍼시스,CH2300,,,,
02_furniture_interior-training-000045,02_furniture_interior,02,262e1e405772243b,v2,200000,,,루나랩,모션데스크 라이트 1800mm,,,,
02_furniture_interior-training-000046,02_furniture_interior,02,13a750af1f3f865e,v2,300000,,,체리쉬,콰트로,,,,
02_furniture_interior-training-000047,02_furniture_interior,02,8c2065deb6e944d9,v2,350000,,,FRITZ HANSEN,앤트체어,,,,
02_furniture_interior-training-000048,02_furniture_interior,02,bb02b88eecb3a3dc,v2,100000,,,퍼시스,CH4301C,,,,
02_furniture_interior-training-000049,02_furniture_interior,02,eccb0c4b24323f31,v2,154000,,,퍼시스,CHN4300RH,,,,
02_furniture_interior-training-000050,02_furniture_interior,02,13b5f8daf41396fb,v2,1100000,,,바디프랜드,더팬텀ll 브레인,,,,
02_furniture_interior-training-000051,02_furniture_interior,02,47c7844c3c0ad63d,v2,45000,,,고퍼우드,i2,,,,
02_furniture_interior-training-000052,02_furniture_interior,02,7ac023dcb0163f64,v2,130000,,,니스툴,expert,,,,
02_furniture_interior-training-000053,02_furniture_interior,02,9a365be035ede42a,v2,31679,,,IKEA,스카이1200,,,,
02_furniture_interior-training-000054,02_furniture_interior,02,ade27b12bd46e8b8,v2,290000,,,시디즈,t50hlda,,,,
02_furniture_interior-training-000055,02_furniture_interior,02,9a365be035ede42a,v2,95957,,,IKEA,트로이,,,,
02_furniture_interior-training-000056,02_furniture_interior,02,fa7d3e1b9f8ee714,v2,2500000,,,후지의료기,PFC-7900,,,,
02_furniture_interior-training-000057,02_furniture_interior,02,85760f436c0aab87,v2,20000,,,이케아,멜론 책상,,,,
02_furniture_interior-training-000058,02_furniture_interior,02,acc90df658baa0bc,v2,500000,,,쿠쿠,CMS-C10DB,,,,
02_furniture_interior-training-000059,02_furniture_interior,02,bb02b88eecb3a3dc,v2,100000,,,퍼시스,CH4301C,,,,
02_furniture_interior-training-000060,02_furniture_interior,02,acc90df658baa0bc,v2,500000,,,쿠쿠,CMS-C10DB,,,,
02_furniture_interior-training-000061,02_furniture_interior,02,41d5aaa558f778ef,v2,121000,,,퍼시스,CH0015WAF,,,,
02_furniture_interior-training-000062,02_furniture_interior,02,9a365be035ede42a,v2,47423,,,IKEA,CH4311A,,,,
02_furniture_interior-training-000063,02_furniture_interior,02,244a52b485dd054e,v2,300000,,,HILTON,FDD016CN,,,,
02_furniture_interior-training-000064,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000065,02_furniture_interior,02,07612a23eae706f6,v2,15000,,,커블,키즈 핑크,,,,
02_furniture_interior-training-000066,02_furniture_interior,02,13a750af1f3f865e,v2,300000,,,체리쉬,CH2300,,,,
02_furniture_interior-training-000067,02_furniture_interior,02,9a365be035ede42a,v2,25838,,,IKEA,메이테르,,,,
02_furniture_interior-training-000068,02_furniture_interior,02,8b0cfc9060f6943a,v2,20000,,,핀란디아,라비토 체어 스몰,,,,
02_furniture_interior-training-000069,02_furniture_interior,02,cb27359ffb4066bd,v2,75000,,,포더홈,페어강화유리데스크,,,,
02_furniture_interior-training-000070,02_furniture_interior,02,41d5aaa558f778ef,v2,121000,,,퍼시스,CH0015WAF,,,,
02_furniture_interior-training-000071,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-training-000072,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-training-000073,02_furniture_interior,02,fb2477d2db927e89,v2,49000,,,IKEA,쿨라베리,,,,
02_furniture_interior-training-000074,02_furniture_interior,02,0c6295fa65203ba0,v2,110000,,,동양사무용가구,GD001 1600L,,,,
02_furniture_interior-training-000075,02_furniture_interior,02,7d01ce25f19fbffe,v2,700000,,,모션케어,1200 블랙,,,,
02_furniture_interior-training-000076,02_furniture_interior,02,7ae46b917023b1d7,v2,320000,,,한샘,LC1,,,,
02_furniture_interior-training-000077,02_furniture_interior,02,fc1d94e265c54cdb,v2,230000,,,장인가구,칸토르,,,,
02_furniture_interior-training-000078,02_furniture_interior,02,ef27ea5c856d5f6d,v2,165000,,,퍼시스,FAD015,,,,
02_furniture_interior-training-000079,02_furniture_interior,02,5ac1f3de991079fb,v2,180000,,,제닉스,아레나 프라임 메쉬,,,,
02_furniture_interior-training-000080,02_furniture_interior,02,41d5aaa558f778ef,v2,121000,,,퍼시스,CH0015WAF,,,,
02_furniture_interior-training-000081,02_furniture_interior,02,f06f89e34a6da819,v2,900000,,,OSIM,U=OS 838 uinfinity,,,,
02_furniture_interior-training-000082,02_furniture_interior,02,8a836bb91e939e86,v2,30000,,,FURSYS,CH0008,,,,
02_furniture_interior-training-000083,02_furniture_interior,02,7ae46b917023b1d7,v2,250000,,,한샘,키즈 핑크,,,,
02_furniture_interior-training-000084,02_furniture_interior,02,84d93153ad5945bf,v2,100000,,,DESKER,cl-6300,,,,
02_furniture_interior-training-000085,02_furniture_interior,02,49268e20bcc430dd,v2,1090000,,,피아바,오클렛 1490,,,,
02_furniture_interior-training-000086,02_furniture_interior,02,5ac1f3de991079fb,v2,180000,,,제닉스,아레나 프라임 메쉬,,,,
02_furniture_interior-training-000087,02_furniture_interior,02,9794021d730cc420,v2,130000,,,일룸,이타카네오,,,,
02_furniture_interior-training-000088,02_furniture_interior,02,db83259180ef279c,v2,150000,,,퍼시스,CH4200AH,,,,
02_furniture_interior-training-000089,02_furniture_interior,02,ee567cdb2ff2d25f,v2,0,,,핀란디아,이타카네오,,,,
02_furniture_interior-training-000090,02_furniture_interior,02,d1aa670138cf605a,v2,90000,,,퍼시스,FDD016CN,,,,
02_furniture_interior-training-000091,02_furniture_interior,02,ba51200fff4af9f9,v2,150000,,,루나랩,1300,,,,
02_furniture_interior-training-000092,02_furniture_interior,02,8752eadab913eae5,v2,100000,,,시디즈,콰트로,,,,
02_furniture_interior-training-000093,02_furniture_interior,02,21c167e91c970744,v2,80000,,,두닷,Series 7,,,,
02_furniture_interior-training-000094,02_furniture_interior,02,553ba09ad7acfc95,v2,30000,,,에이픽스,1200 블랙,,,,
02_furniture_interior-training-000095,02_furniture_interior,02,41d5aaa558f778ef,v2,121000,,,퍼시스,CH0015WAF,,,,
02_furniture_interior-training-000096,02_furniture_interior,02,21c167e91c970744,v2,80000,,,두닷,더팬텀ll 브레인,,,,
02_furniture_interior-training-000097,02_furniture_interior,02,47c7844c3c0ad63d,v2,45000,,,고퍼우드,더팬텀ll 브레인,,,,
02_furniture_interior-training-000098,02_furniture_interior,02,f8c0de36912d95ce,v2,49000,,,보컨셉,오타와체어st,,,,
02_furniture_interior-training-000099,02_furniture_interior,02,244a52b485dd054e,v2,300000,,,HILTON,CH0015WAF,,,,
02_furniture_interior-training-000100,02_furniture_interior,02,7ac023dcb0163f64,v2,130000,,,니스툴,expert,,,,
02_furniture_interior-training-000101,02_furniture_interior,02,5ac1f3de991079fb,v2,180000,,,제닉스,아레나 프라임 메쉬,,,,
02_furniture_interior-training-000102,02_furniture_interior,02,bcbfcace0e0df805,v2,210000,,,쉐어스,Hera-101,,,,
02_furniture_interior-training-000103,02_furniture_interior,02,d5e00cae3dcee0f0,v2,49000,,,Coleman,우드 이지 릴렉스,,,,
02_furniture_interior-training-000104,02_furniture_interior,02,5dc7b982ecba06fd,v2,35000,,,니스툴그로우,휴 조이 하이백,,,,
02_furniture_interior-training-000105,02_furniture_interior,02,588d86a857aee552,v2,6770,,,우진금속,U=OS 838 uinfinity,,,,
02_furniture_interior-training-000106,02_furniture_interior,02,2956026e3840ce93,v2,180000,,,우리꼴자연가구,포세린 테이블,,,,
02_furniture_interior-training-000107,02_furniture_interior,02,e33e0aae4e66bc1d,v2,88000,,,휴테크,멜론 책상,,,,
02_furniture_interior-training-000108,02_furniture_interior,02,5dc7b982ecba06fd,v2,100000,,,니스툴그로우,세븐체어,,,,
02_furniture_interior-training-000109,02_furniture_interior,02,5e8c998e5cc42232,v2,5300000,,,파나소닉,EP-MAK1,,,,
02_furniture_interior-training-000110,02_furniture_interior,02,ade27b12bd46e8b8,v2,290000,,,시디즈,t50hlda,,,,
02_furniture_interior-training-000111,02_furniture_interior,02,7ae46b917023b1d7,v2,200000,,,한샘,Tactical Chair One,,,,
02_furniture_interior-training-000112,02_furniture_interior,02,046489207914ec25,v2,800000,,,Panasonic,ep-ma32,,,,
02_furniture_interior-training-000113,02_furniture_interior,02,553ba09ad7acfc95,v2,30000,,,에이픽스,1200 블랙,,,,
02_furniture_interior-training-000114,02_furniture_interior,02,58011b0164941aad,v2,65000,,,뉴월드,와이미 애니 고무나무 원목 6인용 식탁 세트,,,,
02_furniture_interior-training-000115,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000116,02_furniture_interior,02,1b9f9fc82aaa6f27,v2,15000,,,대우,CH2300,,,,
02_furniture_interior-training-000117,02_furniture_interior,02,6e70683ca63b7093,v2,50000,,,APIX,GD001 1600L,,,,
02_furniture_interior-training-000118,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000119,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-training-000120,02_furniture_interior,02,66e4ac9fb062ca05,v2,180000,,,클라우드백,M900MQ,,,,
02_furniture_interior-training-000121,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000122,02_furniture_interior,02,ba51200fff4af9f9,v2,150000,,,루나랩,Series 7,,,,
02_furniture_interior-training-000123,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000124,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-training-000125,02_furniture_interior,02,e33e0aae4e66bc1d,v2,88000,,,마켓비,멜론 책상,,,,
02_furniture_interior-training-000126,02_furniture_interior,02,9794021d730cc420,v2,130000,,,일룸,이타카네오,,,,
02_furniture_interior-training-000127,02_furniture_interior,02,41cb9e9237c8db65,v2,1000000,,,USM,Haller,,,,
02_furniture_interior-training-000128,02_furniture_interior,02,d6a8a24a098a7fd6,v2,110000,,,퍼시스,CH0020BKL,,,,
02_furniture_interior-training-000129,02_furniture_interior,02,84d93153ad5945bf,v2,100000,,,DESKER,오클렛 1490,,,,
02_furniture_interior-training-000130,02_furniture_interior,02,58011b0164941aad,v2,65000,,,뉴월드,t50hlda,,,,
02_furniture_interior-training-000131,02_furniture_interior,02,5e8c998e5cc42232,v2,5300000,,,파나소닉,EP-MAK1,,,,
02_furniture_interior-training-000132,02_furniture_interior,02,2a68b84b060cba15,v2,15000,,,일룸,cl-6300,,,,
02_furniture_interior-training-000133,02_furniture_interior,02,13a750af1f3f865e,v2,300000,,,체리쉬,CH0008,,,,
02_furniture_interior-training-000134,02_furniture_interior,02,9a365be035ede42a,v2,55216,,,IKEA,1200 블랙,,,,
02_furniture_interior-training-000135,02_furniture_interior,02,84d93153ad5945bf,v2,100000,,,DESKER,콰트로,,,,
02_furniture_interior-training-000136,02_furniture_interior,02,db69fc7b5d5b2026,v2,180000,,,FRITZ HANSEN,LC1,,,,
02_furniture_interior-training-000137,02_furniture_interior,02,f3622fa3689cdbe0,v2,159000,,,베스트리빙,CMS-D10SLGB,,,,
02_furniture_interior-training-000138,02_furniture_interior,02,2c1065a3128fc564,v2,750000,,,쿠쿠,CMS-D10SLGB,,,,
02_furniture_interior-training-000139,02_furniture_interior,02,2c1065a3128fc564,v2,750000,,,쿠쿠,CMS-D10SLGB,,,,
02_furniture_interior-training-000140,02_furniture_interior,02,cb27359ffb4066bd,v2,75000,,,포더홈,페어강화유리데스크,,,,
02_furniture_interior-training-000141,02_furniture_interior,02,e933e7448b462f41,v2,50000,,,마젤란하우스,1300,,,,
02_furniture_interior-training-000142,02_furniture_interior,02,c1f70f347e607dc1,v2,80000,,,데스커,라비토 체어 스몰,,,,
02_furniture_interior-training-000143,02_furniture_interior,02,db83259180ef279c,v2,150000,,,퍼시스,CH4200AH,,,,
02_furniture_interior-training-000144,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000145,02_furniture_interior,02,bb02b88eecb3a3dc,v2,100000,,,퍼시스,CH4301C,,,,
02_furniture_interior-training-000146,02_furniture_interior,02,9cc03d0a67b5e2a0,v2,90000,,,한샘,홀리라이트 1600,,,,
02_furniture_interior-training-000147,02_furniture_interior,02,a9ae3162820e5129,v2,200000,,,컴프프로,스카이1200,,,,
02_furniture_interior-training-000148,02_furniture_interior,02,9794021d730cc420,v2,130000,,,일룸,이타카네오,,,,
02_furniture_interior-training-000149,02_furniture_interior,02,a9ae3162820e5129,v2,200000,,,컴프프로,스카이1200,,,,
02_furniture_interior-training-000150,02_furniture_interior,02,33346677da181bea,v2,120000,,,듀오텍스,BR-S200C,,,,
02_furniture_interior-training-000151,02_furniture_interior,02,a9ae3162820e5129,v2,200000,,,컴프프로,스카이1200,,,,
02_furniture_interior-training-000152,02_furniture_interior,02,e933e7448b462f41,v2,50000,,,마젤란하우스,t50hlda,,,,
02_furniture_interior-training-000153,02_furniture_interior,02,cb27359ffb4066bd,v2,75000,,,포더홈,페어강화유리데스크,,,,
02_furniture_interior-training-000154,02_furniture_interior,02,6ef6aa004bf03a63,v2,13000000,,,퍼시스,체오스,,,,
02_furniture_interior-training-000155,02_furniture_interior,02,77a2139f92a65e02,v2,50000,,,일룸,모션데스크 라이트 1800mm,,,,
02_furniture_interior-training-000156,02_furniture_interior,02,244a52b485dd054e,v2,300000,,,HILTON,메이테르,,,,
02_furniture_interior-training-000157,02_furniture_interior,02,bcbfcace0e0df805,v2,210000,,,쉐어스,Hera-101,,,,
02_furniture_interior-training-000158,02_furniture_interior,02,ef27ea5c856d5f6d,v2,165000,,,퍼시스,FAD015,,,,
02_furniture_interior-training-000159,02_furniture_interior,02,77a2139f92a65e02,v2,250000,,,일룸,아레나 프라임 메쉬,,,,
02_furniture_interior-training-000160,02_furniture_interior,02,f3622fa3689cdbe0,v2,159000,,,베스트리빙,Haller,,,,
02_furniture_interior-training-000161,02_furniture_interior,02,47c7844c3c0ad63d,v2,45000,,,고퍼우드,Hera-101,,,,
02_furniture_interior-training-000162,02_furniture_interior,02,8d736e54b0730944,v2,1800000,,,제스파,메이테르,,,,
02_furniture_interior-training-000163,02_furniture_interior,02,f3622fa3689cdbe0,v2,159000,,,베스트리빙,아레나 프라임 메쉬,,,,
02_furniture_interior-training-000164,02_furniture_interior,02,7ae46b917023b1d7,v2,250000,,,한샘,시스템포 커스텀,,,,
02_furniture_interior-training-000165,02_furniture_interior,02,7ee226f46c38335a,v2,620000,,,바디프랜드,BFR-8000,,,,
02_furniture_interior-training-000166,02_furniture_interior,02,7ccb77f57bce1c95,v2,70000,,,쿠쿠,와이미 애니 고무나무 원목 6인용 식탁 세트,,,,
02_furniture_interior-training-000167,02_furniture_interior,02,9794021d730cc420,v2,130000,,,일룸,이타카네오,,,,
02_furniture_interior-training-000168,02_furniture_interior,02,21c167e91c970744,v2,80000,,,두닷,FDD016CN,,,,
02_furniture_interior-training-000169,02_furniture_interior,02,9707ce074502e356,v2,65000,,,피팅체어,콰트로,,,,
02_furniture_interior-training-000170,02_furniture_interior,02,2c1065a3128fc564,v2,750000,,,쿠쿠,CMS-D10SLGB,,,,
02_furniture_interior-training-000171,02_furniture_interior,02,9707ce074502e356,v2,65000,,,피팅체어,M900MQ,,,,
02_furniture_interior-training-000172,02_furniture_interior,02,8b0cfc9060f6943a,v2,20000,,,리바트,라비토 체어 스몰,,,,
02_furniture_interior-training-000173,02_furniture_interior,02,d1aa670138cf605a,v2,90000,,,퍼시스,FDD016CN,,,,
02_furniture_interior-training-000174,02_furniture_interior,02,dcf3bf77ceb72048,v2,80000,,,두닷,콰트로,,,,
02_furniture_interior-training-000175,02_furniture_interior,02,33346677da181bea,v2,120000,,,듀오텍스,BR-S200C,,,,
02_furniture_interior-training-000176,02_furniture_interior,02,cb27359ffb4066bd,v2,75000,,,포더홈,페어강화유리데스크,,,,
02_furniture_interior-training-000177,02_furniture_interior,02,49268e20bcc430dd,v2,1090000,,,피아바,오클렛 1490,,,,
02_furniture_interior-training-000178,02_furniture_interior,02,ffedf7103face6e6,v2,120000,,,보루네오,Bif,,,,
02_furniture_interior-training-000179,02_furniture_interior,02,262e1e405772243b,v2,200000,,,루나랩,모션데스크 라이트 1800mm,,,,
02_furniture_interior-training-000180,02_furniture_interior,02,8a836bb91e939e86,v2,30000,,,FURSYS,CH0008,,,,
02_furniture_interior-training-000181,02_furniture_interior,02,b8a94d48112cbf5c,v2,125000,,,Helinox,Tactical Chair One,,,,
02_furniture_interior-training-000182,02_furniture_interior,02,bb02b88eecb3a3dc,v2,100000,,,퍼시스,CH4301C,,,,
02_furniture_interior-training-000183,02_furniture_interior,02,5dc7b982ecba06fd,v2,35000,,,니스툴그로우,1300,,,,
02_furniture_interior-training-000184,02_furniture_interior,02,dc912669d5cca31d,v2,250000,,,클라우드백,마이사이즈체어 XL,,,,
02_furniture_interior-training-000185,02_furniture_interior,02,046489207914ec25,v2,800000,,,Panasonic,ep-ma32,,,,
02_furniture_interior-training-000186,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000187,02_furniture_interior,02,6ef6aa004bf03a63,v2,13000000,,,퍼시스,체오스,,,,
02_furniture_interior-training-000188,02_furniture_interior,02,d5e00cae3dcee0f0,v2,49000,,,Coleman,우드 이지 릴렉스,,,,
02_furniture_interior-training-000189,02_furniture_interior,02,7ccb77f57bce1c95,v2,70000,,,듀오텍스,와이미 애니 고무나무 원목 6인용 식탁 세트,,,,
02_furniture_interior-training-000190,02_furniture_interior,02,8a836bb91e939e86,v2,30000,,,FURSYS,CH0008,,,,
02_furniture_interior-training-000191,02_furniture_interior,02,a861815fbd68925d,v2,350000,,,CRAFTSMAN,오타와체어st,,,,
02_furniture_interior-training-000192,02_furniture_interior,02,2a68b84b060cba15,v2,15000,,,바디프랜드,cl-6300,,,,
02_furniture_interior-training-000193,02_furniture_interior,02,167ab71be7e2ddd2,v2,60000,,,시디즈,T200,,,,
02_furniture_interior-training-000194,02_furniture_interior,02,ba51200fff4af9f9,v2,150000,,,루나랩,트로이,,,,
02_furniture_interior-training-000195,02_furniture_interior,02,dc912669d5cca31d,v2,250000,,,클라우드백,마이사이즈체어 XL,,,,
02_furniture_interior-training-000196,02_furniture_interior,02,3b82d4a743fc793d,v2,1820000,,,휴테크,GTS9,,,,
02_furniture_interior-training-000197,02_furniture_interior,02,e33e0aae4e66bc1d,v2,88000,,,휴테크,멜론 책상,,,,
02_furniture_interior-training-000198,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000199,02_furniture_interior,02,7ee226f46c38335a,v2,620000,,,바디프랜드,BFR-8000,,,,
02_furniture_interior-training-000200,02_furniture_interior,02,2956026e3840ce93,v2,180000,,,우리꼴자연가구,P2,,,,
02_furniture_interior-training-000201,02_furniture_interior,02,dc912669d5cca31d,v2,250000,,,클라우드백,마이사이즈체어 XL,,,,
02_furniture_interior-training-000202,02_furniture_interior,02,262e1e405772243b,v2,200000,,,루나랩,모션데스크 라이트 1800mm,,,,
02_furniture_interior-training-000203,02_furniture_interior,02,d1aa670138cf605a,v2,90000,,,퍼시스,FDD016CN,,,,
02_furniture_interior-training-000204,02_furniture_interior,02,9a365be035ede42a,v2,98807,,,IKEA,GTS9,,,,
02_furniture_interior-training-000205,02_furniture_interior,02,a861815fbd68925d,v2,350000,,,CRAFTSMAN,PFC-7900,,,,
02_furniture_interior-training-000206,02_furniture_interior,02,77a2139f92a65e02,v2,250000,,,일룸,휴 조이 하이백,,,,
02_furniture_interior-training-000207,02_furniture_interior,02,d1aa670138cf605a,v2,90000,,,퍼시스,FDD016CN,,,,
02_furniture_interior-training-000208,02_furniture_interior,02,8d736e54b0730944,v2,1800000,,,제스파,메이테르,,,,
02_furniture_interior-training-000209,02_furniture_interior,02,fa7d3e1b9f8ee714,v2,2500000,,,후지의료기,PFC-7900,,,,
02_furniture_interior-training-000210,02_furniture_interior,02,5dc7b982ecba06fd,v2,35000,,,니스툴그로우,M090,,,,
02_furniture_interior-training-000211,02_furniture_interior,02,a386ef94e644d65a,v2,70000,,,디자인벤처스,1300,,,,
02_furniture_interior-training-000212,02_furniture_interior,02,bcbfcace0e0df805,v2,210000,,,쉐어스,Hera-101,,,,
02_furniture_interior-training-000213,02_furniture_interior,02,b59d771defef95af,v2,35000,,,마켓비,PECRE,,,,
02_furniture_interior-training-000214,02_furniture_interior,02,7ee226f46c38335a,v2,620000,,,바디프랜드,BFR-8000,,,,
02_furniture_interior-training-000215,02_furniture_interior,02,244a52b485dd054e,v2,300000,,,HILTON,CH0015WAF,,,,
02_furniture_interior-training-000216,02_furniture_interior,02,5e8c998e5cc42232,v2,5300000,,,파나소닉,EP-MAK1,,,,
02_furniture_interior-training-000217,02_furniture_interior,02,55b18f1bfe995f23,v2,32000,,,한샘,휴 조이 하이백,,,,
02_furniture_interior-training-000218,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000219,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-training-000220,02_furniture_interior,02,5e8c998e5cc42232,v2,5300000,,,파나소닉,EP-MAK1,,,,
02_furniture_interior-training-000221,02_furniture_interior,02,c691e2a471478e20,v2,1800000,,,에르고시스템,시스템포 커스텀,,,,
02_furniture_interior-training-000222,02_furniture_interior,02,79a74c2feba2f5a1,v2,1500000,,,바디프랜드,더팬텀,,,,
02_furniture_interior-training-000223,02_furniture_interior,02,7ae46b917023b1d7,v2,320000,,,한샘,BFR-8000,,,,
