item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_main_type,item_sub_type,brand,model_name,condition_grade,set_or_single,component_count,key_components
16_etc-training-000018,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000019,16_etc,16,f6c4855e08461e7e,v2,750000,,,쿠디,8.0,,,,
16_etc-training-000020,16_etc,16,9f9c5f0c3e4bf4fe,v2,32000,,,스노우피크,티탄 싱글 머그 220 300 450,,,,
16_etc-training-000021,16_etc,16,a344d7511f3c6abe,v2,45000,,,자이락,랜드락 프로 그레이,,,,
16_etc-training-000022,16_etc,16,b9e764bb19ba6196,v2,0,,,버거킹,매직 스페이서,,,,
16_etc-training-000023,16_etc,16,b61d589b50c7d596,v2,0,,,린백 LINBACK,캠리,,,,
16_etc-training-000024,16_etc,16,11ca21b5479c1a3f,v2,0,,,천지건업,매직 스페이서,,,,
16_etc-training-000025,16_etc,16,6f0a828c17a6d093,v2,50000,,,트랙스,D4,,,,
16_etc-training-000026,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,쉐프박스,,,,
16_etc-training-000027,16_etc,16,8fe622234fa90dd0,v2,2222,,,밤켈,40L,,,,
16_etc-training-000028,16_etc,16,43e42587661aa882,v2,90000,,,나비아,큐브 프로,,,,
16_etc-training-000029,16_etc,16,295916e8117b243c,v2,0,,,토요타,캠리 8세대,,,,
16_etc-training-000030,16_etc,16,67658baabd0cdd35,v2,33000,,,레드불,40L,,,,
16_etc-training-000031,16_etc,16,39b97ccbbc492cb6,v2,800000,,,캠프타운,빅돔s,,,,
16_etc-training-000032,16_etc,16,05bac51806eda270,v2,0,,,엑소(EXO),NJZ,,,,
16_etc-training-000033,16_etc,16,b9b56efb0ec9fd25,v2,300000,,,도요토미,벙커돔 버전 3,,,,
16_etc-training-000034,16_etc,16,edbb7477d4c13005,v2,2800000,,,스노우피크,랜드락 프로 그레이,,,,
16_etc-training-000035,16_etc,16,9f9c5f0c3e4bf4fe,v2,32000,,,스노우피크,티탄 싱글 머그 220 300 450,,,,
16_etc-training-000036,16_etc,16,f478817c3579980c,v2,0,,,장수돌침대,다우니페더 덕다운침낭 2100g,,,,
16_etc-training-000037,16_etc,16,a2acaf64d52356e3,v2,60000,,,어반캠퍼,다우니페더 덕다운침낭 2100g,,,,
16_etc-training-000038,16_etc,16,05bac51806eda270,v2,0,,,엑소(EXO),D4,,,,
16_etc-training-000039,16_etc,16,11ca21b5479c1a3f,v2,0,,,천지건업,매직 스페이서,,,,
16_etc-training-000040,16_etc,16,6cb4de24aaa5c880,v2,1111111,,,레고,럭스쉐이드,,,,
16_etc-training-000041,16_etc,16,e440ab06924336ad,v2,0,,,아모스,SDE-001RH,,,,
16_etc-training-000042,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,벙커돔 버전 3,,,,
16_etc-training-000043,16_etc,16,a9ab613154ffa03b,v2,31000,,,스노우피크,8.0,,,,
16_etc-training-000044,16_etc,16,7e0c1abd3e184cd6,v2,1111,,,꿈꾸는 요셉,매직 레드 베어 트레이,,,,
16_etc-training-000045,16_etc,16,349a7ed995314d74,v2,500,,,이세계아이돌,X2,,,,
16_etc-training-000046,16_etc,16,c2b56398e64cd11a,v2,30000,,,네이쳐하이크,쉐프박스,,,,
16_etc-training-000047,16_etc,16,a9ab613154ffa03b,v2,31000,,,스노우피크,리우,,,,
16_etc-training-000048,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000049,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000050,16_etc,16,31f6a86f588be09f,v2,150000,,,린나이,타이가1,,,,
16_etc-training-000051,16_etc,16,d2422c12263e391c,v2,500000,,,코지모해,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000052,16_etc,16,09373be5bc836c09,v2,0,,,영창,타이가1,,,,
16_etc-training-000053,16_etc,16,83d366ae47c20cf3,v2,25000,,,바운스,AirPods Pro,,,,
16_etc-training-000054,16_etc,16,d2422c12263e391c,v2,170000,,,코지모해,리우,,,,
16_etc-training-000055,16_etc,16,31f6a86f588be09f,v2,150000,,,아웃백,타이가1,,,,
16_etc-training-000056,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,이지컷,,,,
16_etc-training-000057,16_etc,16,fc318d9d19547910,v2,0,,,에듀윌,벙커돔 버전 3,,,,
16_etc-training-000058,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000059,16_etc,16,b9e764bb19ba6196,v2,0,,,버거킹,베라진진공보냉용기,,,,
16_etc-training-000060,16_etc,16,f478817c3579980c,v2,0,,,장수돌침대,Q2,,,,
16_etc-training-000061,16_etc,16,4d3894cbccc9171d,v2,0,,,장수,NJZ,,,,
16_etc-training-000062,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,X2,,,,
16_etc-training-000063,16_etc,16,d8f468db0e57ed80,v2,12345,,,빅토리녹스,AirPods Pro,,,,
16_etc-training-000064,16_etc,16,edbb7477d4c13005,v2,2800000,,,스노우피크,랜드락 프로 그레이,,,,
16_etc-training-000065,16_etc,16,8ec354054adfad58,v2,190000,,,BERJACK 버잭,PUQ179,,,,
16_etc-training-000066,16_etc,16,c2b56398e64cd11a,v2,30000,,,네이쳐하이크,쉐프박스,,,,
16_etc-training-000067,16_etc,16,e440ab06924336ad,v2,0,,,아모스,X2,,,,
16_etc-training-000068,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,기브앤레이스 텐트,,,,
16_etc-training-000069,16_etc,16,c6d8b0e455d8da49,v2,250000,,,스노우피크,SDE-001RH,,,,
16_etc-training-000070,16_etc,16,2686a51c864eed4d,v2,9000,,,린나이,REH-221S,,,,
16_etc-training-000071,16_etc,16,83d366ae47c20cf3,v2,25000,,,바운스,타이가1,,,,
16_etc-training-000072,16_etc,16,a5b97ba52e2a5620,v2,0,,,쓰나미브레인롯,AirPods Pro,,,,
16_etc-training-000073,16_etc,16,edbb7477d4c13005,v2,2800000,,,스노우피크,랜드락 프로 그레이,,,,
16_etc-training-000074,16_etc,16,078f22a2e1fbfb60,v2,107000,,,헐크,PUQ179,,,,
16_etc-training-000075,16_etc,16,4d3894cbccc9171d,v2,0,,,장수,45qt,,,,
16_etc-training-000076,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,기브앤레이스 텐트,,,,
16_etc-training-000077,16_etc,16,c6d8b0e455d8da49,v2,250000,,,스노우피크,SDE-001RH,,,,
16_etc-training-000078,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,포레스트2,,,,
16_etc-training-000079,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000080,16_etc,16,b9e764bb19ba6196,v2,0,,,버거킹,쉐프박스,,,,
16_etc-training-000081,16_etc,16,0f9f51b04cacbbac,v2,6000,,,베스킨라빈스,베라진진공보냉용기,,,,
16_etc-training-000082,16_etc,16,3203e6f8965d0701,v2,35000,,,세이즈,X2,,,,
16_etc-training-000083,16_etc,16,a5b97ba52e2a5620,v2,0,,,쓰나미브레인롯,빅돔s,,,,
16_etc-training-000084,16_etc,16,6196ddd4d4cf5be9,v2,500,,,NCT 2020,큐브 프로,,,,
16_etc-training-000085,16_etc,16,e495c6a0f4b962f2,v2,6000,,,미라클,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000086,16_etc,16,966d93103e5cf751,v2,350000,,,제드,X2,,,,
16_etc-training-000087,16_etc,16,43d3936f27217533,v2,0,,,탐사,캠리,,,,
16_etc-training-000088,16_etc,16,6f0a828c17a6d093,v2,50000,,,트랙스,D4,,,,
16_etc-training-000089,16_etc,16,83d366ae47c20cf3,v2,25000,,,바운스,마이셰프,,,,
16_etc-training-000090,16_etc,16,67658baabd0cdd35,v2,33000,,,레드불,SDE-001RH,,,,
16_etc-training-000091,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000092,16_etc,16,49d7edc5ae3aee4f,v2,0,,,Apple,AirPods Pro 3세대,,,,
16_etc-training-000093,16_etc,16,d2422c12263e391c,v2,170000,,,코지모해,Q2,,,,
16_etc-training-000094,16_etc,16,295916e8117b243c,v2,0,,,토요타,캠리 8세대,,,,
16_etc-training-000095,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,파티볼,,,,
16_etc-training-000096,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,부쉬크래프트,,,,
16_etc-training-000097,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000098,16_etc,16,6a8ec6d78f49df32,v2,20000,,,퀸센스,40L,,,,
16_etc-training-000099,16_etc,16,92e870c39738386f,v2,50000,,,스탠리,D4,,,,
16_etc-training-000100,16_etc,16,6279471a8e1e694a,v2,100000,,,영창피아노,U-121,,,,
16_etc-training-000101,16_etc,16,c1ecee00b070ee28,v2,0,,,베스트슬립,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000102,16_etc,16,230be0decc7220c6,v2,50000,,,콜맨,이지컷,,,,
16_etc-training-000103,16_etc,16,295916e8117b243c,v2,0,,,토요타,캠리 8세대,,,,
16_etc-training-000104,16_etc,16,fc318d9d19547910,v2,0,,,에듀윌,시즌6,,,,
16_etc-training-000105,16_etc,16,419dd7fa05b171da,v2,0,,,리바트,SDE-001RH,,,,
16_etc-training-000106,16_etc,16,43e42587661aa882,v2,90000,,,나비아,큐브 프로,,,,
16_etc-training-000107,16_etc,16,edbb7477d4c13005,v2,2800000,,,스노우피크,랜드락 프로 그레이,,,,
16_etc-training-000108,16_etc,16,50e034e73f3df128,v2,0,,,과학동아,큐브 프로,,,,
16_etc-training-000109,16_etc,16,19a7af294c666206,v2,9999,,,아웃백,40L,,,,
16_etc-training-000110,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,랜드락 프로 그레이,,,,
16_etc-training-000111,16_etc,16,0727b85de2e70b63,v2,12345,,,신세계,이지컷,,,,
16_etc-training-000112,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,40L,,,,
16_etc-training-000113,16_etc,16,d2422c12263e391c,v2,500000,,,코지모해,기브앤레이스 텐트,,,,
16_etc-training-000114,16_etc,16,826212999b5d783f,v2,7000,,,케어프린,이지컷,,,,
16_etc-training-000115,16_etc,16,a344d7511f3c6abe,v2,45000,,,자이락,기브앤레이스 텐트,,,,
16_etc-training-000116,16_etc,16,d2422c12263e391c,v2,170000,,,코지모해,시즌6,,,,
16_etc-training-000117,16_etc,16,2c15768d96af673f,v2,250000,,,힐맨,벙커돔 버전 3,,,,
16_etc-training-000118,16_etc,16,19a7af294c666206,v2,9999,,,아웃백,프라임디럭스,,,,
16_etc-training-000119,16_etc,16,5007d5edf622ac3c,v2,100000,,,부쉬랩,부쉬크래프트,,,,
16_etc-training-000120,16_etc,16,c1077c9472ac1418,v2,1100000,,,위켄드트립,예튼3.4,,,,
16_etc-training-000121,16_etc,16,ca1552c7db86652b,v2,1650000,,,스노우라인,프라임디럭스,,,,
16_etc-training-000122,16_etc,16,d2422c12263e391c,v2,170000,,,코지모해,AirPods Pro,,,,
16_etc-training-000123,16_etc,16,20cab7de98571ddb,v2,23000,,,자이글,타이가1,,,,
16_etc-training-000124,16_etc,16,83d366ae47c20cf3,v2,25000,,,바운스,벙커돔 버전 3,,,,
16_etc-training-000125,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,45qt,,,,
16_etc-training-000126,16_etc,16,6f0a828c17a6d093,v2,50000,,,트랙스,D4,,,,
16_etc-training-000127,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,45qt,,,,
16_etc-training-000128,16_etc,16,4587dc9c3c5b2b0f,v2,70000,,,파세코,빅돔s,,,,
16_etc-training-000129,16_etc,16,7e0c1abd3e184cd6,v2,1111,,,꿈꾸는 요셉,리우,,,,
16_etc-training-000130,16_etc,16,771878104ae86f37,v2,0,,,가구코리아,U-121,,,,
16_etc-training-000131,16_etc,16,295916e8117b243c,v2,0,,,토요타,캠리 8세대,,,,
16_etc-training-000132,16_etc,16,349a7ed995314d74,v2,500,,,이세계아이돌,파티볼,,,,
16_etc-training-000133,16_etc,16,19a7af294c666206,v2,9999,,,아웃백,45qt,,,,
16_etc-training-000134,16_etc,16,0f9f51b04cacbbac,v2,6000,,,베스킨라빈스,베라진진공보냉용기,,,,
16_etc-training-000135,16_etc,16,ac7d49bb3bcc664c,v2,35000,,,콜맨,파티볼,,,,
16_etc-training-000136,16_etc,16,8fe622234fa90dd0,v2,2222,,,밤켈,40L,,,,
16_etc-training-000137,16_etc,16,b3b7fd870cc110f8,v2,50000,,,지프,포레스트,,,,
16_etc-training-000138,16_etc,16,b3b7fd870cc110f8,v2,50000,,,지프,포레스트,,,,
16_etc-training-000139,16_etc,16,83d366ae47c20cf3,v2,25000,,,바운스,프라임디럭스,,,,
16_etc-training-000140,16_etc,16,20cab7de98571ddb,v2,23000,,,자이글,베라진진공보냉용기,,,,
16_etc-training-000141,16_etc,16,6cb4de24aaa5c880,v2,1111111,,,레고,U-121,,,,
16_etc-training-000142,16_etc,16,6279471a8e1e694a,v2,100000,,,영창피아노,U-121,,,,
16_etc-training-000143,16_etc,16,3a8e038f4b191d51,v2,0,,,신세계백화점,파티볼,,,,
16_etc-training-000144,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000145,16_etc,16,33535e1a10e351ec,v2,650000,,,지프,포레스트2,,,,
16_etc-training-000146,16_etc,16,d8f468db0e57ed80,v2,12345,,,빅토리녹스,8.0,,,,
16_etc-training-000147,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,마이셰프,,,,
16_etc-training-000148,16_etc,16,8fe622234fa90dd0,v2,2222,,,밤켈,40L,,,,
16_etc-training-000149,16_etc,16,9f9c5f0c3e4bf4fe,v2,32000,,,스노우피크,티탄 싱글 머그 220 300 450,,,,
16_etc-training-000150,16_etc,16,e440ab06924336ad,v2,0,,,아모스,큐브 프로,,,,
16_etc-training-000151,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,티탄 싱글 머그 220 300 450,,,,
16_etc-training-000152,16_etc,16,a2acaf64d52356e3,v2,60000,,,어반캠퍼,다우니페더 덕다운침낭 2100g,,,,
16_etc-training-000153,16_etc,16,8ec354054adfad58,v2,190000,,,BERJACK 버잭,X2,,,,
16_etc-training-000154,16_etc,16,4dd020b1aba1934c,v2,380000,,,네이처하이크,12y,,,,
16_etc-training-000155,16_etc,16,92e870c39738386f,v2,50000,,,스탠리,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000156,16_etc,16,c1ecee00b070ee28,v2,0,,,베스트슬립,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000157,16_etc,16,d2422c12263e391c,v2,500000,,,코지모해,파티볼,,,,
16_etc-training-000158,16_etc,16,c1077c9472ac1418,v2,1100000,,,위켄드트립,예튼3.4,,,,
16_etc-training-000159,16_etc,16,e22c768dbf33e084,v2,0,,,EBS,시즌6,,,,
16_etc-training-000160,16_etc,16,c1ecee00b070ee28,v2,0,,,베스트슬립,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000161,16_etc,16,a9ab613154ffa03b,v2,31000,,,스노우피크,REH-221S,,,,
16_etc-training-000162,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,타이가1,,,,
16_etc-training-000163,16_etc,16,771878104ae86f37,v2,0,,,가구코리아,45qt,,,,
16_etc-training-000164,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000165,16_etc,16,8fe622234fa90dd0,v2,2222,,,밤켈,40L,,,,
16_etc-training-000166,16_etc,16,49d7edc5ae3aee4f,v2,0,,,Apple,AirPods Pro 3세대,,,,
16_etc-training-000167,16_etc,16,b3b7fd870cc110f8,v2,50000,,,지프,포레스트,,,,
16_etc-training-000168,16_etc,16,9a68af37c34c6427,v2,0,,,대림,Q2,,,,
16_etc-training-000169,16_etc,16,826212999b5d783f,v2,7000,,,케어프린,이지컷,,,,
16_etc-training-000170,16_etc,16,11ca21b5479c1a3f,v2,0,,,천지건업,매직 스페이서,,,,
16_etc-training-000171,16_etc,16,e495c6a0f4b962f2,v2,6000,,,미라클,40L,,,,
16_etc-training-000172,16_etc,16,9fd9f86c74172eaa,v2,0,,,삼익,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000173,16_etc,16,50e034e73f3df128,v2,0,,,과학동아,캠리,,,,
16_etc-training-000174,16_etc,16,ac7d49bb3bcc664c,v2,35000,,,콜맨,파티볼,,,,
16_etc-training-000175,16_etc,16,f6c4855e08461e7e,v2,750000,,,쿠디,8.0,,,,
16_etc-training-000176,16_etc,16,115a8f732f8cd27c,v2,40000,,,벤츠,기브앤레이스 텐트,,,,
16_etc-training-000177,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,프라임디럭스,,,,
16_etc-training-000178,16_etc,16,05bac51806eda270,v2,0,,,엑소(EXO),REH-221S,,,,
16_etc-training-000179,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000180,16_etc,16,33535e1a10e351ec,v2,650000,,,지프,포레스트2,,,,
16_etc-training-000181,16_etc,16,419dd7fa05b171da,v2,0,,,리바트,시즌6,,,,
16_etc-training-000182,16_etc,16,5df9ec48be631586,v2,0,,,이디야X보이넥스트도어,리우,,,,
16_etc-training-000183,16_etc,16,115a8f732f8cd27c,v2,40000,,,벤츠,기브앤레이스 텐트,,,,
16_etc-training-000184,16_etc,16,c1ecee00b070ee28,v2,0,,,베스트슬립,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000185,16_etc,16,ac7d49bb3bcc664c,v2,35000,,,콜맨,파티볼,,,,
16_etc-training-000186,16_etc,16,6279471a8e1e694a,v2,100000,,,영창피아노,U-121,,,,
16_etc-training-000187,16_etc,16,92e870c39738386f,v2,50000,,,스탠리,매직 레드 베어 트레이,,,,
16_etc-training-000188,16_etc,16,b61d589b50c7d596,v2,0,,,스노우피크,캠리,,,,
16_etc-training-000189,16_etc,16,43b76f25cf072a5d,v2,0,,,동서가구,레즐리 메이플 라지킹 1800,,,,
16_etc-training-000190,16_etc,16,05bac51806eda270,v2,0,,,엑소(EXO),예튼3.4,,,,
16_etc-training-000191,16_etc,16,ca1552c7db86652b,v2,1650000,,,스노우라인,프라임디럭스,,,,
16_etc-training-000192,16_etc,16,0f9f51b04cacbbac,v2,6000,,,베스킨라빈스,베라진진공보냉용기,,,,
16_etc-training-000193,16_etc,16,6c2703966eb29d63,v2,0,,,FILA,예튼3.4,,,,
16_etc-training-000194,16_etc,16,b9b56efb0ec9fd25,v2,300000,,,도요토미,빅돔s,,,,
16_etc-training-000195,16_etc,16,c1077c9472ac1418,v2,1100000,,,위켄드트립,예튼3.4,,,,
16_etc-training-000196,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000197,16_etc,16,a5b97ba52e2a5620,v2,0,,,쓰나미브레인롯,40L,,,,
16_etc-training-000198,16_etc,16,4d3894cbccc9171d,v2,0,,,장수,캠리 8세대,,,,
16_etc-training-000199,16_etc,16,115a8f732f8cd27c,v2,40000,,,벤츠,기브앤레이스 텐트,,,,
16_etc-training-000200,16_etc,16,48fd69ccdfa3502c,v2,18000,,,하이브로우,마이셰프,,,,
16_etc-training-000201,16_etc,16,43d3936f27217533,v2,0,,,탐사,빅돔s,,,,
16_etc-training-000202,16_etc,16,33535e1a10e351ec,v2,650000,,,지프,포레스트2,,,,
16_etc-training-000203,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000204,16_etc,16,7e0c1abd3e184cd6,v2,1111,,,꿈꾸는 요셉,40L,,,,
16_etc-training-000205,16_etc,16,92e870c39738386f,v2,50000,,,스탠리,이지컷,,,,
16_etc-training-000206,16_etc,16,078f22a2e1fbfb60,v2,107000,,,헐크,PUQ179,,,,
16_etc-training-000207,16_etc,16,49d7edc5ae3aee4f,v2,0,,,Apple,AirPods Pro 3세대,,,,
16_etc-training-000208,16_etc,16,f6c4855e08461e7e,v2,750000,,,쿠디,8.0,,,,
16_etc-training-000209,16_etc,16,4587dc9c3c5b2b0f,v2,70000,,,파세코,타이가1,,,,
16_etc-training-000210,16_etc,16,20cab7de98571ddb,v2,23000,,,자이글,8.0,,,,
16_etc-training-000211,16_etc,16,3203e6f8965d0701,v2,35000,,,세이즈,X2,,,,
16_etc-training-000212,16_etc,16,ac7d49bb3bcc664c,v2,35000,,,콜맨,파티볼,,,,
16_etc-training-000213,16_etc,16,771878104ae86f37,v2,0,,,가구코리아,PUQ179,,,,
16_etc-training-000214,16_etc,16,50e034e73f3df128,v2,0,,,과학동아,캠리 8세대,,,,
16_etc-training-000215,16_etc,16,d2422c12263e391c,v2,500000,,,코지모해,타이가1,,,,
16_etc-training-000216,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,벙커돔 버전 3,,,,
16_etc-training-000217,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000218,16_etc,16,19a7af294c666206,v2,9999,,,아웃백,쉐프박스,,,,
16_etc-training-000219,16_etc,16,43e42587661aa882,v2,90000,,,나비아,큐브 프로,,,,
16_etc-training-000220,16_etc,16,7ae46b917023b1d7,v2,0,,,한샘,SDE-001RH,,,,
16_etc-training-000221,16_etc,16,078f22a2e1fbfb60,v2,107000,,,헐크,PUQ179,,,,
16_etc-training-000222,16_etc,16,49d7edc5ae3aee4f,v2,0,,,Apple,AirPods Pro 3세대,,,,
16_etc-training-000223,16_etc,16,6c2703966eb29d63,v2,0,,,FILA,큐브 프로,,,,
16_etc-training-000224,16_etc,16,135d72d280b60682,v2,0,,,하이원리조트,타이가1,,,,
16_etc-training-000225,16_etc,16,6a8ec6d78f49df32,v2,20000,,,퀸센스,12y,,,,
16_etc-training-000226,16_etc,16,edbb7477d4c13005,v2,2800000,,,스노우피크,랜드락 프로 그레이,,,,
16_etc-training-000227,16_etc,16,33535e1a10e351ec,v2,650000,,,지프,포레스트2,,,,
16_etc-training-000228,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,부쉬크래프트,,,,
16_etc-training-000229,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000230,16_etc,16,9a68af37c34c6427,v2,0,,,대림,Q2,,,,
16_etc-training-000231,16_etc,16,4d3894cbccc9171d,v2,0,,,장수,45qt,,,,
16_etc-training-000232,16_etc,16,ce3440e326c8d0e1,v2,45000,,,라푸마,럭스쉐이드,,,,
16_etc-training-000233,16_etc,16,9a68af37c34c6427,v2,0,,,대림,Q2,,,,
16_etc-training-000234,16_etc,16,c6d8b0e455d8da49,v2,250000,,,스노우피크,SDE-001RH,,,,
16_etc-training-000235,16_etc,16,4dd020b1aba1934c,v2,380000,,,네이처하이크,12y,,,,
16_etc-training-000236,16_etc,16,fc318d9d19547910,v2,0,,,에듀윌,프라임디럭스,,,,
16_etc-training-000237,16_etc,16,295916e8117b243c,v2,0,,,토요타,캠리 8세대,,,,
16_etc-training-000238,16_etc,16,8ec354054adfad58,v2,190000,,,BERJACK 버잭,쉐프박스,,,,
16_etc-training-000239,16_etc,16,5669aaac8e7669da,v2,130000,,,밤켈,45qt,,,,
16_etc-training-000240,16_etc,16,a449b76717fa9af1,v2,60000,,,탑앤탑,시즌6,,,,
16_etc-training-000241,16_etc,16,50e034e73f3df128,v2,0,,,과학동아,AirPods Pro,,,,
16_etc-training-000242,16_etc,16,9a68af37c34c6427,v2,0,,,대림,Q2,,,,
16_etc-training-000243,16_etc,16,fa14c662b0d14f13,v2,20000,,,도루코,마이셰프,,,,
16_etc-training-000244,16_etc,16,43e42587661aa882,v2,90000,,,나비아,큐브 프로,,,,
16_etc-training-000245,16_etc,16,3d3a0b836c1fa787,v2,100000,,,INOTA,빅돔s,,,,
16_etc-training-000246,16_etc,16,f6c4855e08461e7e,v2,750000,,,쿠디,8.0,,,,
16_etc-training-000247,16_etc,16,2c15768d96af673f,v2,250000,,,힐맨,벙커돔 버전 3,,,,
16_etc-training-000248,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000249,16_etc,16,fc318d9d19547910,v2,0,,,에듀윌,캠리 8세대,,,,
16_etc-training-000250,16_etc,16,43d3936f27217533,v2,0,,,탐사,다우니페더 덕다운침낭 2100g,,,,
16_etc-training-000251,16_etc,16,8326231ebade6583,v2,0,,,SK-II,매직 레드 베어 트레이,,,,
16_etc-training-000252,16_etc,16,43e42587661aa882,v2,90000,,,나비아,큐브 프로,,,,
16_etc-training-000253,16_etc,16,0f9f51b04cacbbac,v2,6000,,,베스킨라빈스,베라진진공보냉용기,,,,
16_etc-training-000254,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,타이가1,,,,
16_etc-training-000255,16_etc,16,6f0a828c17a6d093,v2,50000,,,트랙스,D4,,,,
16_etc-training-000256,16_etc,16,39b97ccbbc492cb6,v2,800000,,,캠프타운,빅돔s,,,,
16_etc-training-000257,16_etc,16,7e0c1abd3e184cd6,v2,1111,,,꿈꾸는 요셉,8.0,,,,
16_etc-training-000258,16_etc,16,3203e6f8965d0701,v2,35000,,,세이즈,X2,,,,
16_etc-training-000259,16_etc,16,39deb0aaca75d5c4,v2,140000,,,디스커버리 에디션,REH-221S,,,,
