item_id,category_name,category_code,spec_key_hash,hash_version,used_price,device_type,brand,product_line,model_name,color,condition_grade,storage_capacity,memory_ram
01_digital_devices-training-000042,01_digital_devices,01,2b68ed11562cac1e,v2,140000,스마트폰,애플,아이폰,A1905,스그,A급,64GB,
01_digital_devices-training-000043,01_digital_devices,01,0104dd0c06d19565,v2,450000,스마트폰,애플,아이폰,아이폰 15,블루,중고,128GB,
01_digital_devices-training-000044,01_digital_devices,01,06762e83d12e8ce0,v2,1800000,노트북,삼성,아이폰 SE,갤럭시북5 프로 360,제트블랙,S급,1TB,
01_digital_devices-training-000045,01_digital_devices,01,fe6d2397efb6c558,v2,80000,스마트폰,애플,아이폰,아이폰 6 플러스 A1524,스그,AA급,16GB,
01_digital_devices-training-000046,01_digital_devices,01,45a3627f3c1d2902,v2,600000,노트북,삼성,iPhone 11 Pro,NT950QCG-X58,블랙,SSS급,128GB,
01_digital_devices-training-000047,01_digital_devices,01,0824bf453e215845,v2,2000000,노트북,삼성,아이폰,NT960XHA KP72G,퍼플,리퍼 새상품,256GB,
01_digital_devices-training-000048,01_digital_devices,01,469aa63a9e8c4583,v2,270000,노트북,삼성,아이폰,NT950XCJ,블랙,S급,256GB,
01_digital_devices-training-000049,01_digital_devices,01,d11617212cb1fcbe,v2,650000,노트북,삼성,아이폰,NT750XGR-A51AG,레드,S급,128G,
01_digital_devices-training-000050,01_digital_devices,01,6e4bf0a38ec767a4,v2,170000,스마트폰,애플,아이폰 8 플러스,아이폰 8플러스,블랙,S급,64GB,
01_digital_devices-training-000051,01_digital_devices,01,a43903b116c6fc3e,v2,225000,스마트폰,애플,아이폰,아이폰 11프로,블루,특SS급,64GB,
01_digital_devices-training-000052,01_digital_devices,01,c6b6e07026248031,v2,3150000,노트북,삼성,아이폰 SE,Galaxy Book 6 Pro,블랙,중고,128GB,
01_digital_devices-training-000053,01_digital_devices,01,982ff0b97cc19c2d,v2,1200000,노트북,삼성,아이폰,NT751XGK-K05/C,스그,S급,256GB,
01_digital_devices-training-000054,01_digital_devices,01,5c42d3e45d03e1f5,v2,180000,스마트폰,애플,아이폰8,A1905,스그,특SSS급,64GB,
01_digital_devices-training-000055,01_digital_devices,01,0b6c076ec1a6eb57,v2,320000,스마트폰,애플,아이폰,아이폰 13 미니,스타라이트,S급,128G,
01_digital_devices-training-000056,01_digital_devices,01,69693698050fc1e1,v2,1950000,노트북,삼성,아이폰,NT960QHA-KC71S,화이트 티타늄,중고,256GB,
01_digital_devices-training-000057,01_digital_devices,01,af3dc7dbc07c1b12,v2,740000,노트북,삼성,아이폰13미니,NT761XDA,스타라이트,특SSS급,16GB,
01_digital_devices-training-000058,01_digital_devices,01,6e0e0c5c3d8d9974,v2,175000,스마트폰,애플,아이폰,아이폰 8,실버,특SS급,64GB,
01_digital_devices-training-000059,01_digital_devices,01,09ce33fd44f4e76a,v2,195000,스마트폰,애플,아이폰 8 플러스,아이폰 8 플러스,골드,S급,64GB,
01_digital_devices-training-000060,01_digital_devices,01,a356dad4c0a46630,v2,770000,스마트폰,애플,아이폰,아이폰16플러스,미드나이트,중고,128GB,
01_digital_devices-training-000061,01_digital_devices,01,3b5fbd2b67127fc5,v2,249000,스마트폰,Apple,아이폰,13 mini,블랙,단순개봉미사용,128GB,
01_digital_devices-training-000062,01_digital_devices,01,262d0fd4395956e1,v2,1080000,스마트폰,애플,아이폰 17,아이폰17,블루,S급,256GB,
01_digital_devices-training-000063,01_digital_devices,01,08869fef923347a7,v2,1480000,노트북,삼성,아이폰 8 플러스,NT961XGL-X02/C,제트블랙,AA급,128GB,
01_digital_devices-training-000064,01_digital_devices,01,1a8fbf9189d73418,v2,450000,스마트폰,애플,아이폰14,아이폰14,미드나이트,A급,128GB,
01_digital_devices-training-000065,01_digital_devices,01,114f4771e7a28952,v2,1050000,노트북,삼성,아이폰,갤럭시북4 프로 16인치,블루,S급,64GB,
01_digital_devices-training-000066,01_digital_devices,01,9d21f903bc823fff,v2,230000,스마트폰,애플,아이폰,A1897,스그,특SSS급,256GB,
01_digital_devices-training-000067,01_digital_devices,01,a43903b116c6fc3e,v2,225000,스마트폰,애플,아이폰,아이폰 11프로,미드나이트,S급,128GB,
01_digital_devices-training-000068,01_digital_devices,01,adf49f2862e065fc,v2,2400000,노트북,삼성,아이폰,NT960XHW-A71AR,스타라이트,A급,128G,
01_digital_devices-training-000069,01_digital_devices,01,610f89d6675b460b,v2,2100000,노트북,삼성,아이폰,NT940XHA-KD72S,실버,S급,512GB,
01_digital_devices-training-000070,01_digital_devices,01,da203e158fa47ad5,v2,1250000,노트북,삼성,아이폰 12 미니,NT940XHA-KC51G,퍼플,중고,128GB,
01_digital_devices-training-000071,01_digital_devices,01,86dcc3cef376c4c8,v2,260000,스마트폰,애플,아이폰 SE,iPhone SE 3,스타라이트,SSS급,64GB,
01_digital_devices-training-000072,01_digital_devices,01,6e4bf0a38ec767a4,v2,170000,스마트폰,애플,아이폰 8 플러스,아이폰 8플러스,블랙,S급,64GB,
01_digital_devices-training-000073,01_digital_devices,01,624967daa24ea746,v2,1300000,스마트폰,애플,아이폰 17 프로,아이폰17프로,실버,단순개봉미사용,256GB,
01_digital_devices-training-000074,01_digital_devices,01,8193e52170f675ca,v2,1000000,노트북,삼성,아이폰 SE,NT751XHD-K01/B,스페이스그레이,중고,128GB,
01_digital_devices-training-000075,01_digital_devices,01,8812bddc7a3a0b05,v2,1000000,노트북,삼성,아이폰,갤럭시북2,레드,중고,128GB,
01_digital_devices-training-000076,01_digital_devices,01,6dee6b0e2b20e4ab,v2,220000,스마트폰,애플,아이폰,아이폰 8플러스,실버,A급,256GB,
01_digital_devices-training-000077,01_digital_devices,01,e3626691d2ddb765,v2,165000,스마트폰,애플,아이폰 SE2,아이폰 SE2,레드,S급,128GB,
01_digital_devices-training-000078,01_digital_devices,01,09c91b2f7b1221c0,v2,500000,노트북,삼성,아이폰 SE,NT750XGR-A51AS,제트블랙,S급,256GB,
01_digital_devices-training-000079,01_digital_devices,01,5a9a8b5d69d6a9bf,v2,200000,스마트폰,애플,아이폰,아이폰 12 미니,스그,A급,1TB,
01_digital_devices-training-000080,01_digital_devices,01,86dcc3cef376c4c8,v2,260000,스마트폰,애플,아이폰 SE,iPhone SE 3,스타라이트,SSS급,64GB,
01_digital_devices-training-000081,01_digital_devices,01,0b6ca76f770ba12d,v2,1050000,노트북,삼성,아이폰 SE,갤럭시북4,골드,SSS급,64GB,
01_digital_devices-training-000082,01_digital_devices,01,d35806d693dac245,v2,200000,스마트폰,애플,아이폰 SE,아이폰 SE 3,레드,A급,128GB,
01_digital_devices-training-000083,01_digital_devices,01,262d0fd4395956e1,v2,1080000,스마트폰,애플,아이폰 17,아이폰17,블루,S급,256GB,
01_digital_devices-training-000084,01_digital_devices,01,40f813524a52f330,v2,800000,스마트폰,애플,아이폰,아이폰 16,화이트,A급,128GB,
01_digital_devices-training-000085,01_digital_devices,01,6e4bf0a38ec767a4,v2,170000,스마트폰,애플,아이폰 8 플러스,아이폰 8플러스,블랙,S급,64GB,
01_digital_devices-training-000086,01_digital_devices,01,4856daa65d7b01bd,v2,1140000,스마트폰,애플,아이폰 16 프로맥스,아이폰 16 프로맥스 256GB,골드,AA급,256GB,
01_digital_devices-training-000087,01_digital_devices,01,22b25bba1470342c,v2,570000,스마트폰,애플,아이폰,아이폰15프로,스그,SSS급,128GB,
01_digital_devices-training-000088,01_digital_devices,01,7d1ddf199a7ba7dc,v2,350000,스마트폰,애플,아이폰,아이폰13,미드나이트,A급,128GB,
01_digital_devices-training-000089,01_digital_devices,01,c6b6e07026248031,v2,3100000,노트북,삼성,아이폰 SE,Galaxy Book 6 Pro,제트블랙,S급,1TB,
01_digital_devices-training-000090,01_digital_devices,01,05aa9d7e0f4e53e1,v2,880000,노트북,삼성,아이폰,NT940XHZ AD51G,블랙,S급,128GB,
01_digital_devices-training-000091,01_digital_devices,01,6b26f71c192b3390,v2,170000,스마트폰,애플,아이폰8 플러스,iPhone 8 Plus,스그,A급,64GB,
01_digital_devices-training-000092,01_digital_devices,01,6d7f37ba45900984,v2,480000,노트북,삼성,아이폰,갤럭시북3go LTE,스타라이트,새상품/미개봉,256GB,
01_digital_devices-training-000093,01_digital_devices,01,64b383848936af95,v2,400000,노트북,삼성,아이폰,NT951XCJ-K02/C,화이트,특SS급,64GB,
01_digital_devices-training-000094,01_digital_devices,01,4c5107507b23a8e6,v2,1400000,노트북,삼성,아이폰,갤럭시북5 프로 14인치,골드,S급,64GB,
01_digital_devices-training-000095,01_digital_devices,01,4ac0053e7742e87b,v2,185000,스마트폰,애플,아이폰 SE,아이폰 SE2,블랙,S급,64GB,
01_digital_devices-training-000096,01_digital_devices,01,5a9a8b5d69d6a9bf,v2,200000,스마트폰,애플,아이폰,아이폰 12 미니,스페이스그레이,A급,128GB,
01_digital_devices-training-000097,01_digital_devices,01,331274f12b40799f,v2,740000,노트북,삼성전자,아이폰,NT761XDA,스그,S급,128GB,
01_digital_devices-training-000098,01_digital_devices,01,2fdce199bad223b5,v2,650000,노트북,삼성,아이폰 6S 플러스,NT930QDB-KC58G,화이트,SSS급,64GB,
01_digital_devices-training-000099,01_digital_devices,01,35bd353f9e8ed7fd,v2,140000,스마트폰,애플,아이폰,아이폰 6s,골드,S급,64GB,
01_digital_devices-training-000100,01_digital_devices,01,da317f6dfc292fbe,v2,400000,스마트폰,애플,아이폰 14,아이폰 14,퍼플,S급,256GB,
01_digital_devices-training-000101,01_digital_devices,01,09ce33fd44f4e76a,v2,195000,스마트폰,애플,아이폰 8 플러스,아이폰 8 플러스,골드,S급,64GB,
01_digital_devices-training-000102,01_digital_devices,01,f6c64a337f52a34d,v2,85000,스마트폰,애플,iPhone 12 mini,아이폰 12 미니,Green,특SSS급,128GB,
01_digital_devices-training-000103,01_digital_devices,01,cc14488de0931cc5,v2,680000,노트북,삼성,아이폰 SE,갤럭시북2 프로,레드,S급,64GB,
01_digital_devices-training-000104,01_digital_devices,01,c57a9149981e175f,v2,530000,노트북,삼성,iPhone 12 mini,갤럭시북,실버,SS급,256GB,
01_digital_devices-training-000105,01_digital_devices,01,772afb723ebf8d5d,v2,199000,노트북,삼성,iPhone 11 Pro,NT345XLA,레드,S+,128GB,
01_digital_devices-training-000106,01_digital_devices,01,69693698050fc1e1,v2,1950000,노트북,삼성,아이폰,NT960QHA-KC71S,스타라이트,특SSS급,128GB,
01_digital_devices-training-000107,01_digital_devices,01,7528760373cd58d3,v2,90000,스마트폰,애플,아이폰,아이폰6,스페이스그레이,A급,16GB,
01_digital_devices-training-000108,01_digital_devices,01,fcb6e8ae9492a2ac,v2,1050000,스마트폰,Apple,iPhone 16 Pro,iPhone 16 Pro,화이트,S급,256GB,
01_digital_devices-training-000109,01_digital_devices,01,8475540676b76c21,v2,980000,노트북,삼성,아이폰 SE2,갤럭시북4 프로 14인치,블랙,미개봉 새상품,128GB,
01_digital_devices-training-000110,01_digital_devices,01,f8fe0657125adea8,v2,395000,스마트폰,애플,아이폰13미니,아이폰 13 미니,핑크,S급,128GB,
01_digital_devices-training-000111,01_digital_devices,01,79cc0fef52f1413d,v2,320000,스마트폰,애플,아이폰 SE,iPhone SE 3,스타라이트,S급,128GB,
01_digital_devices-training-000112,01_digital_devices,01,acaa8db2436f9383,v2,480000,노트북,삼성,아이폰,NT950XCR-G58A,제트블랙,리퍼 새상품,128GB,
01_digital_devices-training-000113,01_digital_devices,01,a202a43e7e3e7d53,v2,1750000,노트북,삼성,아이폰,NT960XHA-KC71S,핑크,S급,128GB,
01_digital_devices-training-000114,01_digital_devices,01,4bcc8713b7207f19,v2,50000,가방,갤럭시북,아이폰,페이지737,블루,S급,128GB,
01_digital_devices-training-000115,01_digital_devices,01,a83b4d8f1fb27202,v2,240000,스마트폰,아이폰,아이폰 SE,SE3,화이트,중고,128GB,
01_digital_devices-training-000116,01_digital_devices,01,a202a43e7e3e7d53,v2,1750000,노트북,삼성,아이폰,NT960XHA-KC71S,매트블랙,중고,128GB,
01_digital_devices-training-000117,01_digital_devices,01,26ef35930d44341a,v2,1550000,노트북,삼성,아이폰,NT940XGK,제트블랙,중고,128GB,
01_digital_devices-training-000118,01_digital_devices,01,6cd3e3154170bc53,v2,430000,노트북,삼성,아이폰,NT951XDB-K0H/C,매트블랙,S급,64GB,
01_digital_devices-training-000119,01_digital_devices,01,fe7bac398139c00e,v2,699000,노트북,삼성,아이폰,갤럭시북 이온2,블랙,S급,128GB,
01_digital_devices-training-000120,01_digital_devices,01,74e3c3d46b7cda1f,v2,1150000,노트북,삼성,아이폰,갤럭시 북5 Pro 360,레드,SSS급,128GB,
01_digital_devices-training-000121,01_digital_devices,01,35bd353f9e8ed7fd,v2,140000,스마트폰,애플,아이폰,아이폰 6s,골드,S급,64GB,
01_digital_devices-training-000122,01_digital_devices,01,8812bddc7a3a0b05,v2,420000,노트북,삼성,아이폰,갤럭시북2,그린,중고,64GB,
01_digital_devices-training-000123,01_digital_devices,01,5c42d3e45d03e1f5,v2,180000,스마트폰,애플,아이폰8,A1905,스그,특SSS급,64GB,
01_digital_devices-training-000124,01_digital_devices,01,859912ee6d775b8c,v2,300000,스마트폰,애플,아이폰 12 미니,아이폰 12 미니,그린,S급,128GB,
01_digital_devices-training-000125,01_digital_devices,01,64b383848936af95,v2,400000,노트북,삼성,아이폰,NT951XCJ-K02/C,골드,새상품/미개봉,128GB,
01_digital_devices-training-000126,01_digital_devices,01,04c615197603cf46,v2,389000,노트북,삼성전자,아이폰,NT950XDA-XC78W,블랙티타늄,S급,64GB,
01_digital_devices-training-000127,01_digital_devices,01,09c91b2f7b1221c0,v2,500000,노트북,삼성,아이폰,NT750XGR-A51AS,매트블랙,중고,64GB,
01_digital_devices-training-000128,01_digital_devices,01,d35806d693dac245,v2,200000,스마트폰,애플,아이폰 SE,아이폰 SE 3,레드,A급,128GB,
01_digital_devices-training-000129,01_digital_devices,01,b5baa3e0e6ec93c7,v2,120000,스마트폰,애플,아이폰,아이폰 7,매트블랙,중고,32GB,
01_digital_devices-training-000130,01_digital_devices,01,fe7bac398139c00e,v2,699000,노트북,삼성,아이폰 15 프로 맥스,갤럭시북 이온2,매트블랙,새상품/미개봉,32GB,
01_digital_devices-training-000131,01_digital_devices,01,02d3b9885076f5d8,v2,1010000,노트북,삼성,아이폰,갤럭시북 프로 i7,블랙,S급,256GB,
01_digital_devices-training-000132,01_digital_devices,01,447ea45d524bde06,v2,890000,스마트폰,애플,아이폰 16 프로,아이폰16 Pro,블루,S급,256GB,
01_digital_devices-training-000133,01_digital_devices,01,c23f89f52c00a2be,v2,1400000,스마트폰,애플,아이폰,아이폰 17 에어,골드,S급,512GB,
01_digital_devices-training-000134,01_digital_devices,01,d1a421432909ebdd,v2,145000,스마트폰,애플,아이폰,iPhone 7,골드,S급,128GB,
01_digital_devices-training-000135,01_digital_devices,01,2ee0b0b5eb966d2a,v2,1750000,노트북,삼성,아이폰 SE,갤럭시북 4 360,스페이스그레이,AA급,256GB,
01_digital_devices-training-000136,01_digital_devices,01,d99cd9fe50c60f42,v2,270000,스마트폰,애플,아이폰 SE,아이폰 SE3,미드나이트,S급,64GB,
01_digital_devices-training-000137,01_digital_devices,01,636cf4d0f1c301ad,v2,800000,노트북,삼성,아이폰 SE,NT750XGR-A31AS,틸,A급,128GB,
01_digital_devices-training-000138,01_digital_devices,01,961fcf3e138c1d04,v2,220000,스마트폰,애플,아이폰11,아이폰11,화이트,S급,128GB,
01_digital_devices-training-000139,01_digital_devices,01,856e4f846ca50235,v2,710000,스마트폰,애플,아이폰,아이폰16,블랙,S급,128GB,
01_digital_devices-training-000140,01_digital_devices,01,6ae883f6ce6a2988,v2,900000,노트북,삼성,아이폰 14,NT750XGR-A51A,핑크,S급,256GB,
01_digital_devices-training-000141,01_digital_devices,01,6cd3e3154170bc53,v2,430000,노트북,삼성,아이폰 17,NT951XDB-K0H/C,블랙,중고,128GB,
01_digital_devices-training-000142,01_digital_devices,01,70489424eb2848de,v2,790000,스마트폰,애플,아이폰 14 프로,아이폰 14 프로,블랙,새상품(미사용),128GB,
01_digital_devices-training-000143,01_digital_devices,01,bac522bd9b4b53c6,v2,2200000,노트북,삼성,아이폰 SE,NT960XHA-K52A,미드나이트,S급,64GB,
01_digital_devices-training-000144,01_digital_devices,01,33b5ee1ab9c30c62,v2,170000,스마트폰,애플,아이폰,A1905,레드,특SS급,64GB,
01_digital_devices-training-000145,01_digital_devices,01,2fdce199bad223b5,v2,650000,노트북,삼성,아이폰,NT930QDB-KC58G,블랙,SS급,64GB,
01_digital_devices-training-000146,01_digital_devices,01,e3626691d2ddb765,v2,165000,스마트폰,애플,아이폰 SE2,아이폰 SE2,레드,S급,128GB,
01_digital_devices-training-000147,01_digital_devices,01,bc312b138e222ee4,v2,650000,노트북,삼성,아이폰8 플러스,NT950QDA-XC71B,스페이스 그레이,A급,256GB,
01_digital_devices-training-000148,01_digital_devices,01,cb4124ffc32e0c90,v2,210000,스마트폰,애플,아이폰,A1905,스페이스 그레이,SSS급,256GB,
01_digital_devices-training-000149,01_digital_devices,01,3b5fbd2b67127fc5,v2,215000,스마트폰,Apple,아이폰,13 mini,블랙,중고,128GB,
01_digital_devices-training-000150,01_digital_devices,01,f8fe0657125adea8,v2,395000,스마트폰,애플,아이폰13미니,아이폰 13 미니,핑크,S급,128GB,
01_digital_devices-training-000151,01_digital_devices,01,36a3ffb6250305ed,v2,160000,스마트폰,애플,아이폰,아이폰 8,블랙,SS급,64GB,
01_digital_devices-training-000152,01_digital_devices,01,8a0c40a748a9c5c5,v2,970000,스마트폰,애플,아이폰 에어,NT751XGK,화이트,S급,256GB,
01_digital_devices-training-000153,01_digital_devices,01,a6cccebbd46101b2,v2,280000,노트북,삼성,아이폰,NT950SBE,블루,AA급,128G,
01_digital_devices-training-000154,01_digital_devices,01,7a13f2010aa2323b,v2,400000,노트북,삼성,아이폰,NT751XGK,퍼플,A급,64GB,
01_digital_devices-training-000155,01_digital_devices,01,007a9c44c08b085d,v2,1200000,노트북,삼성,아이폰,NT960QGK-KC51S,스타라이트,S급,256GB,
01_digital_devices-training-000156,01_digital_devices,01,6b3f8aa8bb02dfd5,v2,1160000,스마트폰,애플,아이폰,아이폰 16 프로맥스,화이트,A급,256GB,
01_digital_devices-training-000157,01_digital_devices,01,26ef35930d44341a,v2,1550000,노트북,삼성,아이폰,NT940XGK,레드,A급,128GB,
01_digital_devices-training-000158,01_digital_devices,01,d8335650c17d30f6,v2,210000,스마트폰,애플,아이폰 SE2,SE2,레드,S급,128GB,
01_digital_devices-training-000159,01_digital_devices,01,cc14488de0931cc5,v2,680000,노트북,삼성,아이폰,갤럭시북2 프로,매트블랙,중고,64GB,
01_digital_devices-training-000160,01_digital_devices,01,7bcb3fe1e72bb3d8,v2,250000,스마트폰,Apple,아이폰,13 mini,골드,중고,128GB,
01_digital_devices-training-000161,01_digital_devices,01,d8335650c17d30f6,v2,210000,스마트폰,애플,아이폰 SE2,SE2,레드,S급,128GB,
01_digital_devices-training-000162,01_digital_devices,01,c21a38c2630c384f,v2,650000,스마트폰,애플,아이폰,iPhone 15,블루,S급,256GB,
01_digital_devices-training-000163,01_digital_devices,01,4ac0053e7742e87b,v2,185000,스마트폰,애플,아이폰 SE,아이폰 SE2,블랙,S급,64GB,
01_digital_devices-training-000164,01_digital_devices,01,469aa63a9e8c4583,v2,270000,노트북,삼성,아이폰,NT950XCJ,실버,중고,64GB,
01_digital_devices-training-000165,01_digital_devices,01,2504f6ce71938664,v2,400000,스마트폰,애플,아이폰,아이폰 13,스타라이트,미사용 새상품,128GB,
01_digital_devices-training-000166,01_digital_devices,01,a569cb54fba9d7b5,v2,2026,스마트폰,애플,아이폰,아이폰 13 미니,레드,중고,512GB,
01_digital_devices-training-000167,01_digital_devices,01,ab59d9e62bddde5d,v2,290000,스마트폰,애플,아이폰,아이폰12,블루,S급,64GB,
01_digital_devices-training-000168,01_digital_devices,01,7d1ddf199a7ba7dc,v2,420000,스마트폰,애플,아이폰,아이폰13,미드나이트,SSS급,128GB,
01_digital_devices-training-000169,01_digital_devices,01,c57a9149981e175f,v2,530000,노트북,삼성,아이폰13미니,갤럭시북,골드,SS급,128GB,
01_digital_devices-training-000170,01_digital_devices,01,682708246f4300a1,v2,3295000,노트북,삼성,아이폰,NT960X,레드,SS급,256GB,
01_digital_devices-training-000171,01_digital_devices,01,27f19c523dec7535,v2,220000,스마트폰,애플,아이폰 SE,아이폰 SE 2,레드,S급,128GB,
01_digital_devices-training-000172,01_digital_devices,01,a6cccebbd46101b2,v2,280000,노트북,삼성,아이폰,NT950SBE,레드,A급,64GB,
01_digital_devices-training-000173,01_digital_devices,01,9615c128b22fe287,v2,250000,스마트폰,애플,아이폰,아이폰12프로,골드,중고,512GB,
01_digital_devices-training-000174,01_digital_devices,01,5c42d3e45d03e1f5,v2,180000,스마트폰,애플,아이폰8,A1905,스그,특SSS급,64GB,
